"","label.final","cluster.final","label","edgeID","parent","node","branch.length","Order","edgeOrder","node.order","node.bootstrap","TEfamily","species","cluster.color","branch.length.ToKeptNode","is_removed","node.info_1","node.info_2","TEfamily.representative","count","perC","consensus.name","is_consensus"
"70","Node151/97:MER11A(53,1)","Node151/97","T_168","1062 724",1062,724,0.0589564646,724,922,NA,NA,"MER11A","hg19","#DFB28C",0.2113370123,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"71","Node151/97:MER11A(53,1)","Node151/97","T_828","1112 733",1112,733,0.0437862062,733,933,NA,NA,"MER11A","hg19","#DFB28C",0.2110058,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"72","Node151/97:MER11A(53,1)","Node151/97","T_455","1062 775",1062,775,0.0462411137,775,981,NA,NA,"MER11A","hg19","#DFB28C",0.1986216614,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"73","Node151/97:MER11A(53,1)","Node151/97","T_607","1062 772",1062,772,0.0487662388,772,978,NA,NA,"MER11A","hg19","#DFB28C",0.2011467865,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"74","Node151/97:MER11A(53,1)","Node151/97","T_429","1062 756",1062,756,0.0580616099,756,961,NA,NA,"MER11A","hg19","#DFB28C",0.2104421576,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"75","Node151/97:MER11A(53,1)","Node151/97","T_41","1062 727",1062,727,0.0458261513,727,926,NA,NA,"MER11A","hg19","#DFB28C",0.198206699,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"76","Node151/97:MER11A(53,1)","Node151/97","T_96","1062 728",1062,728,0.0504813416,728,927,NA,NA,"MER11A","hg19","#DFB28C",0.2028618893,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"77","Node151/97:MER11A(53,1)","Node151/97","T_808","1062 730",1062,730,0.0610712934,730,929,NA,NA,"MER11A","hg19","#DFB28C",0.2134518411,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"78","Node151/97:MER11A(53,1)","Node151/97","T_273","1115 746",1115,746,0.0024288254,746,949,NA,NA,"MER11A","hg19","#DFB28C",0.214861204,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"79","Node151/97:MER11A(53,1)","Node151/97","T_798","1062 762",1062,762,0.0511293033,762,967,NA,NA,"MER11A","hg19","#DFB28C",0.203509851,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
"80","Node151/97:MER11A(53,1)","Node151/97","T_922","1062 764",1062,764,0.0408363233,764,969,NA,NA,"MER11A","hg19","#DFB28C",0.193216871,"kept","Node151","97","MER11A","53","53","11A|N151|53","instance"
