"","TE_family","mean.div","mean.age","mean.Len","count","sd.Len","sum.Len","count.200"
"78","Charlie2b:hAT-Charlie:DNA",23.731797235023,107.871805613741,261.661968013012,3689,223.054501400292,965271,1784
"79","Charlie3:hAT-Charlie:DNA",11.6327485380117,52.876129718235,836.43567251462,342,824.52233409869,286061,277
"80","Charlie4:hAT-Charlie:DNA",22.503305785124,102.287753568745,196.619834710744,121,152.954745823634,23791,56
"81","Charlie4a:hAT-Charlie:DNA",21.6400516795866,98.363871270848,235.422911283376,3483,143.875626425353,819978,1717
"82","Charlie4z:hAT-Charlie:DNA",25.6190388170055,116.450176440934,115.219794992438,5951,35.3293281841186,685673,1
"83","Charlie5:hAT-Charlie:DNA",18.9116979655712,85.9622634798691,226.710876369327,2556,227.813147709112,579473,1106
"84","Charlie6:hAT-Charlie:DNA",22.7580769230769,103.445804195804,474.15,260,476.288535363721,123279,160
"85","Charlie7:hAT-Charlie:DNA",25.2154304277206,114.615592853276,280.640768814293,3694,249.126615368088,1036687,1810
"86","Charlie7a:hAT-Charlie:DNA",23.7286967418546,107.857712462976,153.124060150376,1596,63.2548680327224,244386,434
"87","Charlie8:hAT-Charlie:DNA",26.5466234652115,120.666470296416,195.140859481583,2932,180.601856708475,572153,1009
"88","Charlie9:hAT-Charlie:DNA",24.3650664697193,110.750302135088,165.082717872968,1354,223.977556577451,223522,218
"89","Cheshire_Mars_:hAT-Charlie:DNA",16.7285714285714,76.038961038961,279.428571428571,7,165.473922560683,1956,5
"90","Cheshire:hAT-Charlie:DNA",21.3104433497537,96.8656515897895,367.535960591133,1015,450.62555516076,373049,493
"91","CheshMITE:hAT-Charlie:DNA",25.2,114.545454545455,75,1,NA,75,NA
"92","CR1_Mam:CR1:LINE",28.7770520231214,130.804781923279,203.939306358382,1730,150.562079003942,352815,622
"93","D20S16:Satellite:Satellite",23.7259842519685,107.845382963493,149.574803149606,254,201.762922736235,37992,37
"94","DNA1_Mam:TcMar:DNA",19.7315789473684,89.688995215311,170.479532163743,171,97.7743103022157,29152,69
"95","ERV3-16A3_I-int:ERVL:LTR",28.5251546072975,129.659793669534,599.954545454546,6468,565.178179528525,3880506,4857
"96","ERV3-16A3_LTR:ERVL:LTR",27.8964814814815,126.802188552189,257.985185185185,1080,128.351982751856,278624,657
"97","ERVL-B4-int:ERVL:LTR",22.256940509915,101.167911408705,674.408189544166,3883,797.106566861312,2618727,2803
"98","ERVL-E-int:ERVL:LTR",30.3672977817611,138.033171735278,442.411382478154,8926,413.728499102473,3948964,6266
"99","ERVL-int:ERVL:LTR",24.0501265822785,109.318757192175,577.812658227848,790,790.914822447281,456472,528
"100","Eulor1:DNA:DNA",25.0139534883721,113.69978858351,153.046511627907,86,72.1173727910019,13162,24
"101","Eulor10:DNA:DNA?",28.1205882352941,127.820855614973,136.470588235294,34,52.0409135631954,4640,4
"102","Eulor11:DNA:DNA",25.5962962962963,116.346801346801,146.518518518519,81,58.7450234298854,11868,14
"103","Eulor12:DNA:DNA?",28.6716666666667,130.325757575758,107.95,60,32.3175058821172,6477,NA
"104","Eulor2A:DNA:DNA?",26.9597014925373,122.544097693351,146.283582089552,67,64.3394892572463,9801,17
"105","Eulor2B:DNA:DNA?",26.5210526315789,120.55023923445,158.964912280702,57,55.0914709863387,9061,13
"106","Eulor2C:DNA:DNA?",28.7447368421053,130.657894736842,119.921052631579,38,35.5507871041822,4557,NA
"107","Eulor3:DNA:DNA?",27.8583333333333,126.628787878788,156.305555555556,36,55.7032030084162,5627,6
"108","Eulor4:Eulor4:Unknown",27.9161290322581,126.891495601173,209.161290322581,31,94.1647835000586,6484,17
"109","Eulor5A:DNA:DNA?",28.2755905511811,128.525411596278,144.346456692913,127,68.1793128277397,18332,23
"110","Eulor5B:DNA:DNA?",26.8790697674419,122.177589852008,116.813953488372,43,44.9773783425536,5023,1
"111","Eulor6A:DNA:DNA?",25.9266666666667,117.848484848485,133.966666666667,30,52.1836830973935,4019,3
"112","Eulor6B:DNA:DNA?",27.2220338983051,123.736517719569,178.033898305085,59,78.3790449875596,10504,18
"113","Eulor6C:DNA:DNA?",26.6681818181818,121.219008264463,123.863636363636,22,43.5466858993179,2725,NA
"114","Eulor6D:DNA:DNA?",29.0824324324324,132.192874692875,163.743243243243,74,62.895665031449,12117,19
"115","Eulor6E:DNA:DNA?",28.2870967741935,128.577712609971,139.58064516129,31,59.2828104335753,4327,4
"116","Eulor7:DNA:DNA?",27.7272727272727,126.03305785124,123.272727272727,11,32.9092415867972,1356,NA
"117","Eulor8:TcMar:DNA",28.772027972028,130.7819453274,204.118881118881,143,99.2813252449888,29189,61
"118","Eulor9A:DNA:DNA",25.5707317073171,116.230598669623,131.642276422764,123,65.2220834171006,16192,22
"119","Eulor9B:DNA:DNA",26.068,118.490909090909,116.52,25,58.8175994069802,2913,3
"120","Eulor9C:DNA:DNA",24.6373831775701,111.988105352591,90.8785046728972,107,41.2488330950727,9724,3
"121","FAM:Alu:SINE",18.9051738410596,85.9326083684527,156.57636589404,4832,28.2060087942636,756577,9
"122","FLAM_A:Alu:SINE",18.4830557611646,84.0138898234753,117.246113989637,16212,20.4781110508647,1900794,1
"123","FLAM_C:Alu:SINE",15.8386738146504,71.9939718847747,123.925429538164,22757,23.8364071045304,2820171,1
"124","FordPrefect_a:hAT-Tip100:DNA",28.2992907801418,128.633139909736,216.957446808511,282,132.435836735458,61182,123
"125","FordPrefect:hAT-Tip100:DNA",26.2338870431894,119.244941105406,501.777408637874,602,433.268121198085,302070,414
"126","FRAM:Alu:SINE",18.6164991334489,84.6204506065858,137.168919699596,8655,37.4647836172308,1187197,15
"127","GSAT:centr:Satellite",20.0388059701493,91.0854816824966,3575.97014925373,67,5214.07301378057,239590,57
"128","GSATII:centr:Satellite",22.3205263157895,101.456937799043,1044.12105263158,190,1070.19858270919,198383,163
"129","GSATX:centr:Satellite",20.9482142857143,95.2191558441558,1834.30357142857,56,2053.91818832948,102721,46
"130","HAL1-2a_MD:L1:LINE",25.7555107526882,117.07050342131,166.243279569893,1488,53.730315723099,247370,160
"131","HAL1-3A_ME:L1:LINE",24.7113943808533,112.324519912969,114.308012486993,1922,54.6601999437482,219700,86
"132","HAL1:L1:LINE",27.8475721400322,126.579873363783,340.792002343635,27308,306.489766946554,9306348,16208
"133","HAL1b:L1:LINE",27.2376709490261,123.807595222846,255.865312888521,4826,228.584741694224,1234806,2025
"134","HAL1N1_MD:L1:LINE",31.75,144.318181818182,201.5,2,156.270598642227,403,1
"135","Harlequin-int:ERV1:LTR",9.1994495412844,41.8156797331109,1490.63302752294,545,1702.63438756848,812395,434
"136","Helitron1Na_Mam:Helitron:RC",25.6009259259259,116.367845117845,253.175925925926,324,177.351472521774,82029,176
"137","Helitron1Nb_Mam:Helitron:RC",25.382320441989,115.374183827223,233.135359116022,362,200.37726445171,84395,141
"138","Helitron2Na_Mam:Helitron:RC",27.6832568807339,125.832985821518,150.690366972477,436,62.2746087542685,65701,104
"139","Helitron3Na_Mam:Helitron:RC",27.7649012567325,126.204096621511,199.447037701975,1114,117.349484469013,222184,416
"140","HERV-Fc1_LTR1:ERV1:LTR",8.38235294117647,38.1016042780749,348.411764705882,17,8.78250265819353,5923,17
"141","HERV-Fc1_LTR2:ERV1:LTR",4.83333333333333,21.969696969697,427.333333333333,3,4.04145188432738,1282,3
"142","HERV-Fc1_LTR3:ERV1:LTR",5.1,23.1818181818182,472.4,5,7.50333259292163,2362,5
"143","HERV-Fc1-int:ERV1:LTR",6.7,30.4545454545455,3647.14285714286,7,1712.36663019065,25530,6
"144","HERV-Fc2_LTR:ERV1:LTR",15.675,71.25,226.75,4,169.566850140783,907,2
"145","HERV-Fc2-int:ERV1:LTR",11.1666666666667,50.7575757575758,4030.33333333333,3,3184.14153789264,12091,3
"146","HERV1_I-int:ERV1:LTR",19.4857142857143,88.5714285714286,2257.9387755102,49,2635.03617470554,110639,43
"147","HERV1_LTRa:ERV1:LTR",7.59259259259259,34.5117845117845,437.888888888889,27,156.937599881004,11823,24
"148","HERV1_LTRb:ERV1:LTR",8.4,38.1818181818182,461.4,10,110.354177285885,4614,10
"149","HERV1_LTRc:ERV1:LTR",6.42647058823529,29.2112299465241,425.029411764706,34,141.655254861747,14451,30
"150","HERV1_LTRd:ERV1:LTR",9.89375,44.9715909090909,419.9375,16,179.864196455733,6719,12
"151","HERV1_LTRe:ERV1:LTR",19.0096774193548,86.4076246334311,334.709677419355,31,119.285705639412,10376,25
"152","HERV15-int:ERV1:LTR",15.0559139784946,68.435972629521,1698.2688172043,93,1822.17496141159,157939,84
"153","HERV16-int:ERVL:LTR",30.6860489882854,139.482040855843,421.752396166134,1878,363.075990220499,792051,1299
"154","HERV17-int:ERV1:LTR",7.40410490307868,33.6550222867213,994.69897377423,877,1385.75516993982,872351,633
"155","HERV3-int:ERV1:LTR",21.6911764705882,98.596256684492,1369.87581699346,306,1773.590289688,419182,257
"156","HERV30-int:ERV1:LTR",13.2164383561644,60.0747198007472,1788.86301369863,73,1724.23588805035,130587,66
"157","HERV35I-int:ERV1:LTR",18.4039497307002,83.6543169577281,667.614003590664,557,782.149257144075,371861,403
"158","HERV4_I-int:ERV1:LTR",19.6897280966767,89.4987640758034,736.897280966767,331,1016.43384096221,243913,241
"159","HERV9-int:ERV1:LTR",8.50164251207729,38.6438296003513,1761.23574879227,1035,1956.26378551753,1822879,843
"160","HERVE_a-int:ERV1:LTR",12.4494845360825,56.5885660731022,1847.19587628866,194,2396.88065912264,358356,154
"161","HERVE-int:ERV1:LTR",12.7109375,57.7769886363636,2058.640625,256,2192.48558466654,527012,210
"162","HERVFH19-int:ERV1:LTR",14.5888888888889,66.3131313131313,1073,117,1478.99796577231,125541,90
"163","HERVFH21-int:ERV1:LTR",20.0228813559322,91.0130970724191,1281.66949152542,118,1396.08715751165,151237,90
"164","HERVH-int:ERV1:LTR",12.305280081232,55.9330912783274,955.604163140972,5909,1144.75466213609,5646665,5037
"165","HERVH48-int:ERV1:LTR",10.5338983050847,47.8813559322034,1815.72881355932,118,1681.70035371213,214256,102
"166","HERVI-int:ERV1:LTR",23.3333333333333,106.060606060606,2156.29861111111,144,2248.45275807893,310507,129
"167","HERVIP10F-int:ERV1:LTR",21.1659619450317,96.2089179319623,1314.6955602537,473,1562.10906171093,621851,391
"168","HERVIP10FH-int:ERV1:LTR",13.4157121879589,60.9805099452677,724.765051395008,681,954.188553021873,493565,555
"169","HERVK-int:ERVK:LTR",11.2219607843137,51.0089126559715,1911.53333333333,255,2224.88306643688,487441,206
"170","HERVK11-int:ERVK:LTR",8.70680272108843,39.5763760049474,1278.0612244898,294,1359.0351211071,375750,257
"171","HERVK11D-int:ERVK:LTR",5.69782608695652,25.899209486166,1849.26086956522,46,1853.98631703908,85066,43
"172","HERVK13-int:ERVK:LTR",21.4882352941176,97.6737967914438,1207.14705882353,68,1840.50839232806,82086,46
"173","HERVK14-int:ERVK:LTR",10.3873134328358,47.2150610583446,658.659203980099,402,997.074484158512,264781,237
"174","HERVK14C-int:ERVK:LTR",12.2962025316456,55.891829689298,1622.83544303797,79,1687.57224673744,128204,69
"175","HERVK22-int:ERVK:LTR",13.9388758782201,63.3585267191825,1333.79391100702,427,1611.33132622488,569530,332
"176","HERVK3-int:ERVK:LTR",15.0698795180723,68.499452354874,1130.50903614458,332,1331.65167979195,375329,228
"177","HERVK9-int:ERVK:LTR",7.63766816143498,34.7166734610681,1489.47384155456,669,1477.8668844426,996458,589
"178","HERVKC4-int:ERVK:LTR",13.8391304347826,62.905138339921,1542.36956521739,46,1809.78277835516,70949,34
"179","HERVL-int:ERVL:LTR",11.625834797891,52.8447036267774,1662.45474516696,2276,1707.264171778,3783747,1885
"180","HERVL18-int:ERVL:LTR",18.9571955719557,86.1690707816169,749.293357933579,542,1169.07881832998,406117,399
"181","HERVL32-int:ERVL:LTR",25.1460869565217,114.300395256917,621.6,115,644.459610428523,71484,74
"182","HERVL40-int:ERVL:LTR",27.1877380045697,123.580627293499,387.151561309978,1313,430.937071723994,508330,817
"183","HERVL66-int:ERVL:LTR",10.5754716981132,48.0703259005146,769.764150943396,106,758.087852075543,81595,80
"184","HERVL74-int:ERVL:LTR",22.7452420701169,103.387463955077,427.295492487479,599,432.808628448241,255950,362
"185","HERVP71A-int:ERV1:LTR",14.5956175298805,66.3437160449113,1116.32669322709,251,1277.05779228844,280198,199
"186","HERVS71-int:ERV1:LTR",15.2822857142857,69.4649350649351,2166.02285714286,175,2346.55201429595,379054,158
"187","HSAT4:centr:Satellite",20.6636363636364,93.9256198347107,2390.71717171717,99,2646.61180796298,236681,79
"188","HSAT5:Satellite:Satellite",21.3923076923077,97.2377622377622,126.923076923077,260,103.963991047436,33000,15
"189","HSAT6:Satellite:Satellite",15.7117647058824,71.4171122994652,233.235294117647,17,95.6383352870102,3965,12
"190","HSATI:Satellite:Satellite",10.6577777777778,48.4444444444444,442.888888888889,45,177.793703516466,19930,39
"191","HSATII:Satellite:Satellite",11.5611528822055,52.550694919116,712.020050125313,399,712.15072341697,284096,293
"192","HSMAR1:TcMar-Mariner:DNA",10.6650750341064,48.4776137913928,637.798090040928,733,504.056148909204,467506,489
"193","HSMAR2:TcMar-Mariner:DNA",13.288,60.4,614.108732394366,1775,453.705079063616,1090043,1337
"194","HUERS-P1-int:ERV1:LTR",14.3934653465347,65.4248424842484,883.29306930693,505,993.29178227428,446063,388
"195","HUERS-P2-int:ERV1:LTR",18.3984251968504,83.6292054402291,890.814960629921,254,924.180650476954,226267,183
"196","HUERS-P3-int:ERV1:LTR",18.0552777777778,82.0694444444445,829.676388888889,720,1203.95411914219,597367,501
"197","HUERS-P3b-int:ERV1:LTR",14.7268558951965,66.940254069075,917.28384279476,458,1114.14532707712,420116,327
"198","Kanga1:TcMar-Tc2:DNA",23.8411260709914,108.368754868143,223.438188494492,817,181.756082269102,182549,342
"199","Kanga11a:TcMar-Tc2:DNA",26.0980790960452,118.627632254751,207.949152542373,885,189.870546253726,184035,306
"200","Kanga1a:TcMar-Tc2:DNA",23.9258293838863,108.753769926756,255.228672985782,844,194.657087747497,215413,410
"201","Kanga1b:TcMar-Tc2:DNA",24.5372340425532,111.532882011605,257.406914893617,376,200.332342151877,96785,171
"202","Kanga1c:TcMar-Tc2:DNA",23.5591293833132,107.086951742333,187.79322853688,827,173.834004348669,155305,241
"203","Kanga1d:TcMar-Tc2:DNA",22.7388888888889,103.358585858586,190.460960960961,666,151.984414935993,126847,194
"204","Kanga2_a:TcMar-Tc2:DNA",24.8977228366949,113.171467439522,269.57970071568,1537,194.821376666989,414344,802
"205","L1HS:L1:LINE",1.71560880829016,7.79822185586434,2181.64961139896,1544,2226.17479721695,3368467,1359
"206","L1M:L1:LINE",21.7744979919679,98.9749908725812,107.7640562249,996,56.9248429240035,107333,42
"207","L1M1:L1:LINE",17.0405725671141,77.4571480323368,912.692323825509,9536,1019.53066611981,8703434,6988
"208","L1M2:L1:LINE",19.6666411294736,89.393823315789,567.229615847654,9137,686.73709161337,5182777,5914
"209","L1M2a:L1:LINE",21.9413857677903,99.7335716717739,900.250936329588,534,1018.25916484041,480734,411
"210","L1M2a1:L1:LINE",19.0991935483871,86.8145161290323,991.217741935484,124,905.309681197355,122911,101
"211","L1M2b:L1:LINE",23.7229166666667,107.831439393939,676.7125,240,618.764794548626,162411,173
"212","L1M2c:L1:LINE",21.6125,98.2386363636364,824.731481481481,432,943.479536284241,356284,321
"213","L1M3:L1:LINE",18.866102189781,85.7550099535501,344.86496350365,6850,368.968944190542,2362325,3642
"214","L1M3a:L1:LINE",28.3915227629513,129.052376195233,496.029827315541,637,478.645327709217,315971,431
"215","L1M3b:L1:LINE",26.5208258527828,120.54920842174,733.157989228007,557,729.899909489108,408369,441
"216","L1M3c:L1:LINE",25.1092643051771,114.133019568987,567.89464123524,1101,611.143791872244,625252,807
"217","L1M3d:L1:LINE",27.1831168831169,123.559622195986,558.858998144712,539,648.061276997193,301225,378
"218","L1M3de:L1:LINE",26.8638528138528,122.108421881149,632.095238095238,462,728.360968364985,292028,295
"219","L1M3e:L1:LINE",23.0101234567901,104.591470258137,637.933333333333,810,688.094154450806,516726,595
"220","L1M3f:L1:LINE",19.1730769230769,87.1503496503497,825.306267806268,702,810.13861299001,579365,546
"221","L1M4:L1:LINE",21.8007101884731,99.0941372203323,376.199180551761,18305,406.753670948629,6886326,10430
"222","L1M4b:L1:LINE",23.5713192531374,107.142360241534,485.573002754821,6534,521.959469540407,3172734,4205
"223","L1M4c:L1:LINE",22.0061399256746,100.027908753066,572.391339473259,6189,587.806760493559,3542530,4385
"224","L1M5:L1:LINE",27.5911392798335,125.414269453789,266.579799297855,64374,230.517162695985,17160808,32250
"225","L1M6:L1:LINE",29.2639529821506,133.017968100685,292.659265708896,6891,235.245526542959,2016715,3810
"226","L1M7:L1:LINE",28.1132212630622,127.787369377556,342.431167651068,4402,283.33254246002,1507382,2669
"227","L1MA1:L1:LINE",11.2619675925926,51.1907617845118,988.435648148145,4320,1296.74882502012,4270042,3178
"228","L1MA10:L1:LINE",19.9490107737512,90.6773216988692,341.066405484819,5105,440.428505118362,1741144,2160
"229","L1MA2:L1:LINE",12.2461937716263,55.6645171437559,967.25951557093,7514,1213.1636995251,7267988,5545
"230","L1MA3:L1:LINE",12.9494353410097,58.8610697318625,951.79882639504,9032,1176.74236183802,8596647,6436
"231","L1MA4:L1:LINE",16.5601213568089,75.273278894586,617.667760867402,10053,773.625275108973,6209414,7107
"232","L1MA4A:L1:LINE",16.1301829753381,73.3190135242641,820.422911694511,6285,982.624241046925,5156358,4625
"233","L1MA5:L1:LINE",16.0154446177847,72.7974755353851,635.69957655449,4487,813.24171646302,2852384,3094
"234","L1MA5A:L1:LINE",14.0077170418006,63.6714410990938,527.612686349021,3421,691.091937039746,1804963,2238
"235","L1MA6:L1:LINE",16.9950256035113,77.250116379597,598.709400146305,5468,715.38687177,3273743,3734
"236","L1MA7:L1:LINE",16.8880941393632,76.7640642698326,472.663013382558,8668,585.866708002463,4097043,5268
"237","L1MA8:L1:LINE",16.2320214190094,73.7819155409517,494.568139223562,11205,610.18278665767,5541636,6994
"238","L1MA9:L1:LINE",18.2916840785625,83.1440185389203,472.889558832309,16751,585.366670732972,7921373,10262
"239","L1MB1:L1:LINE",18.0158872517617,81.8903965989168,520.777706598335,6244,602.946780430509,3251736,4134
"240","L1MB2:L1:LINE",18.0351060323041,81.9777546922916,401.198439731896,9101,441.487383815094,3651307,5513
"241","L1MB3:L1:LINE",17.083131766874,77.6505989403363,396.530407740152,17364,434.954477513184,6885354,10807
"242","L1MB4:L1:LINE",18.2148283654363,82.7946743883471,396.052189820295,9293,427.373625087663,3680513,5412
"243","L1MB5:L1:LINE",19.1725053186101,87.1477514482276,401.446864552731,9871,412.747719346552,3962682,6261
"244","L1MB7:L1:LINE",19.0017159610244,86.3714361864746,446.426403380187,23194,461.73621869639,10354414,15011
"245","L1MB8:L1:LINE",19.0154077459707,86.4336715725939,427.513771950925,16628,449.45780597385,7108699,10437
"246","L1MC:L1:LINE",24.8382416847735,112.901098567152,252.225472171152,11966,259.549299433227,3018130,5130
"247","L1MC1:L1:LINE",16.4209789145163,74.6408132478011,589.44667732359,13137,625.066667022813,7743561,9506
"248","L1MC2:L1:LINE",17.9938664596273,81.7903020892151,507.792080745339,6440,519.28639624854,3270181,4368
"249","L1MC3:L1:LINE",20.3142515685689,92.3375071298585,536.932402151179,13388,548.208837529437,7188451,9382
"250","L1MC4:L1:LINE",25.107607888161,114.125490400732,320.241946376713,29614,289.864466414597,9483645,16492
"251","L1MC4a:L1:LINE",26.46589426646,120.299519393,321.766189772603,27749,289.292758829781,8928690,16399
"252","L1MC5:L1:LINE",24.4469628634488,111.122558470222,261.750455810383,20842,217.321591006946,5455403,10166
"253","L1MCa:L1:LINE",20.9727654547841,95.3307520672004,547.055912849455,7619,567.088549264482,4168019,5207
"254","L1MCb:L1:LINE",24.6867227676484,112.212376216584,522.964001870033,2139,460.477023286515,1118620,1601
"255","L1MCc:L1:LINE",27.4709309133489,124.86786778795,424.778103044496,3416,406.480855317937,1451042,2311
"256","L1MD:L1:LINE",23.7144730891,107.793059495909,305.54262777024,8844,295.948481823102,2702219,4605
"257","L1MD1:L1:LINE",19.2340192833501,87.4273603788642,589.655777809757,6949,633.413333805198,4097518,4839
"258","L1MD2:L1:LINE",21.6387723877239,98.3580563078358,458.131311313112,11111,476.339291996389,5090297,7249
"259","L1MD3:L1:LINE",21.0269607843137,95.5770944741533,338.615950226244,5304,380.637356334926,1796019,2909
"260","L1MDa:L1:LINE",22.2533031177036,101.151377807744,546.28855926384,7281,551.705918928151,3977527,5086
"261","L1MDb:L1:LINE",24.8928044280443,113.149111036565,443.158671586716,1084,431.611341005609,480384,728
"262","L1ME1:L1:LINE",23.8290666162476,108.313939164762,479.666067939751,31734,470.462788049261,15221723,22011
"263","L1ME2:L1:LINE",24.5244774054719,111.474897297599,435.078619735628,13012,438.486589146257,5661243,8636
"264","L1ME2z:L1:LINE",22.5954758800522,102.706708545692,321.712125162973,7670,350.68169783665,2467532,3774
"265","L1ME3:L1:LINE",24.3769247128881,110.804203240401,357.821139940451,9404,354.717193660225,3364950,5609
"266","L1ME3A:L1:LINE",24.8386727973158,112.903058169617,371.620666086739,16094,349.053926467076,5980863,9906
"267","L1ME3B:L1:LINE",26.1228358561968,118.740162982713,349.27719962157,8456,332.214211358801,2953488,5021
"268","L1ME3C:L1:LINE",27.5376894390225,125.17131563192,323.158692374832,12603,273.173356385445,4072769,7668
"269","L1ME3D:L1:LINE",26.7193548387097,121.451612903226,367.434057493965,4557,325.612239372149,1674397,2886
"270","L1ME3E:L1:LINE",26.9886725663717,122.675784392599,348.488888888889,5085,306.37896171088,1772066,3109
"271","L1ME3F:L1:LINE",26.613280776228,120.969458073764,330.717606630281,4947,302.223959964527,1636060,2851
"272","L1ME4a:L1:LINE",27.1228660652325,123.285754841966,223.025306500115,43230,165.999822764653,9641384,18639
"273","L1ME5:L1:LINE",27.6256380510441,125.5710820502,306.328596287703,3448,262.017635441571,1056221,1904
"274","L1MEa:L1:LINE",27.2843915343915,124.019961519962,355.119047619048,378,323.902642980255,134235,221
"275","L1MEb:L1:LINE",27.2446948873007,123.839522215003,351.192963166575,1819,287.629367526626,638820,1108
"276","L1MEc:L1:LINE",24.7721574886938,112.600715857699,477.476562915668,18795,454.812397279892,8974172,12911
"277","L1MEd:L1:LINE",29.1239642491388,132.381655677904,314.49818452658,10741,258.098036390625,3378025,6290
"278","L1MEe:L1:LINE",27.8306427252895,126.502921478589,357.157660681322,11918,322.491941774502,4256605,7560
"279","L1MEf:L1:LINE",26.1548619868292,118.885736303769,471.963920414741,14274,458.665312480274,6736813,9640
"280","L1MEg:L1:LINE",27.3291940199702,124.223609181683,385.810448502234,18127,351.414501186426,6993586,11471
"281","L1MEg1:L1:LINE",28.3337606837607,128.789821289821,316.772435897436,936,261.513780229843,296499,535
"282","L1MEg2:L1:LINE",28.4145939086294,129.157245039225,324.068527918782,788,276.128610026353,255366,468
"283","L1P:L1:LINE",9.65534591194969,43.8879359634077,90.5471698113208,159,170.613846994443,14397,3
"284","L1P1:L1:LINE",7.18562778840026,32.6619444927284,866.231038878268,3138,1045.20840077515,2718233,2317
"285","L1P2:L1:LINE",8.06456436931079,36.6571107695945,1407.93498049415,1538,1501.02400386566,2165404,1135
"286","L1P3:L1:LINE",10.223345049795,46.4697502263407,763.457820738137,3414,1020.33476226219,2606445,2335
"287","L1P3b:L1:LINE",15.209756097561,69.1352549889135,579.378048780488,82,577.984164853015,47509,57
"288","L1P4:L1:LINE",14.9793999464238,68.0881815746536,438.31127779266,3733,453.212682238367,1636216,2257
"289","L1P4a:L1:LINE",19.0872665534805,86.7603025158203,1088.58743633277,589,1103.78215028332,641178,480
"290","L1P4b:L1:LINE",24.2625,110.284090909091,954.421052631579,152,802.862993980617,145072,127
"291","L1P4c:L1:LINE",24.5688888888889,111.676767676768,441.533333333333,45,551.589339998517,19869,29
"292","L1P4d:L1:LINE",21.931875,99.6903409090909,869.9875,160,887.26819800367,139198,123
"293","L1P4e:L1:LINE",21.1741293532338,96.2460425146992,734.771144278607,201,669.854564337054,147689,156
"294","L1P5:L1:LINE",13.3123563218391,60.510710553814,172.443965517241,696,175.823529148921,120021,206
"295","L1PA10:L1:LINE",10.2697324414716,46.680602006689,939.741638795981,7176,1174.53721576597,6743586,5609
"296","L1PA11:L1:LINE",10.7196223709369,48.7255562315314,971.787045889103,4184,1194.63105585457,4065957,3279
"297","L1PA12:L1:LINE",13.1345873104997,59.7026695931806,842.196518809658,1781,982.047489989469,1499952,1374
"298","L1PA13:L1:LINE",11.6573518090839,52.9879627685632,835.058286594084,9093,1017.73941197175,7593185,7332
"299","L1PA14:L1:LINE",11.7991530944625,53.6325140657388,945.198045602605,3070,1099.7156253742,2901758,2459
"300","L1PA15-16:L1:LINE",19.7053191489362,89.5696324951644,1046.43191489362,1410,1063.63887235777,1475469,1137
"301","L1PA15:L1:LINE",14.3787685020722,65.3580386457829,944.235168738896,8445,1100.57367695137,7974066,6719
"302","L1PA16:L1:LINE",14.2945413137855,64.9751877899341,789.067254999645,14051,905.705308512599,11087184,10981
"303","L1PA17:L1:LINE",16.6304562268804,75.5929828494563,653.543156596793,4866,857.121561093098,3180141,3410
"304","L1PA2:L1:LINE",2.33142159853569,10.597370902435,1961.51637177141,4917,2305.43325972344,9644776,3973
"305","L1PA3:L1:LINE",3.39209957726632,15.4186344421196,1803.59126350399,10645,2016.57730096454,19199229,9005
"306","L1PA4:L1:LINE",4.30605653888097,19.5729842676407,1573.50448787854,11921,1925.15055726082,18757747,9646
"307","L1PA5:L1:LINE",5.47495149056271,24.8861431389214,1417.39460222262,11338,1797.76471482833,16070420,9033
"308","L1PA6:L1:LINE",7.02258658189727,31.9208480995331,1878.75757068764,5977,2102.5593241252,11229334,4839
"309","L1PA7:L1:LINE",7.82527792685732,35.5694451220787,1518.52426588975,13043,1740.43829025684,19806112,11579
"310","L1PA8:L1:LINE",8.63523622047244,39.2510737294202,845.98302165354,8128,1228.88221903624,6876150,6073
"311","L1PA8A:L1:LINE",10.6364257028112,48.3473895582329,1284.85702811245,2490,1522.75135879893,3199294,2012
"312","L1PB:L1:LINE",13.1205965109736,59.6390750498798,519.020821609454,1777,541.122797418512,922300,1122
"313","L1PB1:L1:LINE",10.6828764078245,48.5585291264752,972.665752815648,13496,1277.45420448275,13127097,10400
"314","L1PB2:L1:LINE",11.7963712491277,53.6198693142168,800.885903698533,2866,1044.25989284336,2295339,2153
"315","L1PB3:L1:LINE",14.716625241646,66.8937510983907,779.239712786522,3621,989.065856218013,2821627,2730
"316","L1PB4:L1:LINE",17.2653574757023,78.4788976168287,544.612568233257,7511,715.761025679636,4090585,4949
"317","L1PBa:L1:LINE",14.8267489711934,67.3943135054246,1177.66392318244,2187,1157.72425953189,2575551,1698
"318","L1PBa1:L1:LINE",12.0036945812808,54.5622480967309,1413.84729064039,406,1301.10048437829,574022,335
"319","L1PBb:L1:LINE",20.1314393939394,91.5065426997245,1222.88257575758,264,1213.94291645451,322841,209
"320","L1PREC2:L1:LINE",12.7121169739352,57.7823498815234,795.662937062943,7865,984.802855123595,6257889,5800
"321","L2:L2:LINE",31.7382847582988,144.26493071954,272.97721229198,56785,230.277732722187,15501011,29044
"322","L2a:L2:LINE",28.3583576906888,128.901625866767,250.813362250382,171064,258.562332457824,42905137,68839
"323","L2b:L2:LINE",30.9625183793498,140.738719906135,188.246344551546,97936,173.993763365273,18436094,29852
"324","L2c:L2:LINE",31.0503807241935,141.13809420088,200.361023227377,140653,166.965651511103,28181379,50956
