"","mark","family.group","functional.group","family.cluster","no.subfamilies.FG","subfamily.count_200bp.FG","intersect.count_200bp.FG","uniqueID.FG","pvalue","mean.value","sd.value","log2FC","perC"
"1","E003-DNase","G1","PG1","MER9a",1,28,1,"E003-DNase G1 PG1 MER9a",1.78,1.81,1.20348819619631,-0.490570130446201,0.0357142857142857
"2","E003-DNase","G1","PG2","MER9a",7,516,14,"E003-DNase G1 PG2 MER9a",2,27.66,4.45906182097,-0.934076108878902,0.0271317829457364
"3","E003-DNase","G1","PG3","MER9a",6,601,16,"E003-DNase G1 PG3 MER9a",2,33.03,5.22514317623175,-1.00127240493994,0.0266222961730449
"4","E003-DNase","G10","PG1","LTR14",2,85,0,"E003-DNase G10 PG1 LTR14",2,7.28,2.59011329263545,-3.0496307677246,0
"5","E003-DNase","G10","PG2","LTR14",2,120,8,"E003-DNase G10 PG2 LTR14",0.72,6.96,2.71144227154465,0.177156570673388,0.0666666666666667
"6","E003-DNase","G11","PG1","LTR14A",3,34,4,"E003-DNase G11 PG1 LTR14A",0.36,2.33,1.45681956066056,0.586405917590825,0.117647058823529
"7","E003-DNase","G11","PG2","LTR14A",6,258,28,"E003-DNase G11 PG2 LTR14A",0,13.25,3.30097934656742,1.02509098096283,0.108527131782946
"8","E003-DNase","G11","PG3","LTR14A",2,89,7,"E003-DNase G11 PG3 LTR14A",0.22,4.17,1.974867339874,0.62983571945979,0.0786516853932584
"9","E003-DNase","G12","PG1","LTR17",4,237,14,"E003-DNase G12 PG1 LTR17",1.32,15.5,3.8520622838142,-0.137503523749935,0.0590717299578059
"10","E003-DNase","G12","PG2","LTR17",2,76,7,"E003-DNase G12 PG2 LTR17",0.36,4.28,2.00544712765462,0.599462070416271,0.0921052631578947
"11","E003-DNase","G12","PG3","LTR17",7,448,52,"E003-DNase G12 PG3 LTR17",0,24.16,4.60504773552508,1.07486043745863,0.116071428571429
"12","E003-DNase","G13","PG1","LTR22",3,137,23,"E003-DNase G13 PG1 LTR22",0,6.87,2.77308492477241,1.60859886498839,0.167883211678832
"13","E003-DNase","G13","PG2","LTR22",2,25,5,"E003-DNase G13 PG2 LTR22",0,0.84,0.872937685072767,1.70525673443887,0.2
"14","E003-DNase","G13","PG3","LTR22",7,182,17,"E003-DNase G13 PG3 LTR22",0,7.64,2.67241804024336,1.05889368905357,0.0934065934065934
"15","E003-DNase","G13","PG4","LTR22",12,170,50,"E003-DNase G13 PG4 LTR22",0,7.34,2.26175939382498,2.61237795830156,0.294117647058824
"16","E003-DNase","G13","PG5","LTR22",1,88,7,"E003-DNase G13 PG5 LTR22",0.36,4.75,1.94559850312276,0.476438043942987,0.0795454545454545
"17","E003-DNase","G13","PG6","LTR22",7,142,20,"E003-DNase G13 PG6 LTR22",0,5.23,2.20126226414654,1.75308525952948,0.140845070422535
"18","E003-DNase","G14","PG1","LTR15",1,30,0,"E003-DNase G14 PG1 LTR15",2,1.95,1.13150476371204,-1.56071495447448,0
"19","E003-DNase","G14","PG2","LTR15",2,31,3,"E003-DNase G14 PG2 LTR15",1.04,2.61,1.43474208430813,0.148001162887554,0.0967741935483871
"20","E003-DNase","G14","PG3","LTR15",2,31,3,"E003-DNase G14 PG3 LTR15",0.44,1.45,1.26630776414557,0.707218250772154,0.0967741935483871
"21","E003-DNase","G14","PG4","LTR15",4,206,4,"E003-DNase G14 PG4 LTR15",2,12.5,3.40676688460784,-1.43295940727611,0.0194174757281553
"22","E003-DNase","G15","PG1","LTR61",3,72,9,"E003-DNase G15 PG1 LTR61",0.2,5.35,2.52812462932786,0.655171503002559,0.125
"23","E003-DNase","G15","PG2","LTR61",2,49,3,"E003-DNase G15 PG2 LTR61",1.46,3.68,1.81953485009413,-0.22650852980868,0.0612244897959184
"24","E003-DNase","G16","PG1","LTR66",3,178,4,"E003-DNase G16 PG1 LTR66",2,12.08,3.14202533922361,-1.387362540836,0.0224719101123595
"25","E003-DNase","G17","PG1","LTR4",3,40,8,"E003-DNase G17 PG1 LTR4",0,2.55,1.52669842497072,1.34210597682499,0.2
"26","E003-DNase","G17","PG2","LTR4",1,108,14,"E003-DNase G17 PG2 LTR4",0.06,7.2,2.71917991202116,0.871266685877797,0.12962962962963
"27","E003-DNase","G17","PG3","LTR4",4,77,12,"E003-DNase G17 PG3 LTR4",0.02,4.54,2.11497785168812,1.23055374186663,0.155844155844156
"28","E003-DNase","G18","PG1","LTR25",27,780,160,"E003-DNase G18 PG1 LTR25",0,24.64,5.23878311107155,2.6505925212706,0.205128205128205
"29","E003-DNase","G18","PG2","LTR25",4,415,100,"E003-DNase G18 PG2 LTR25",0,12.89,3.34209454677691,2.86223678854513,0.240963855421687
"30","E003-DNase","G18","PG3","LTR25",7,212,33,"E003-DNase G18 PG3 LTR25",0,7.59,2.51096584902095,1.9848047098866,0.155660377358491
"31","E003-DNase","G18","PG4","LTR25",4,109,13,"E003-DNase G18 PG4 LTR25",0,4.35,1.90361166568641,1.38781603054382,0.119266055045872
"32","E003-DNase","G18","PG5","LTR25",4,197,27,"E003-DNase G18 PG5 LTR25",0,8.48,2.79422203263749,1.56246786293407,0.137055837563452
"33","E003-DNase","G18","PG6","LTR25",5,112,10,"E003-DNase G18 PG6 LTR25",0.24,6.58,2.66734839770651,0.53723377024093,0.0892857142857143
"34","E003-DNase","G18","PG7","LTR25",8,178,13,"E003-DNase G18 PG7 LTR25",0.38,9.2,3.01511344577764,0.456857674973471,0.0730337078651685
"35","E003-DNase","G19","PG1","MER11D",2,72,6,"E003-DNase G19 PG1 MER11D",0.36,3.93,2.11896201004171,0.505767275454417,0.0833333333333333
"36","E003-DNase","G19","PG2","MER11D",1,158,6,"E003-DNase G19 PG2 MER11D",1.96,11.61,3.09086304184355,-0.849141448495891,0.0379746835443038
"37","E003-DNase","G2","PG1","LTR5",3,91,2,"E003-DNase G2 PG1 LTR5",2,11.29,3.30379335083938,-2.03445050987678,0.021978021978022
"38","E003-DNase","G2","PG2","LTR5",4,102,25,"E003-DNase G2 PG2 LTR5",0,14.27,3.02466293305318,0.767811561118965,0.245098039215686
"39","E003-DNase","G2","PG3","LTR5",1,68,1,"E003-DNase G2 PG3 LTR5",2,7.93,2.51562792129199,-2.1586601753465,0.0147058823529412
"40","E003-DNase","G2","PG4","LTR5",7,282,1,"E003-DNase G2 PG4 LTR5",2,31.88,4.3258209940689,-4.03913839390696,0.00354609929078014
"41","E003-DNase","G2","PG5","LTR5",13,360,92,"E003-DNase G2 PG5 LTR5",0,39.96,5.60108214652501,1.18301500088276,0.255555555555556
"42","E003-DNase","G2","PG6","LTR5",1,258,24,"E003-DNase G2 PG6 LTR5",1.9,31.21,4.78696673322998,-0.365580565833365,0.0930232558139535
"43","E003-DNase","G3","PG1","LTR6",6,71,17,"E003-DNase G3 PG1 LTR6",0,3.24,1.67645609859162,2.08586073665384,0.23943661971831
"44","E003-DNase","G3","PG2","LTR6",2,26,14,"E003-DNase G3 PG2 LTR6",0,0.98,0.909878446760218,2.92139016530363,0.538461538461538
"45","E003-DNase","G3","PG3","LTR6",1,54,2,"E003-DNase G3 PG3 LTR6",1.96,5.04,2.03960780543711,-1.0095860488292,0.037037037037037
"46","E003-DNase","G3","PG4","LTR6",3,138,5,"E003-DNase G3 PG4 LTR6",1.98,9.48,2.57603563561524,-0.80460431104157,0.036231884057971
"47","E003-DNase","G4","PG1","LTR2",13,758,42,"E003-DNase G4 PG1 LTR2",0.7,39.57,5.31674503599503,0.0839233572705497,0.0554089709762533
"48","E003-DNase","G4","PG2","LTR2",2,51,3,"E003-DNase G4 PG2 LTR2",0.8,2.19,1.51554237382816,0.326443576009855,0.0588235294117647
"49","E003-DNase","G4","PG3","LTR2",4,138,14,"E003-DNase G4 PG3 LTR2",0.3,10.57,3.13421973277773,0.374573636275753,0.101449275362319
"50","E003-DNase","G4","PG4","LTR2",5,272,8,"E003-DNase G4 PG4 LTR2",2,21.05,4.12279938239478,-1.29278174922785,0.0294117647058824
"51","E003-DNase","G5","PG1","MER11A",10,682,14,"E003-DNase G5 PG1 MER11A",2,59.3,6.18649555667239,-2.0071955014042,0.0205278592375367
"52","E003-DNase","G5","PG2","MER11A",8,165,45,"E003-DNase G5 PG2 MER11A",0,18.06,3.59803537862798,1.2710857419218,0.272727272727273
"53","E003-DNase","G5","PG3","MER11A",13,247,105,"E003-DNase G5 PG3 MER11A",0,20.3,3.95556123027626,2.31513892922472,0.425101214574899
"54","E003-DNase","G5","PG4","MER11A",32,986,121,"E003-DNase G5 PG4 MER11A",0.02,94.24,9.77537619726115,0.357241622067277,0.122718052738337
"55","E003-DNase","G6","PG1","LTR7",2,60,6,"E003-DNase G6 PG1 LTR7",0.08,2.96,1.594941498563,0.821854491752719,0.1
"56","E003-DNase","G6","PG10","LTR7",2,143,25,"E003-DNase G6 PG10 LTR7",0,6.15,2.45926407650333,1.86249647625007,0.174825174825175
"57","E003-DNase","G6","PG11","LTR7",1,84,3,"E003-DNase G6 PG11 LTR7",1.46,3.92,2.05323100886324,-0.298658315564515,0.0357142857142857
"58","E003-DNase","G6","PG12","LTR7",4,620,225,"E003-DNase G6 PG12 LTR7",0,25.46,4.73418686286518,3.09443780591124,0.362903225806452
"59","E003-DNase","G6","PG2","LTR7",3,501,14,"E003-DNase G6 PG2 LTR7",2,29.34,4.99943431143399,-1.01625858486379,0.0279441117764471
"60","E003-DNase","G6","PG3","LTR7",3,133,1,"E003-DNase G6 PG3 LTR7",2,7.06,2.44461891021108,-2.01077983875324,0.0075187969924812
"61","E003-DNase","G6","PG4","LTR7",1,28,2,"E003-DNase G6 PG4 LTR7",0.86,1.48,1.20168232242985,0.274622380109006,0.0714285714285714
"62","E003-DNase","G6","PG5","LTR7",2,24,1,"E003-DNase G6 PG5 LTR7",1.86,2.14,1.26347284749758,-0.650764559116902,0.0416666666666667
"63","E003-DNase","G6","PG6","LTR7",2,35,3,"E003-DNase G6 PG6 LTR7",0.68,2.16,1.42644574896751,0.340075441597622,0.0857142857142857
"64","E003-DNase","G6","PG7","LTR7",1,47,1,"E003-DNase G6 PG7 LTR7",1.8,2.47,1.52059929706094,-0.794935662803536,0.0212765957446809
"65","E003-DNase","G6","PG8","LTR7",5,134,16,"E003-DNase G6 PG8 LTR7",0,5.98,2.40361680335567,1.28423580481541,0.119402985074627
"66","E003-DNase","G6","PG9","LTR7",10,1565,324,"E003-DNase G6 PG9 LTR7",0,60.78,7.76755749865744,2.3952279420629,0.20702875399361
"67","E003-DNase","G8","PG1","LTR13",3,152,14,"E003-DNase G8 PG1 LTR13",1.96,20.41,4.42009872370208,-0.513322295002266,0.0921052631578947
"68","E003-DNase","G8","PG2","LTR13",5,106,65,"E003-DNase G8 PG2 LTR13",0,13.09,3.1369257291659,2.22779441282354,0.613207547169811
"69","E003-DNase","G8","PG3","LTR13",9,360,188,"E003-DNase G8 PG3 LTR13",0,45,6.03859639855542,2.03868046816406,0.522222222222222
"70","E003-DNase","G9","PG1","LTR23",2,332,34,"E003-DNase G9 PG1 LTR23",0,14.67,3.69836163562716,1.15934974224711,0.102409638554217
"71","E003-DNase","G9","PG2","LTR23",1,353,31,"E003-DNase G9 PG2 LTR23",0,16.12,4.07574743718464,0.902389203373578,0.0878186968838527
"72","E003-DNase","G9","PG3","LTR23",3,80,1,"E003-DNase G9 PG3 LTR23",2,7.49,2.76885638063184,-2.08576455377831,0.0125
"73","E003-DNase","G9","PG4","LTR23",1,31,0,"E003-DNase G9 PG4 LTR23",2,0.84,0.884433277428106,-0.879705766282288,0
"74","E003-DNase","G9","PG5","LTR23",1,58,5,"E003-DNase G9 PG5 LTR23",0.22,2.35,1.63531110931297,0.840801405150746,0.0862068965517241
"75","E003-DNase","G9","PG6","LTR23",2,199,21,"E003-DNase G9 PG6 LTR23",0,9.47,3.08287875436927,1.07124208148121,0.105527638190955
"76","E003-DNase",NA,NA,NA,72,1848,188,"E003-DNase NA NA NA",0,65.22,6.59748957459341,1.5130473185988,0.101731601731602
"77","E003-H2A.Z","G1","PG1","MER9a",1,28,2,"E003-H2A.Z G1 PG1 MER9a",0.78,1.38,1.13511446492627,0.334000927187937,0.0714285714285714
"78","E003-H2A.Z","G1","PG2","MER9a",7,516,25,"E003-H2A.Z G1 PG2 MER9a",1,24.8,4.82836735482413,0.0111405576052004,0.0484496124031008
"79","E003-H2A.Z","G1","PG3","MER9a",6,601,25,"E003-H2A.Z G1 PG3 MER9a",1.7,30.8,5.29722626103568,-0.290515142255901,0.0415973377703827
"80","E003-H2A.Z","G10","PG1","LTR14",2,85,5,"E003-H2A.Z G10 PG1 LTR14",1.24,5.37,2.26815904524913,-0.0863308717604196,0.0588235294117647
"81","E003-H2A.Z","G10","PG2","LTR14",2,120,19,"E003-H2A.Z G10 PG2 LTR14",0,6.82,3.00968134827955,1.35475948735473,0.158333333333333
"82","E003-H2A.Z","G11","PG1","LTR14A",3,34,5,"E003-H2A.Z G11 PG1 LTR14A",0.1,1.98,1.38520319043376,1.00965017003372,0.147058823529412
"83","E003-H2A.Z","G11","PG2","LTR14A",6,258,19,"E003-H2A.Z G11 PG2 LTR14A",0.1,12.27,3.42260754750562,0.591831629291894,0.0736434108527132
"84","E003-H2A.Z","G11","PG3","LTR14A",2,89,8,"E003-H2A.Z G11 PG3 LTR14A",0.04,3.63,1.85131675770888,0.958912807956801,0.0898876404494382
"85","E003-H2A.Z","G12","PG1","LTR17",4,237,48,"E003-H2A.Z G12 PG1 LTR17",0,13.66,3.71516140193454,1.74089664575612,0.20253164556962
"86","E003-H2A.Z","G12","PG2","LTR17",2,76,9,"E003-H2A.Z G12 PG2 LTR17",0,3.83,1.62091756032617,1.04990490582631,0.118421052631579
"87","E003-H2A.Z","G12","PG3","LTR17",7,448,49,"E003-H2A.Z G12 PG3 LTR17",0,23.88,5.58367027477212,1.00694160941885,0.109375
"88","E003-H2A.Z","G13","PG1","LTR22",3,137,12,"E003-H2A.Z G13 PG1 LTR22",0,5.35,2.0859075005882,1.03368312625629,0.0875912408759124
"89","E003-H2A.Z","G13","PG2","LTR22",2,25,2,"E003-H2A.Z G13 PG2 LTR22",0.36,0.77,0.81470078785857,0.761213140412883,0.08
"90","E003-H2A.Z","G13","PG3","LTR22",7,182,15,"E003-H2A.Z G13 PG3 LTR22",0.02,7.12,3.19494550308402,0.978520272589548,0.0824175824175824
"91","E003-H2A.Z","G13","PG4","LTR22",12,170,12,"E003-H2A.Z G13 PG4 LTR22",0.06,7.32,2.44073179951664,0.643856189774725,0.0705882352941176
"92","E003-H2A.Z","G13","PG5","LTR22",1,88,5,"E003-H2A.Z G13 PG5 LTR22",1.04,4.91,2.09422003995702,0.0218043703183483,0.0568181818181818
"93","E003-H2A.Z","G13","PG6","LTR22",7,142,7,"E003-H2A.Z G13 PG6 LTR22",0.42,4.93,2.0560578146963,0.431967895228721,0.0492957746478873
"94","E003-H2A.Z","G14","PG1","LTR15",1,30,2,"E003-H2A.Z G14 PG1 LTR15",1.1,1.81,1.30805584781771,0.0943923702749546,0.0666666666666667
"95","E003-H2A.Z","G14","PG2","LTR15",2,31,1,"E003-H2A.Z G14 PG2 LTR15",1.82,2.2,1.46335714759389,-0.678071905112638,0.032258064516129
"96","E003-H2A.Z","G14","PG3","LTR15",2,31,2,"E003-H2A.Z G14 PG3 LTR15",0.66,1.18,0.946871510061242,0.460634365718955,0.0645161290322581
"97","E003-H2A.Z","G14","PG4","LTR15",4,206,6,"E003-H2A.Z G14 PG4 LTR15",1.84,10.5,3.48879881502462,-0.716207033999409,0.029126213592233
"98","E003-H2A.Z","G15","PG1","LTR61",3,72,1,"E003-H2A.Z G15 PG1 LTR61",1.94,4.03,2.12467466315256,-1.3305584000308,0.0138888888888889
"99","E003-H2A.Z","G15","PG2","LTR61",2,49,2,"E003-H2A.Z G15 PG2 LTR61",1.5,2.5,1.56669890360128,-0.222392421336448,0.0408163265306122
"100","E003-H2A.Z","G16","PG1","LTR66",3,178,10,"E003-H2A.Z G16 PG1 LTR66",1.08,10.04,3.07127453555153,-0.00523664836614696,0.0561797752808989
"101","E003-H2A.Z","G17","PG1","LTR4",3,40,1,"E003-H2A.Z G17 PG1 LTR4",1.86,2.54,1.43843349136862,-0.823749360308273,0.025
"102","E003-H2A.Z","G17","PG2","LTR4",1,108,15,"E003-H2A.Z G17 PG2 LTR4",0,5.94,2.34335510141189,1.20506433719646,0.138888888888889
"103","E003-H2A.Z","G17","PG3","LTR4",4,77,6,"E003-H2A.Z G17 PG3 LTR4",0.58,4.38,2.02399744480216,0.379748749275705,0.0779220779220779
"104","E003-H2A.Z","G18","PG1","LTR25",27,780,152,"E003-H2A.Z G18 PG1 LTR25",0,23.66,4.95682368156272,2.63328694806454,0.194871794871795
"105","E003-H2A.Z","G18","PG2","LTR25",4,415,94,"E003-H2A.Z G18 PG2 LTR25",0,12.17,3.40544721102394,2.85067216784916,0.226506024096386
"106","E003-H2A.Z","G18","PG3","LTR25",7,212,47,"E003-H2A.Z G18 PG3 LTR25",0,7.23,2.56178205020007,2.54407007007425,0.221698113207547
"107","E003-H2A.Z","G18","PG4","LTR25",4,109,19,"E003-H2A.Z G18 PG4 LTR25",0,3.79,1.90848715801895,2.06190243892591,0.174311926605505
"108","E003-H2A.Z","G18","PG5","LTR25",4,197,50,"E003-H2A.Z G18 PG5 LTR25",0,8.08,2.51733384694396,2.48973304445531,0.253807106598985
"109","E003-H2A.Z","G18","PG6","LTR25",5,112,19,"E003-H2A.Z G18 PG6 LTR25",0,6.11,2.25583418690024,1.49207853504267,0.169642857142857
"110","E003-H2A.Z","G18","PG7","LTR25",8,178,23,"E003-H2A.Z G18 PG7 LTR25",0,8.43,2.69775439724946,1.34770472982078,0.129213483146067
"111","E003-H2A.Z","G19","PG1","MER11D",2,72,5,"E003-H2A.Z G19 PG1 MER11D",0.82,4.11,2.00451510547584,0.231639209558259,0.0694444444444444
"112","E003-H2A.Z","G19","PG2","MER11D",1,158,8,"E003-H2A.Z G19 PG2 MER11D",1.64,10.13,2.90125364752424,-0.306456686124922,0.0506329113924051
"113","E003-H2A.Z","G2","PG1","LTR5",3,91,8,"E003-H2A.Z G2 PG1 LTR5",1.18,8.42,2.5866010613361,-0.0658020583957461,0.0879120879120879
"114","E003-H2A.Z","G2","PG2","LTR5",4,102,18,"E003-H2A.Z G2 PG2 LTR5",0.04,11.93,2.95506755293754,0.555277143408056,0.176470588235294
"115","E003-H2A.Z","G2","PG3","LTR5",1,68,12,"E003-H2A.Z G2 PG3 LTR5",0.06,5.7,2.29404146924729,0.956278622570682,0.176470588235294
"116","E003-H2A.Z","G2","PG4","LTR5",7,282,17,"E003-H2A.Z G2 PG4 LTR5",2,28.87,3.95340283039737,-0.730700331093753,0.0602836879432624
"117","E003-H2A.Z","G2","PG5","LTR5",13,360,58,"E003-H2A.Z G2 PG5 LTR5",0,35.07,5.10348464831193,0.709915531348996,0.161111111111111
"118","E003-H2A.Z","G2","PG6","LTR5",1,258,18,"E003-H2A.Z G2 PG6 LTR5",2,28.34,4.18322769394566,-0.62686945245508,0.0697674418604651
"119","E003-H2A.Z","G3","PG1","LTR6",6,71,4,"E003-H2A.Z G3 PG1 LTR6",0.74,3.15,1.69595478308315,0.2688167584278,0.0563380281690141
"120","E003-H2A.Z","G3","PG2","LTR6",2,26,1,"E003-H2A.Z G3 PG2 LTR6",1.38,1.17,1.00559043412918,-0.117695042669755,0.0384615384615385
"121","E003-H2A.Z","G3","PG3","LTR6",1,54,6,"E003-H2A.Z G3 PG3 LTR6",0.24,3.65,1.65373773157913,0.590124205836935,0.111111111111111
"122","E003-H2A.Z","G3","PG4","LTR6",3,138,16,"E003-H2A.Z G3 PG4 LTR6",0,7.84,2.32995426321781,0.943416471633633,0.115942028985507
"123","E003-H2A.Z","G4","PG1","LTR2",13,758,69,"E003-H2A.Z G4 PG1 LTR2",0,34.64,5.30964436024893,0.973857585197769,0.0910290237467019
"124","E003-H2A.Z","G4","PG2","LTR2",2,51,6,"E003-H2A.Z G4 PG2 LTR2",0,2,1.36329962172145,1.22239242133645,0.117647058823529
"125","E003-H2A.Z","G4","PG3","LTR2",4,138,13,"E003-H2A.Z G4 PG3 LTR2",0.28,9.21,2.98918927558168,0.455443960954527,0.0942028985507246
"126","E003-H2A.Z","G4","PG4","LTR2",5,272,27,"E003-H2A.Z G4 PG4 LTR2",0.02,16.07,3.69344218196456,0.713963768804591,0.0992647058823529
"127","E003-H2A.Z","G5","PG1","MER11A",10,682,33,"E003-H2A.Z G5 PG1 MER11A",2,53.68,6.27626601981745,-0.685478496580996,0.0483870967741935
"128","E003-H2A.Z","G5","PG2","MER11A",8,165,10,"E003-H2A.Z G5 PG2 MER11A",1.98,17.5,3.3348481406523,-0.750021746991652,0.0606060606060606
"129","E003-H2A.Z","G5","PG3","MER11A",13,247,30,"E003-H2A.Z G5 PG3 MER11A",0,19.41,3.92375567356819,0.602992033128881,0.121457489878543
"130","E003-H2A.Z","G5","PG4","MER11A",32,986,65,"E003-H2A.Z G5 PG4 MER11A",1.96,85.16,9.65748780517328,-0.384552225411029,0.0659229208924949
"131","E003-H2A.Z","G6","PG1","LTR7",2,60,6,"E003-H2A.Z G6 PG1 LTR7",0.02,1.95,1.32859004781442,1.24663996758313,0.1
"132","E003-H2A.Z","G6","PG10","LTR7",2,143,7,"E003-H2A.Z G6 PG10 LTR7",0.58,5.27,2.3,0.351534556972686,0.048951048951049
"133","E003-H2A.Z","G6","PG11","LTR7",1,84,0,"E003-H2A.Z G6 PG11 LTR7",2,3.39,1.60740081303245,-2.13422093976063,0
"134","E003-H2A.Z","G6","PG12","LTR7",4,620,35,"E003-H2A.Z G6 PG12 LTR7",0,23.12,4.93038404880258,0.577766999316952,0.0564516129032258
"135","E003-H2A.Z","G6","PG2","LTR7",3,501,18,"E003-H2A.Z G6 PG2 LTR7",1.94,24.05,4.54467164974989,-0.398811184864261,0.0359281437125748
"136","E003-H2A.Z","G6","PG3","LTR7",3,133,2,"E003-H2A.Z G6 PG3 LTR7",1.98,5.71,2.37110126568251,-1.1613502657043,0.0150375939849624
"137","E003-H2A.Z","G6","PG4","LTR7",1,28,4,"E003-H2A.Z G6 PG4 LTR7",0.14,1.39,1.20516564937117,1.06491747668134,0.142857142857143
"138","E003-H2A.Z","G6","PG5","LTR7",2,24,2,"E003-H2A.Z G6 PG5 LTR7",1.08,1.81,1.20348819619631,0.0943923702749546,0.0833333333333333
"139","E003-H2A.Z","G6","PG6","LTR7",2,35,3,"E003-H2A.Z G6 PG6 LTR7",0.5,1.73,1.36961986910916,0.551099048854872,0.0857142857142857
"140","E003-H2A.Z","G6","PG7","LTR7",1,47,0,"E003-H2A.Z G6 PG7 LTR7",2,2.31,1.35359603361646,-1.72683121703249,0
"141","E003-H2A.Z","G6","PG8","LTR7",5,134,8,"E003-H2A.Z G6 PG8 LTR7",0.38,5.85,2.14793770012921,0.393821013369148,0.0597014925373134
"142","E003-H2A.Z","G6","PG9","LTR7",10,1565,175,"E003-H2A.Z G6 PG9 LTR7",0,57.52,7.70999613515081,1.58857375427353,0.111821086261981
"143","E003-H2A.Z","G8","PG1","LTR13",3,152,21,"E003-H2A.Z G8 PG1 LTR13",0.14,15.5,3.6167399797066,0.415037499278844,0.138157894736842
"144","E003-H2A.Z","G8","PG2","LTR13",5,106,18,"E003-H2A.Z G8 PG2 LTR13",0.1,11.9,3.49458455501097,0.558628352907694,0.169811320754717
"145","E003-H2A.Z","G8","PG3","LTR13",9,360,32,"E003-H2A.Z G8 PG3 LTR13",1.56,34.97,4.73426153937785,-0.124328135002202,0.0888888888888889
"146","E003-H2A.Z","G9","PG1","LTR23",2,332,14,"E003-H2A.Z G9 PG1 LTR23",0.56,11.53,3.34982285073601,0.259576086061383,0.0421686746987952
"147","E003-H2A.Z","G9","PG2","LTR23",1,353,11,"E003-H2A.Z G9 PG2 LTR23",1.5,13.2,3.63484816906033,-0.242856523896163,0.0311614730878187
"148","E003-H2A.Z","G9","PG3","LTR23",3,80,3,"E003-H2A.Z G9 PG3 LTR23",1.84,5.79,2.34970447314361,-0.763411574470007,0.0375
"149","E003-H2A.Z","G9","PG4","LTR23",1,31,0,"E003-H2A.Z G9 PG4 LTR23",2,1,0.921132372943677,-1,0
"150","E003-H2A.Z","G9","PG5","LTR23",1,58,3,"E003-H2A.Z G9 PG5 LTR23",0.58,1.96,1.31748152767224,0.434402824145775,0.0517241379310345
"151","E003-H2A.Z","G9","PG6","LTR23",2,199,11,"E003-H2A.Z G9 PG6 LTR23",0.14,6.54,2.70584851047064,0.670397977227217,0.0552763819095477
"152","E003-H2A.Z",NA,NA,NA,72,1848,97,"E003-H2A.Z NA NA NA",0,57.92,7.22884234273799,0.734024318854084,0.0524891774891775
"153","E003-H2AK5ac","G1","PG1","MER9a",1,28,0,"E003-H2AK5ac G1 PG1 MER9a",2,0.32,0.566399223876658,-0.400537929583729,0
"154","E003-H2AK5ac","G1","PG2","MER9a",7,516,3,"E003-H2AK5ac G1 PG2 MER9a",1.98,8.68,2.91938834053099,-1.27500704749987,0.00581395348837209
"155","E003-H2AK5ac","G1","PG3","MER9a",6,601,4,"E003-H2AK5ac G1 PG3 MER9a",1.98,10.34,3.26975735052513,-1.18142064028014,0.00665557404326123
"156","E003-H2AK5ac","G10","PG1","LTR14",2,85,0,"E003-H2AK5ac G10 PG1 LTR14",2,2.04,1.38476559661762,-1.60407132366886,0
"157","E003-H2AK5ac","G10","PG2","LTR14",2,120,2,"E003-H2AK5ac G10 PG2 LTR14",1.1,2.02,1.48378440536898,-0.00958604882919808,0.0166666666666667
"158","E003-H2AK5ac","G11","PG1","LTR14A",3,34,1,"E003-H2AK5ac G11 PG1 LTR14A",0.94,0.67,0.817176711475418,0.260151897300673,0.0294117647058824
"159","E003-H2AK5ac","G11","PG2","LTR14A",6,258,4,"E003-H2AK5ac G11 PG2 LTR14A",1.1,4.09,1.91799032027976,-0.0257375614136083,0.0155038759689922
"160","E003-H2AK5ac","G11","PG3","LTR14A",2,89,1,"E003-H2AK5ac G11 PG3 LTR14A",1.42,1.17,1.04499770431336,-0.117695042669755,0.0112359550561798
"161","E003-H2AK5ac","G12","PG1","LTR17",4,237,8,"E003-H2AK5ac G12 PG1 LTR17",0.42,5.45,2.44277950645811,0.480625840906421,0.0337552742616034
"162","E003-H2AK5ac","G12","PG2","LTR17",2,76,3,"E003-H2AK5ac G12 PG2 LTR17",0.3,1.48,1.07759552765039,0.68965987938785,0.0394736842105263
"163","E003-H2AK5ac","G12","PG3","LTR17",7,448,19,"E003-H2AK5ac G12 PG3 LTR17",0,7.4,2.64384171044694,1.25153876699596,0.0424107142857143
"164","E003-H2AK5ac","G13","PG1","LTR22",3,137,3,"E003-H2AK5ac G13 PG1 LTR22",0.72,2.11,1.28625209210498,0.363085419644122,0.0218978102189781
"165","E003-H2AK5ac","G13","PG2","LTR22",2,25,0,"E003-H2AK5ac G13 PG2 LTR22",2,0.21,0.456048021572069,-0.27500704749987,0
"166","E003-H2AK5ac","G13","PG3","LTR22",7,182,3,"E003-H2AK5ac G13 PG3 LTR22",1.04,2.52,1.41049457620189,0.184424571137428,0.0164835164835165
"167","E003-H2AK5ac","G13","PG4","LTR22",12,170,4,"E003-H2AK5ac G13 PG4 LTR22",0.42,2.32,1.66290484551959,0.590744853315162,0.0235294117647059
"168","E003-H2AK5ac","G13","PG5","LTR22",1,88,1,"E003-H2AK5ac G13 PG5 LTR22",1.66,1.65,1.20918204258962,-0.405992359675837,0.0113636363636364
"169","E003-H2AK5ac","G13","PG6","LTR22",7,142,2,"E003-H2AK5ac G13 PG6 LTR22",1.02,1.71,1.37286105442156,0.146669649142009,0.0140845070422535
