"","mark","family.group","functional.group","family.cluster","no.subfamilies.FG","subfamily.count_200bp.FG","intersect.count_200bp.FG","uniqueID.FG","pvalue","mean.value","sd.value","log2FC","perC"
"8600","ENCFF467WAD","G13","PG1","LTR22",3,137,0,"ENCFF467WAD G13 PG1 LTR22",2,0.21,0.456048021572069,-0.27500704749987,0
"8601","ENCFF467WAD","G13","PG2","LTR22",2,25,0,"ENCFF467WAD G13 PG2 LTR22",2,0.07,0.256432399976243,-0.0976107966264223,0
"8602","ENCFF467WAD","G13","PG3","LTR22",7,182,0,"ENCFF467WAD G13 PG3 LTR22",2,0.33,0.603943271133535,-0.411426245726465,0
"8603","ENCFF467WAD","G13","PG4","LTR22",12,170,0,"ENCFF467WAD G13 PG4 LTR22",2,0.26,0.484507455822379,-0.333423733725192,0
"8604","ENCFF467WAD","G13","PG5","LTR22",1,88,0,"ENCFF467WAD G13 PG5 LTR22",2,0.35,0.538891492235719,-0.432959407276106,0
"8605","ENCFF467WAD","G13","PG6","LTR22",7,142,0,"ENCFF467WAD G13 PG6 LTR22",2,0.1,0.301511344577763,-0.137503523749935,0
"8606","ENCFF467WAD","G14","PG1","LTR15",1,30,0,"ENCFF467WAD G14 PG1 LTR15",2,0.08,0.272659924344291,-0.111031312388744,0
"8607","ENCFF467WAD","G14","PG2","LTR15",2,31,0,"ENCFF467WAD G14 PG2 LTR15",2,0.21,0.409360180740333,-0.27500704749987,0
"8608","ENCFF467WAD","G14","PG3","LTR15",2,31,0,"ENCFF467WAD G14 PG3 LTR15",2,0.03,0.171446607997765,-0.0426443374084937,0
"8609","ENCFF467WAD","G14","PG4","LTR15",4,206,0,"ENCFF467WAD G14 PG4 LTR15",2,0.87,0.883690608136746,-0.903038270112912,0
"8610","ENCFF467WAD","G15","PG1","LTR61",3,72,0,"ENCFF467WAD G15 PG1 LTR61",2,0.59,0.779730593204986,-0.66902676550963,0
"8611","ENCFF467WAD","G15","PG2","LTR61",2,49,0,"ENCFF467WAD G15 PG2 LTR61",2,0.22,0.416333199893226,-0.286881147788162,0
"8612","ENCFF467WAD","G16","PG1","LTR66",3,178,0,"ENCFF467WAD G16 PG1 LTR66",2,1.53,1.18453843885765,-1.33913738491959,0
"8613","ENCFF467WAD","G17","PG1","LTR4",3,40,0,"ENCFF467WAD G17 PG1 LTR4",2,0.13,0.337997668989631,-0.176322772640463,0
"8614","ENCFF467WAD","G17","PG2","LTR4",1,108,0,"ENCFF467WAD G17 PG2 LTR4",2,0.6,0.752101433090354,-0.678071905112638,0
"8615","ENCFF467WAD","G17","PG3","LTR4",4,77,0,"ENCFF467WAD G17 PG3 LTR4",2,0.4,0.568535243614961,-0.485426827170242,0
"8616","ENCFF467WAD","G18","PG1","LTR25",27,780,5,"ENCFF467WAD G18 PG1 LTR25",0.02,1.35,1.0286305498481,1.35230174393088,0.00641025641025641
"8617","ENCFF467WAD","G18","PG2","LTR25",4,415,1,"ENCFF467WAD G18 PG2 LTR25",1.42,1.11,0.941683427043121,-0.0772429989324606,0.00240963855421687
"8618","ENCFF467WAD","G18","PG3","LTR25",7,212,0,"ENCFF467WAD G18 PG3 LTR25",2,0.37,0.544114515576093,-0.454175893185802,0
"8619","ENCFF467WAD","G18","PG4","LTR25",4,109,1,"ENCFF467WAD G18 PG4 LTR25",0.48,0.25,0.457816513022367,0.678071905112638,0.0091743119266055
"8620","ENCFF467WAD","G18","PG5","LTR25",4,197,0,"ENCFF467WAD G18 PG5 LTR25",2,0.33,0.569511575249735,-0.411426245726465,0
"8621","ENCFF467WAD","G18","PG6","LTR25",5,112,0,"ENCFF467WAD G18 PG6 LTR25",2,0.61,0.665073854788498,-0.687060688339892,0
"8622","ENCFF467WAD","G18","PG7","LTR25",8,178,1,"ENCFF467WAD G18 PG7 LTR25",0.88,0.56,0.715202874375622,0.358453970912476,0.00561797752808989
"8623","ENCFF467WAD","G19","PG1","MER11D",2,72,0,"ENCFF467WAD G19 PG1 MER11D",2,0.13,0.337997668989631,-0.176322772640463,0
"8624","ENCFF467WAD","G19","PG2","MER11D",1,158,0,"ENCFF467WAD G19 PG2 MER11D",2,0.45,0.625630994607957,-0.53605290024021,0
"8625","ENCFF467WAD","G2","PG1","LTR5",3,91,0,"ENCFF467WAD G2 PG1 LTR5",2,0.52,0.703239258393226,-0.604071323668861,0
"8626","ENCFF467WAD","G2","PG2","LTR5",4,102,0,"ENCFF467WAD G2 PG2 LTR5",2,0.95,1.08595254467814,-0.963474123974886,0
"8627","ENCFF467WAD","G2","PG3","LTR5",1,68,0,"ENCFF467WAD G2 PG3 LTR5",2,0.26,0.484507455822379,-0.333423733725192,0
"8628","ENCFF467WAD","G2","PG4","LTR5",7,282,0,"ENCFF467WAD G2 PG4 LTR5",2,1.38,1.22910824206295,-1.25096157353322,0
"8629","ENCFF467WAD","G2","PG5","LTR5",13,360,0,"ENCFF467WAD G2 PG5 LTR5",2,1.97,1.26694574278124,-1.57046293102604,0
"8630","ENCFF467WAD","G2","PG6","LTR5",1,258,0,"ENCFF467WAD G2 PG6 LTR5",2,0.93,0.987344157246341,-0.948600847493356,0
"8631","ENCFF467WAD","G3","PG1","LTR6",6,71,0,"ENCFF467WAD G3 PG1 LTR6",2,0.32,0.529531906880067,-0.400537929583729,0
"8632","ENCFF467WAD","G3","PG2","LTR6",2,26,0,"ENCFF467WAD G3 PG2 LTR6",2,0.01,0.1,-0.0143552929770701,0
"8633","ENCFF467WAD","G3","PG3","LTR6",1,54,0,"ENCFF467WAD G3 PG3 LTR6",2,0.81,0.837203135988567,-0.855989697308481,0
"8634","ENCFF467WAD","G3","PG4","LTR6",3,138,0,"ENCFF467WAD G3 PG4 LTR6",2,0.4,0.619546918189723,-0.485426827170242,0
"8635","ENCFF467WAD","G4","PG1","LTR2",13,758,0,"ENCFF467WAD G4 PG1 LTR2",2,2.8,1.66363360379525,-1.92599941855622,0
"8636","ENCFF467WAD","G4","PG2","LTR2",2,51,0,"ENCFF467WAD G4 PG2 LTR2",2,0.45,0.701729465267237,-0.53605290024021,0
"8637","ENCFF467WAD","G4","PG3","LTR2",4,138,0,"ENCFF467WAD G4 PG3 LTR2",2,1.17,1.06415423808029,-1.11769504266975,0
"8638","ENCFF467WAD","G4","PG4","LTR2",5,272,0,"ENCFF467WAD G4 PG4 LTR2",2,3.05,1.20918204258962,-2.01792190799726,0
"8639","ENCFF467WAD","G5","PG1","MER11A",10,682,0,"ENCFF467WAD G5 PG1 MER11A",2,2.22,1.46735521027845,-1.68706068833989,0
"8640","ENCFF467WAD","G5","PG2","MER11A",8,165,0,"ENCFF467WAD G5 PG2 MER11A",2,0.95,0.988571053224162,-0.963474123974886,0
"8641","ENCFF467WAD","G5","PG3","MER11A",13,247,0,"ENCFF467WAD G5 PG3 MER11A",2,0.61,0.802710056211728,-0.687060688339892,0
"8642","ENCFF467WAD","G5","PG4","MER11A",32,986,0,"ENCFF467WAD G5 PG4 MER11A",2,3.36,1.87228591445178,-2.1243281350022,0
"8643","ENCFF467WAD","G6","PG1","LTR7",2,60,0,"ENCFF467WAD G6 PG1 LTR7",2,0.18,0.479477830456205,-0.238786859587116,0
"8644","ENCFF467WAD","G6","PG10","LTR7",2,143,0,"ENCFF467WAD G6 PG10 LTR7",2,0.36,0.643852043986392,-0.443606651475615,0
"8645","ENCFF467WAD","G6","PG11","LTR7",1,84,0,"ENCFF467WAD G6 PG11 LTR7",2,0.37,0.525222415609412,-0.454175893185802,0
"8646","ENCFF467WAD","G6","PG12","LTR7",4,620,2,"ENCFF467WAD G6 PG12 LTR7",0.8,1.46,1.26666666666667,0.286304185156641,0.0032258064516129
"8647","ENCFF467WAD","G6","PG2","LTR7",3,501,0,"ENCFF467WAD G6 PG2 LTR7",2,2.03,1.54039874150438,-1.59931779369823,0
"8648","ENCFF467WAD","G6","PG3","LTR7",3,133,0,"ENCFF467WAD G6 PG3 LTR7",2,0.19,0.419114024647906,-0.250961573533219,0
"8649","ENCFF467WAD","G6","PG4","LTR7",1,28,0,"ENCFF467WAD G6 PG4 LTR7",2,0.07,0.256432399976243,-0.0976107966264223,0
"8650","ENCFF467WAD","G6","PG5","LTR7",2,24,0,"ENCFF467WAD G6 PG5 LTR7",2,0.43,0.573047849994953,-0.516015147003665,0
"8651","ENCFF467WAD","G6","PG6","LTR7",2,35,0,"ENCFF467WAD G6 PG6 LTR7",2,0.26,0.504925236990086,-0.333423733725192,0
"8652","ENCFF467WAD","G6","PG7","LTR7",1,47,0,"ENCFF467WAD G6 PG7 LTR7",2,0.32,0.548275533473873,-0.400537929583729,0
"8653","ENCFF467WAD","G6","PG8","LTR7",5,134,0,"ENCFF467WAD G6 PG8 LTR7",2,0.23,0.489382212074519,-0.298658315564515,0
"8654","ENCFF467WAD","G6","PG9","LTR7",10,1565,3,"ENCFF467WAD G6 PG9 LTR7",1.26,3.18,1.73135084762614,-0.0635029423061579,0.00191693290734824
"8655","ENCFF467WAD","G8","PG1","LTR13",3,152,0,"ENCFF467WAD G8 PG1 LTR13",2,1.12,1.05677229182434,-1.08406426478847,0
"8656","ENCFF467WAD","G8","PG2","LTR13",5,106,0,"ENCFF467WAD G8 PG2 LTR13",2,0.37,0.597215762238964,-0.454175893185802,0
"8657","ENCFF467WAD","G8","PG3","LTR13",9,360,0,"ENCFF467WAD G8 PG3 LTR13",2,2.25,1.25830573921179,-1.70043971814109,0
"8658","ENCFF467WAD","G9","PG1","LTR23",2,332,0,"ENCFF467WAD G9 PG1 LTR23",2,0.75,0.770346898114313,-0.807354922057604,0
"8659","ENCFF467WAD","G9","PG2","LTR23",1,353,0,"ENCFF467WAD G9 PG2 LTR23",2,1.04,0.98391097568876,-1.02856915219677,0
"8660","ENCFF467WAD","G9","PG3","LTR23",3,80,0,"ENCFF467WAD G9 PG3 LTR23",2,0.42,0.553774924194539,-0.505890929729957,0
"8661","ENCFF467WAD","G9","PG4","LTR23",1,31,0,"ENCFF467WAD G9 PG4 LTR23",2,0,0,0,0
"8662","ENCFF467WAD","G9","PG5","LTR23",1,58,0,"ENCFF467WAD G9 PG5 LTR23",2,0.07,0.256432399976243,-0.0976107966264223,0
"8663","ENCFF467WAD","G9","PG6","LTR23",2,199,0,"ENCFF467WAD G9 PG6 LTR23",2,0.45,0.625630994607957,-0.53605290024021,0
"8664","ENCFF467WAD",NA,NA,NA,72,1848,1,"ENCFF467WAD NA NA NA",1.9,3.51,1.94102440931992,-1.17312743348066,0.000541125541125541
"8665","ENCFF471OCM","G1","PG1","MER9a",1,28,0,"ENCFF471OCM G1 PG1 MER9a",2,0.06,0.238683256575942,-0.0840642647884746,0
"8666","ENCFF471OCM","G1","PG2","MER9a",7,516,0,"ENCFF471OCM G1 PG2 MER9a",2,0.16,0.394917201397453,-0.214124805352847,0
"8667","ENCFF471OCM","G1","PG3","MER9a",6,601,0,"ENCFF471OCM G1 PG3 MER9a",2,0.33,0.532859638121892,-0.411426245726465,0
"8668","ENCFF471OCM","G10","PG1","LTR14",2,85,0,"ENCFF471OCM G10 PG1 LTR14",2,0.02,0.14070529413629,-0.028569152196771,0
"8669","ENCFF471OCM","G10","PG2","LTR14",2,120,0,"ENCFF471OCM G10 PG2 LTR14",2,0.06,0.238683256575942,-0.0840642647884746,0
"8670","ENCFF471OCM","G11","PG1","LTR14A",3,34,0,"ENCFF471OCM G11 PG1 LTR14A",2,0,0,0,0
"8671","ENCFF471OCM","G11","PG2","LTR14A",6,258,0,"ENCFF471OCM G11 PG2 LTR14A",2,0.14,0.376587548676509,-0.189033824390017,0
"8672","ENCFF471OCM","G11","PG3","LTR14A",2,89,0,"ENCFF471OCM G11 PG3 LTR14A",2,0.04,0.196946385566932,-0.0565835283663676,0
"8673","ENCFF471OCM","G12","PG1","LTR17",4,237,0,"ENCFF471OCM G12 PG1 LTR17",2,0.14,0.402517331328978,-0.189033824390017,0
"8674","ENCFF471OCM","G12","PG2","LTR17",2,76,0,"ENCFF471OCM G12 PG2 LTR17",2,0.04,0.196946385566932,-0.0565835283663676,0
"8675","ENCFF471OCM","G12","PG3","LTR17",7,448,0,"ENCFF471OCM G12 PG3 LTR17",2,0.23,0.489382212074519,-0.298658315564515,0
"8676","ENCFF471OCM","G13","PG1","LTR22",3,137,0,"ENCFF471OCM G13 PG1 LTR22",2,0.01,0.1,-0.0143552929770701,0
"8677","ENCFF471OCM","G13","PG2","LTR22",2,25,0,"ENCFF471OCM G13 PG2 LTR22",2,0.01,0.1,-0.0143552929770701,0
"8678","ENCFF471OCM","G13","PG3","LTR22",7,182,0,"ENCFF471OCM G13 PG3 LTR22",2,0.04,0.196946385566932,-0.0565835283663676,0
"8679","ENCFF471OCM","G13","PG4","LTR22",12,170,0,"ENCFF471OCM G13 PG4 LTR22",2,0.03,0.171446607997765,-0.0426443374084937,0
"8680","ENCFF471OCM","G13","PG5","LTR22",1,88,0,"ENCFF471OCM G13 PG5 LTR22",2,0.04,0.196946385566932,-0.0565835283663676,0
"8681","ENCFF471OCM","G13","PG6","LTR22",7,142,0,"ENCFF471OCM G13 PG6 LTR22",2,0.02,0.14070529413629,-0.028569152196771,0
"8682","ENCFF471OCM","G14","PG1","LTR15",1,30,0,"ENCFF471OCM G14 PG1 LTR15",2,0.01,0.1,-0.0143552929770701,0
"8683","ENCFF471OCM","G14","PG2","LTR15",2,31,0,"ENCFF471OCM G14 PG2 LTR15",2,0.04,0.196946385566932,-0.0565835283663676,0
"8684","ENCFF471OCM","G14","PG3","LTR15",2,31,0,"ENCFF471OCM G14 PG3 LTR15",2,0,0,0,0
"8685","ENCFF471OCM","G14","PG4","LTR15",4,206,0,"ENCFF471OCM G14 PG4 LTR15",2,0.13,0.393251147037697,-0.176322772640463,0
"8686","ENCFF471OCM","G15","PG1","LTR61",3,72,0,"ENCFF471OCM G15 PG1 LTR61",2,0.06,0.238683256575942,-0.0840642647884746,0
"8687","ENCFF471OCM","G15","PG2","LTR61",2,49,0,"ENCFF471OCM G15 PG2 LTR61",2,0.03,0.171446607997765,-0.0426443374084937,0
"8688","ENCFF471OCM","G16","PG1","LTR66",3,178,0,"ENCFF471OCM G16 PG1 LTR66",2,0.29,0.537389875963326,-0.36737106564853,0
"8689","ENCFF471OCM","G17","PG1","LTR4",3,40,0,"ENCFF471OCM G17 PG1 LTR4",2,0.03,0.171446607997765,-0.0426443374084937,0
"8690","ENCFF471OCM","G17","PG2","LTR4",1,108,0,"ENCFF471OCM G17 PG2 LTR4",2,0.12,0.326598632371091,-0.16349873228288,0
"8691","ENCFF471OCM","G17","PG3","LTR4",4,77,0,"ENCFF471OCM G17 PG3 LTR4",2,0.11,0.31446603773522,-0.150559676575381,0
"8692","ENCFF471OCM","G18","PG1","LTR25",27,780,0,"ENCFF471OCM G18 PG1 LTR25",2,0.24,0.514830559553826,-0.31034012061215,0
"8693","ENCFF471OCM","G18","PG2","LTR25",4,415,0,"ENCFF471OCM G18 PG2 LTR25",2,0.12,0.356186309210064,-0.16349873228288,0
"8694","ENCFF471OCM","G18","PG3","LTR25",7,212,0,"ENCFF471OCM G18 PG3 LTR25",2,0.05,0.21904291355759,-0.070389327891398,0
"8695","ENCFF471OCM","G18","PG4","LTR25",4,109,1,"ENCFF471OCM G18 PG4 LTR25",0.04,0.02,0.14070529413629,0.971430847803229,0.0091743119266055
"8696","ENCFF471OCM","G18","PG5","LTR25",4,197,0,"ENCFF471OCM G18 PG5 LTR25",2,0.07,0.256432399976243,-0.0976107966264223,0
"8697","ENCFF471OCM","G18","PG6","LTR25",5,112,0,"ENCFF471OCM G18 PG6 LTR25",2,0.06,0.277797979063414,-0.0840642647884746,0
"8698","ENCFF471OCM","G18","PG7","LTR25",8,178,0,"ENCFF471OCM G18 PG7 LTR25",2,0.06,0.238683256575942,-0.0840642647884746,0
"8699","ENCFF471OCM","G19","PG1","MER11D",2,72,0,"ENCFF471OCM G19 PG1 MER11D",2,0.01,0.1,-0.0143552929770701,0
"8700","ENCFF471OCM","G19","PG2","MER11D",1,158,0,"ENCFF471OCM G19 PG2 MER11D",2,0.04,0.196946385566932,-0.0565835283663676,0
"8701","ENCFF471OCM","G2","PG1","LTR5",3,91,0,"ENCFF471OCM G2 PG1 LTR5",2,0.16,0.394917201397453,-0.214124805352847,0
"8702","ENCFF471OCM","G2","PG2","LTR5",4,102,0,"ENCFF471OCM G2 PG2 LTR5",2,0.14,0.376587548676509,-0.189033824390017,0
"8703","ENCFF471OCM","G2","PG3","LTR5",1,68,0,"ENCFF471OCM G2 PG3 LTR5",2,0.04,0.196946385566932,-0.0565835283663676,0
"8704","ENCFF471OCM","G2","PG4","LTR5",7,282,0,"ENCFF471OCM G2 PG4 LTR5",2,0.19,0.419114024647906,-0.250961573533219,0
"8705","ENCFF471OCM","G2","PG5","LTR5",13,360,0,"ENCFF471OCM G2 PG5 LTR5",2,0.32,0.566399223876658,-0.400537929583729,0
"8706","ENCFF471OCM","G2","PG6","LTR5",1,258,0,"ENCFF471OCM G2 PG6 LTR5",2,0.17,0.403394686042433,-0.22650852980868,0
"8707","ENCFF471OCM","G3","PG1","LTR6",6,71,0,"ENCFF471OCM G3 PG1 LTR6",2,0.03,0.171446607997765,-0.0426443374084937,0
"8708","ENCFF471OCM","G3","PG2","LTR6",2,26,0,"ENCFF471OCM G3 PG2 LTR6",2,0,0,0,0
"8709","ENCFF471OCM","G3","PG3","LTR6",1,54,0,"ENCFF471OCM G3 PG3 LTR6",2,0.15,0.411329453348432,-0.20163386116965,0
"8710","ENCFF471OCM","G3","PG4","LTR6",3,138,0,"ENCFF471OCM G3 PG4 LTR6",2,0.03,0.171446607997765,-0.0426443374084937,0
"8711","ENCFF471OCM","G4","PG1","LTR2",13,758,0,"ENCFF471OCM G4 PG1 LTR2",2,0.52,0.703239258393226,-0.604071323668861,0
"8712","ENCFF471OCM","G4","PG2","LTR2",2,51,0,"ENCFF471OCM G4 PG2 LTR2",2,0.09,0.287623491264661,-0.124328135002202,0
"8713","ENCFF471OCM","G4","PG3","LTR2",4,138,0,"ENCFF471OCM G4 PG3 LTR2",2,0.21,0.433333333333333,-0.27500704749987,0
"8714","ENCFF471OCM","G4","PG4","LTR2",5,272,0,"ENCFF471OCM G4 PG4 LTR2",2,0.54,0.730573318522771,-0.622930350920177,0
"8715","ENCFF471OCM","G5","PG1","MER11A",10,682,0,"ENCFF471OCM G5 PG1 MER11A",2,0.31,0.486068540704525,-0.389566811762726,0
"8716","ENCFF471OCM","G5","PG2","MER11A",8,165,0,"ENCFF471OCM G5 PG2 MER11A",2,0.14,0.348735088019777,-0.189033824390017,0
"8717","ENCFF471OCM","G5","PG3","MER11A",13,247,0,"ENCFF471OCM G5 PG3 MER11A",2,0.06,0.238683256575942,-0.0840642647884746,0
"8718","ENCFF471OCM","G5","PG4","MER11A",32,986,0,"ENCFF471OCM G5 PG4 MER11A",2,0.51,0.771918768950844,-0.594548549550354,0
"8719","ENCFF471OCM","G6","PG1","LTR7",2,60,0,"ENCFF471OCM G6 PG1 LTR7",2,0.05,0.21904291355759,-0.070389327891398,0
"8720","ENCFF471OCM","G6","PG10","LTR7",2,143,0,"ENCFF471OCM G6 PG10 LTR7",2,0.07,0.256432399976243,-0.0976107966264223,0
"8721","ENCFF471OCM","G6","PG11","LTR7",1,84,0,"ENCFF471OCM G6 PG11 LTR7",2,0.03,0.171446607997765,-0.0426443374084937,0
"8722","ENCFF471OCM","G6","PG12","LTR7",4,620,0,"ENCFF471OCM G6 PG12 LTR7",2,0.2,0.402015126103685,-0.263034405833794,0
"8723","ENCFF471OCM","G6","PG2","LTR7",3,501,0,"ENCFF471OCM G6 PG2 LTR7",2,0.39,0.649708559371979,-0.475084882948783,0
"8724","ENCFF471OCM","G6","PG3","LTR7",3,133,0,"ENCFF471OCM G6 PG3 LTR7",2,0.03,0.171446607997765,-0.0426443374084937,0
"8725","ENCFF471OCM","G6","PG4","LTR7",1,28,0,"ENCFF471OCM G6 PG4 LTR7",2,0.01,0.1,-0.0143552929770701,0
"8726","ENCFF471OCM","G6","PG5","LTR7",2,24,0,"ENCFF471OCM G6 PG5 LTR7",2,0.1,0.301511344577763,-0.137503523749935,0
"8727","ENCFF471OCM","G6","PG6","LTR7",2,35,0,"ENCFF471OCM G6 PG6 LTR7",2,0.01,0.1,-0.0143552929770701,0
"8728","ENCFF471OCM","G6","PG7","LTR7",1,47,0,"ENCFF471OCM G6 PG7 LTR7",2,0.09,0.287623491264661,-0.124328135002202,0
"8729","ENCFF471OCM","G6","PG8","LTR7",5,134,0,"ENCFF471OCM G6 PG8 LTR7",2,0.04,0.196946385566932,-0.0565835283663676,0
"8730","ENCFF471OCM","G6","PG9","LTR7",10,1565,0,"ENCFF471OCM G6 PG9 LTR7",2,0.43,0.685418105828829,-0.516015147003665,0
"8731","ENCFF471OCM","G8","PG1","LTR13",3,152,0,"ENCFF471OCM G8 PG1 LTR13",2,0.18,0.38612291966537,-0.238786859587116,0
"8732","ENCFF471OCM","G8","PG2","LTR13",5,106,0,"ENCFF471OCM G8 PG2 LTR13",2,0.04,0.242878362539562,-0.0565835283663676,0
"8733","ENCFF471OCM","G8","PG3","LTR13",9,360,0,"ENCFF471OCM G8 PG3 LTR13",2,0.42,0.589127072091164,-0.505890929729957,0
"8734","ENCFF471OCM","G9","PG1","LTR23",2,332,0,"ENCFF471OCM G9 PG1 LTR23",2,0.05,0.21904291355759,-0.070389327891398,0
"8735","ENCFF471OCM","G9","PG2","LTR23",1,353,0,"ENCFF471OCM G9 PG2 LTR23",2,0.18,0.45792681696639,-0.238786859587116,0
"8736","ENCFF471OCM","G9","PG3","LTR23",3,80,0,"ENCFF471OCM G9 PG3 LTR23",2,0.04,0.196946385566932,-0.0565835283663676,0
"8737","ENCFF471OCM","G9","PG4","LTR23",1,31,0,"ENCFF471OCM G9 PG4 LTR23",2,0,0,0,0
"8738","ENCFF471OCM","G9","PG5","LTR23",1,58,0,"ENCFF471OCM G9 PG5 LTR23",2,0.01,0.1,-0.0143552929770701,0
"8739","ENCFF471OCM","G9","PG6","LTR23",2,199,0,"ENCFF471OCM G9 PG6 LTR23",2,0.05,0.21904291355759,-0.070389327891398,0
"8740","ENCFF471OCM",NA,NA,NA,72,1848,0,"ENCFF471OCM NA NA NA",2,0.6,0.765413996382732,-0.678071905112638,0
"8741","ENCFF472HMD","G1","PG1","MER9a",1,28,0,"ENCFF472HMD G1 PG1 MER9a",2,0.25,0.5,-0.321928094887362,0
"8742","ENCFF472HMD","G1","PG2","MER9a",7,516,0,"ENCFF472HMD G1 PG2 MER9a",2,2.35,1.51340808786131,-1.74416109557041,0
"8743","ENCFF472HMD","G1","PG3","MER9a",6,601,0,"ENCFF472HMD G1 PG3 MER9a",2,3.08,1.67380290405297,-2.02856915219677,0
"8744","ENCFF472HMD","G10","PG1","LTR14",2,85,0,"ENCFF472HMD G10 PG1 LTR14",2,0.58,0.793661760385991,-0.659924558402378,0
"8745","ENCFF472HMD","G10","PG2","LTR14",2,120,0,"ENCFF472HMD G10 PG2 LTR14",2,0.73,0.814700787858569,-0.790772037862,0
"8746","ENCFF472HMD","G11","PG1","LTR14A",3,34,0,"ENCFF472HMD G11 PG1 LTR14A",2,0.13,0.418148878808116,-0.176322772640463,0
"8747","ENCFF472HMD","G11","PG2","LTR14A",6,258,0,"ENCFF472HMD G11 PG2 LTR14A",2,1.08,0.960639517627858,-1.05658352836637,0
"8748","ENCFF472HMD","G11","PG3","LTR14A",2,89,0,"ENCFF472HMD G11 PG3 LTR14A",2,0.36,0.689312349484263,-0.443606651475615,0
"8749","ENCFF472HMD","G12","PG1","LTR17",4,237,0,"ENCFF472HMD G12 PG1 LTR17",2,1.4,1.15470053837925,-1.26303440583379,0
"8750","ENCFF472HMD","G12","PG2","LTR17",2,76,0,"ENCFF472HMD G12 PG2 LTR17",2,0.36,0.594928057784632,-0.443606651475615,0
"8751","ENCFF472HMD","G12","PG3","LTR17",7,448,1,"ENCFF472HMD G12 PG3 LTR17",1.8,2.39,1.51020100341215,-0.761285273361619,0.00223214285714286
"8752","ENCFF472HMD","G13","PG1","LTR22",3,137,0,"ENCFF472HMD G13 PG1 LTR22",2,0.48,0.673900151462674,-0.565597175854225,0
"8753","ENCFF472HMD","G13","PG2","LTR22",2,25,0,"ENCFF472HMD G13 PG2 LTR22",2,0.05,0.21904291355759,-0.070389327891398,0
"8754","ENCFF472HMD","G13","PG3","LTR22",7,182,0,"ENCFF472HMD G13 PG3 LTR22",2,0.75,0.903137069140983,-0.807354922057604,0
"8755","ENCFF472HMD","G13","PG4","LTR22",12,170,0,"ENCFF472HMD G13 PG4 LTR22",2,0.66,0.806789372084865,-0.7311832415722,0
"8756","ENCFF472HMD","G13","PG5","LTR22",1,88,0,"ENCFF472HMD G13 PG5 LTR22",2,0.53,0.642831488986284,-0.613531652917927,0
"8757","ENCFF472HMD","G13","PG6","LTR22",7,142,0,"ENCFF472HMD G13 PG6 LTR22",2,0.31,0.563090318750648,-0.389566811762726,0
"8758","ENCFF472HMD","G14","PG1","LTR15",1,30,0,"ENCFF472HMD G14 PG1 LTR15",2,0.2,0.402015126103684,-0.263034405833794,0
"8759","ENCFF472HMD","G14","PG2","LTR15",2,31,0,"ENCFF472HMD G14 PG2 LTR15",2,0.25,0.538891492235719,-0.321928094887362,0
"8760","ENCFF472HMD","G14","PG3","LTR15",2,31,0,"ENCFF472HMD G14 PG3 LTR15",2,0.07,0.256432399976243,-0.0976107966264223,0
"8761","ENCFF472HMD","G14","PG4","LTR15",4,206,0,"ENCFF472HMD G14 PG4 LTR15",2,1.23,1.09963262919573,-1.15704371014558,0
"8762","ENCFF472HMD","G15","PG1","LTR61",3,72,0,"ENCFF472HMD G15 PG1 LTR61",2,0.79,0.807727826946826,-0.839959587489532,0
"8763","ENCFF472HMD","G15","PG2","LTR61",2,49,0,"ENCFF472HMD G15 PG2 LTR61",2,0.29,0.518252697615611,-0.36737106564853,0
"8764","ENCFF472HMD","G16","PG1","LTR66",3,178,0,"ENCFF472HMD G16 PG1 LTR66",2,1.53,1.18453843885765,-1.33913738491959,0
"8765","ENCFF472HMD","G17","PG1","LTR4",3,40,0,"ENCFF472HMD G17 PG1 LTR4",2,0.22,0.542720420239975,-0.286881147788162,0
"8766","ENCFF472HMD","G17","PG2","LTR4",1,108,0,"ENCFF472HMD G17 PG2 LTR4",2,0.8,0.910100449556437,-0.84799690655495,0
"8767","ENCFF472HMD","G17","PG3","LTR4",4,77,0,"ENCFF472HMD G17 PG3 LTR4",2,0.5,0.689019212175883,-0.584962500721156,0
"8768","ENCFF472HMD","G18","PG1","LTR25",27,780,6,"ENCFF472HMD G18 PG1 LTR25",0.1,2.42,1.70074255915622,1.03335859694643,0.00769230769230769
"8769","ENCFF472HMD","G18","PG2","LTR25",4,415,1,"ENCFF472HMD G18 PG2 LTR25",1.32,1.13,1.06983431172563,-0.0908534304511135,0.00240963855421687
"8770","ENCFF472HMD","G18","PG3","LTR25",7,212,1,"ENCFF472HMD G18 PG3 LTR25",0.82,0.55,0.770346898114313,0.367731784500487,0.00471698113207547
"8771","ENCFF472HMD","G18","PG4","LTR25",4,109,0,"ENCFF472HMD G18 PG4 LTR25",2,0.32,0.566399223876658,-0.400537929583729,0
"8772","ENCFF472HMD","G18","PG5","LTR25",4,197,4,"ENCFF472HMD G18 PG5 LTR25",0,0.73,0.885973755226132,1.53115605702536,0.0203045685279188
"8773","ENCFF472HMD","G18","PG6","LTR25",5,112,0,"ENCFF472HMD G18 PG6 LTR25",2,0.73,0.874498413233252,-0.790772037862,0
"8774","ENCFF472HMD","G18","PG7","LTR25",8,178,0,"ENCFF472HMD G18 PG7 LTR25",2,0.96,1.03396852422639,-0.970853654340484,0
