"","Frame","Family","Type","Motif","Species","thredhold","is_top"
"1492","MER11_combined_F2","All","motif","SOX15","hg19_panTro4","logP_10","yes"
"1493","MER11_combined_F2","All","motif","ZIC2","hg19_panTro4","logP_10",NA
"1494","MER11_combined_F2","All","motif","POU2F1::SOX2","hg19_panTro4","logP_10","yes"
"1495","MER11_combined_F2","All","motif","ZNF331","hg19_panTro4","logP_10","yes"
"1496","MER11_combined_F2","All","motif","FOXO1::ELF1","hg19_panTro4","logP_10",NA
"1497","MER11_combined_F2","All","motif","SOX17","hg19_panTro4","logP_10",NA
"1498","MER11_combined_F2","All","motif","FOXO1::ELK1","hg19_panTro4","logP_10",NA
"1499","MER11_combined_F2","All","motif","ZIC1::ZIC2","hg19_panTro4","logP_10",NA
"1500","MER11_combined_F2","All","motif","ETV2::FOXI1","hg19_panTro4","logP_10",NA
"1501","MER11_combined_F2","All","motif","SOX5","hg19_panTro4","logP_10",NA
"1502","MER11_combined_F2","All","motif","NR2F6","hg19_panTro4","logP_10","yes"
"1503","MER11_combined_F2","All","motif","NR5A2","hg19_panTro4","logP_10",NA
"1504","MER11_combined_F2","All","motif","SOX13","hg19_panTro4","logP_10",NA
"1505","MER11_combined_F2","All","motif","SOX3","hg19_panTro4","logP_10",NA
"1506","MER11_combined_F2","All","motif","ETV2","hg19_panTro4","logP_10",NA
"1507","MER11_combined_F2","All","motif","SOX2","hg19_panTro4","logP_10",NA
"1508","MER11_combined_F2","MER11_FG2","motif","TFCP2","hg19_panTro4","logP_5",NA
"1509","MER11_combined_F2","MER11_FG2","motif","GRHL1","hg19_panTro4","logP_5",NA
"1510","MER11_combined_F2","MER11_FG3","motif","STAT1::STAT2","hg19_panTro4","logP_5","yes"
"1511","MER11_combined_F2","MER11_FG3","motif","TFCP2","hg19_panTro4","logP_5","yes"
"1512","MER11_combined_F2","MER11_FG4","motif","SOX15","hg19_panTro4","logP_5","yes"
"1513","MER11_combined_F2","MER11_FG4","motif","SOX17","hg19_panTro4","logP_5",NA
"1514","MER11_combined_F2","MER11_FG4","motif","POU2F1::SOX2","hg19_panTro4","logP_5","yes"
"1515","MER11_combined_F2","MER11_FG4","motif","SOX5","hg19_panTro4","logP_5",NA
"1516","MER11_combined_F2","MER11_FG4","motif","SOX2","hg19_panTro4","logP_5",NA
"1517","MER11_combined_F2","MER11_FG4","motif","SOX13","hg19_panTro4","logP_5",NA
"1518","MER11_combined_F2","MER11_FG4","motif","SOX3","hg19_panTro4","logP_5",NA
"1519","MER11_combined_F2","MER11_FG4","motif","ZBED2","hg19_panTro4","logP_5","yes"
"1520","MER11_combined_F2","MER11_FG4","motif","IRF6","hg19_panTro4","logP_5",NA
"1521","MER11_combined_F2","MER11_FG4","motif","IKZF1","hg19_panTro4","logP_5","yes"
"1522","MER11_combined_F2","MER11_FG4","motif","ZNF317","hg19_panTro4","logP_5","yes"
"1523","MER11_combined_F2","MER11_FG4","motif","HSF1","hg19_panTro4","logP_5","yes"
"1524","MER11_combined_F2","MER11_FG4","motif","SPI1","hg19_panTro4","logP_5",NA
"1525","MER11_combined_F2","MER11_FG4","motif","HSF4","hg19_panTro4","logP_5",NA
"1526","MER11_combined_F2","MER11_FG4","motif","ZNF682","hg19_panTro4","logP_5","yes"
"1527","MER11_combined_F2","MER11_FG4","motif","HOXA10","hg19_panTro4","logP_5","yes"
"1528","MER11_combined_F2","MER11_FG4","motif","HOXD9","hg19_panTro4","logP_5",NA
"1529","MER11_combined_F2","MER11_FG4","motif","CDX4","hg19_panTro4","logP_5",NA
"1530","MER11_combined_F2","MER11_FG4","motif","HOXB13","hg19_panTro4","logP_5",NA
"1531","MER11_combined_F2","MER11_FG4","motif","SOX1","hg19_panTro4","logP_5","yes"
"1532","MER11_combined_F2","MER11_FG4","motif","CDX2","hg19_panTro4","logP_5",NA
"1533","MER11_combined_F2","MER11_FG4","motif","CDX1","hg19_panTro4","logP_5",NA
"1534","MER11_combined_F2","MER11_FG4","motif","SPZ1","hg19_panTro4","logP_5","yes"
"1535","MER11_combined_F2","MER11_FG4","motif","SOX15","hg19_panTro4","logP_10","yes"
"1536","MER11_combined_F2","MER11_FG4","motif","SOX17","hg19_panTro4","logP_10",NA
"1537","MER11_combined_F2","MER11_FG4","motif","POU2F1::SOX2","hg19_panTro4","logP_10","yes"
"1538","MER11_combined_F2","MER11_FG4","motif","SOX5","hg19_panTro4","logP_10",NA
"1539","MER11_combined_F2","MER11_FG4","motif","SOX2","hg19_panTro4","logP_10",NA
"1540","MER11_combined_F2","MER11_FG4","motif","SOX13","hg19_panTro4","logP_10",NA
"1541","MER11_combined_F2","MER11_FG4","motif","SOX3","hg19_panTro4","logP_10",NA
"1542","MER11_combined_F2","MER11_FG4","motif","ZBED2","hg19_panTro4","logP_10","yes"
"1543","MER11_combined_F2","MER11_FG4","motif","IRF6","hg19_panTro4","logP_10",NA
"1544","MER11_combined_F2","MER11_FG4","motif","IKZF1","hg19_panTro4","logP_10","yes"
"1545","MER11_combined_F2","MER11_FG4","motif","ZNF317","hg19_panTro4","logP_10","yes"
"1546","MER11_combined_F2","MER11C","motif","POU2F1::SOX2","hg19_panTro4","logP_5","yes"
"1547","MER11_combined_F2","MER11C","motif","SOX15","hg19_panTro4","logP_5","yes"
"1548","MER11_combined_F2","MER11C","motif","SOX17","hg19_panTro4","logP_5",NA
"1549","MER11_combined_F2","MER11C","motif","SOX5","hg19_panTro4","logP_5",NA
"1550","MER11_combined_F2","MER11C","motif","SOX2","hg19_panTro4","logP_5",NA
"1551","MER11_combined_F2","MER11C","motif","SOX13","hg19_panTro4","logP_5",NA
"1552","MER11_combined_F2","MER11C","motif","SOX3","hg19_panTro4","logP_5",NA
"1553","MER11_combined_F2","MER11C","motif","ZBED2","hg19_panTro4","logP_5","yes"
"1554","MER11_combined_F2","MER11C","motif","IRF6","hg19_panTro4","logP_5",NA
"1555","MER11_combined_F2","MER11C","motif","HSF1","hg19_panTro4","logP_5","yes"
"1556","MER11_combined_F2","MER11C","motif","HSF4","hg19_panTro4","logP_5",NA
"1557","MER11_combined_F2","MER11C","motif","ZNF317","hg19_panTro4","logP_5","yes"
"1558","MER11_combined_F2","MER11C","motif","IKZF1","hg19_panTro4","logP_5","yes"
"1559","MER11_combined_F2","MER11C","motif","SOX1","hg19_panTro4","logP_5","yes"
"1560","MER11_combined_F2","MER11C","motif","SPI1","hg19_panTro4","logP_5",NA
"1561","MER11_combined_F2","MER11C","motif","ZNF682","hg19_panTro4","logP_5","yes"
"1562","MER11_combined_F2","MER11C","motif","POU2F1::SOX2","hg19_panTro4","logP_10","yes"
"1563","MER11_combined_F2","MER11C","motif","SOX15","hg19_panTro4","logP_10","yes"
"1564","MER11_combined_F2","MER11C","motif","SOX17","hg19_panTro4","logP_10",NA
"1565","MER11_combined_F2","MER11C","motif","SOX5","hg19_panTro4","logP_10",NA
"1566","MER11_combined_F2","MER11C","motif","SOX2","hg19_panTro4","logP_10",NA
"1567","MER11_combined_F2","MER11C","motif","SOX13","hg19_panTro4","logP_10",NA
"1568","MER11_combined_F2","MER11C","motif","SOX3","hg19_panTro4","logP_10",NA
"1569","MER11_combined_F2","MER11C","motif","ZBED2","hg19_panTro4","logP_10","yes"
"1570","MER11_combined_F2","MER11C","motif","IRF6","hg19_panTro4","logP_10",NA
"1571","MER11_combined_F2","MER11C","motif","HSF1","hg19_panTro4","logP_10","yes"
"1572","MER11_combined_F2","MER11C","motif","HSF4","hg19_panTro4","logP_10",NA
"1573","MER11_combined_F2","MER11B","motif","RFX6","hg19_panTro4","logP_5","yes"
"1574","MER11_combined_F2","MER11B","motif","STAT1::STAT2","hg19_panTro4","logP_5","yes"
"1575","MER11_combined_F2","MER11B","motif","INSM1","hg19_panTro4","logP_5","yes"
"1576","MER11_combined_F2","MER11B","motif","TEAD4","hg19_panTro4","logP_5","yes"
"1577","MER11_combined_F2","MER11B","motif","ZNF136","hg19_panTro4","logP_5","yes"
"1578","MER11_combined_F2","MER11B","motif","TFAP2A","hg19_panTro4","logP_5","yes"
"1579","MER11_combined_F2","MER11B","motif","RARB","hg19_panTro4","logP_5","yes"
"1580","MER11_combined_F2","MER11B","motif","E2F7","hg19_panTro4","logP_5","yes"
"1581","MER11_combined_F2","MER11B","motif","DMBX1","hg19_panTro4","logP_5","yes"
"1582","MER11_combined_F2","MER11B","motif","FOXF2","hg19_panTro4","logP_5","yes"
"1583","MER11_combined_F2","MER11B","motif","PITX1","hg19_panTro4","logP_5","yes"
"1584","MER11_combined_F2","MER11B","motif","CRX","hg19_panTro4","logP_5",NA
"1585","MER11_combined_F2","MER11B","motif","PITX2","hg19_panTro4","logP_5",NA
"1586","MER11_combined_F2","MER11B","motif","GSC2","hg19_panTro4","logP_5",NA
"1587","MER11_combined_F2","MER11B","motif","OTX2","hg19_panTro4","logP_5",NA
"1588","MER11_combined_F2","MER11B","motif","GSC","hg19_panTro4","logP_5",NA
"1589","MER11_combined_F2","MER11B","motif","TFAP2B","hg19_panTro4","logP_5",NA
"1590","MER11_combined_F2","MER11B","motif","PITX3","hg19_panTro4","logP_5",NA
"1591","MER11_combined_F2","MER11B","motif","GATA5","hg19_panTro4","logP_5","yes"
"1592","MER11_combined_F2","MER11B","motif","SATB1","hg19_panTro4","logP_5","yes"
"1593","MER11_combined_F2","MER11B","motif","NR5A1","hg19_panTro4","logP_5","yes"
"1594","MER11_combined_F2","MER11B","motif","TFAP2C","hg19_panTro4","logP_5",NA
"1595","MER11_combined_F2","MER11B","motif","ZNF317","hg19_panTro4","logP_5","yes"
"1596","MER11_combined_F2","MER11B","motif","TRPS1","hg19_panTro4","logP_5",NA
"1597","MER11_combined_F2","MER11B","motif","GATA6","hg19_panTro4","logP_5",NA
"1598","MER11_combined_F2","MER11B","motif","GATA3","hg19_panTro4","logP_5",NA
"1599","MER11_combined_F2","MER11B","motif","SPZ1","hg19_panTro4","logP_5","yes"
"1600","MER11_combined_F2","MER11B","motif","ZIC3","hg19_panTro4","logP_5","yes"
"1601","MER11_combined_F2","MER11B","motif","TFCP2","hg19_panTro4","logP_5","yes"
"1602","MER11_combined_F2","MER11B","motif","NR1D1","hg19_panTro4","logP_5","yes"
"1603","MER11_combined_F2","MER11B","motif","NR2F6","hg19_panTro4","logP_5","yes"
"1604","MER11_combined_F2","MER11B","motif","TEAD1","hg19_panTro4","logP_5",NA
"1605","MER11_combined_F2","MER11B","motif","NR6A1","hg19_panTro4","logP_5",NA
"1606","MER11_combined_F2","MER11B","motif","TEAD2","hg19_panTro4","logP_5",NA
"1607","MER11_combined_F2","MER11B","motif","RARG","hg19_panTro4","logP_5","yes"
"1608","MER11_combined_F2","MER11B","motif","NR5A2","hg19_panTro4","logP_5",NA
"1609","MER11_combined_F2","MER11B","motif","RARA::RXRG","hg19_panTro4","logP_5",NA
"1610","MER11_combined_F2","MER11B","motif","TFAP2E","hg19_panTro4","logP_5",NA
"1611","MER11_combined_F2","MER11B","motif","ESRRB","hg19_panTro4","logP_5",NA
"1612","MER11_combined_F2","MER11B","motif","ZIC2","hg19_panTro4","logP_5",NA
"1613","MER11_combined_F2","MER11B","motif","HNF1A","hg19_panTro4","logP_5","yes"
"1614","MER11_combined_F2","MER11B","motif","ESRRA","hg19_panTro4","logP_5",NA
"1615","MER11_combined_F2","MER11B","motif","RARA","hg19_panTro4","logP_5",NA
"1616","MER11_combined_F2","MER11B","motif","ESR2","hg19_panTro4","logP_5","yes"
"1617","MER11_combined_F2","MER11B","motif","ZNF331","hg19_panTro4","logP_5","yes"
"1618","MER11_combined_F2","MER11B","motif","NR2F2","hg19_panTro4","logP_5",NA
"1619","MER11_combined_F2","MER11B","motif","ESRRG","hg19_panTro4","logP_5",NA
"1620","MER11_combined_F2","MER11B","motif","NR1H4","hg19_panTro4","logP_5",NA
"1621","MER11_combined_F2","MER11B","motif","NR1H2","hg19_panTro4","logP_5",NA
"1622","MER11_combined_F2","MER11B","motif","FLI1::FOXI1","hg19_panTro4","logP_5","yes"
"1623","MER11_combined_F2","MER11B","motif","FOXO1","hg19_panTro4","logP_5",NA
"1624","MER11_combined_F2","MER11B","motif","ZIC1::ZIC2","hg19_panTro4","logP_5",NA
"1625","MER11_combined_F2","MER11B","motif","ETV2","hg19_panTro4","logP_5",NA
"1626","MER11_combined_F2","MER11B","motif","FOXO1::ELF1","hg19_panTro4","logP_5",NA
"1627","MER11_combined_F2","MER11B","motif","ZNF682","hg19_panTro4","logP_5","yes"
"1628","MER11_combined_F2","MER11B","motif","ERF::FOXI1","hg19_panTro4","logP_5",NA
"1629","MER11_combined_F2","MER11B","motif","FOXJ2::ELF1","hg19_panTro4","logP_5",NA
"1630","MER11_combined_F2","MER11B","motif","ETV2::FOXI1","hg19_panTro4","logP_5",NA
"1631","MER11_combined_F2","MER11B","motif","ZNF530","hg19_panTro4","logP_5","yes"
"1632","MER11_combined_F2","MER11B","motif","FOXO1::ELK1","hg19_panTro4","logP_5",NA
"1633","MER11_combined_F2","MER11B","motif","TFDP1","hg19_panTro4","logP_5",NA
"1634","MER11_combined_F2","MER11B","motif","SP2","hg19_panTro4","logP_5","yes"
"1635","MER11_combined_F2","MER11B","motif","E2F8","hg19_panTro4","logP_5",NA
"1636","MER11_combined_F2","MER11B","motif","E2F6","hg19_panTro4","logP_5",NA
"1637","MER11_combined_F2","MER11B","motif","RORA","hg19_panTro4","logP_5","yes"
"1638","MER11_combined_F2","MER11B","motif","ERF::FIGLA","hg19_panTro4","logP_5","yes"
"1639","MER11_combined_F2","MER11B","motif","FOXO1::FLI1","hg19_panTro4","logP_5",NA
"1640","MER11_combined_F2","MER11B","motif","ZIC4","hg19_panTro4","logP_5","yes"
"1641","MER11_combined_F2","MER11B","motif","HSF4","hg19_panTro4","logP_5","yes"
"1642","MER11_combined_F2","MER11B","motif","IKZF1","hg19_panTro4","logP_5",NA
"1643","MER11_combined_F2","MER11B","motif","THAP1","hg19_panTro4","logP_5","yes"
"1644","MER11_combined_F2","MER11B","motif","ETV5::FIGLA","hg19_panTro4","logP_5",NA
"1645","MER11_combined_F2","MER11B","motif","RFX6","hg19_panTro4","logP_10","yes"
"1646","MER11_combined_F2","MER11B","motif","STAT1::STAT2","hg19_panTro4","logP_10","yes"
"1647","MER11_combined_F2","MER11B","motif","INSM1","hg19_panTro4","logP_10","yes"
"1648","MER11_combined_F2","MER11B","motif","TEAD4","hg19_panTro4","logP_10","yes"
"1649","MER11_combined_F2","MER11B","motif","ZNF136","hg19_panTro4","logP_10","yes"
"1650","MER11_combined_F2","MER11B","motif","TFAP2A","hg19_panTro4","logP_10","yes"
"1651","MER11_combined_F2","MER11B","motif","RARB","hg19_panTro4","logP_10","yes"
"1652","MER11_combined_F2","MER11B","motif","E2F7","hg19_panTro4","logP_10","yes"
"1653","MER11_combined_F2","MER11B","motif","DMBX1","hg19_panTro4","logP_10","yes"
"1654","MER11_combined_F2","MER11B","motif","FOXF2","hg19_panTro4","logP_10","yes"
"1655","MER11_combined_F2","MER11B","motif","PITX1","hg19_panTro4","logP_10","yes"
"1656","MER11_combined_F2","MER11B","motif","CRX","hg19_panTro4","logP_10",NA
"1657","MER11_combined_F2","MER11B","motif","PITX2","hg19_panTro4","logP_10",NA
"1658","MER11_combined_F2","MER11B","motif","GSC2","hg19_panTro4","logP_10",NA
"1659","MER11_combined_F2","MER11B","motif","OTX2","hg19_panTro4","logP_10",NA
"1660","MER11_combined_F2","MER11B","motif","GSC","hg19_panTro4","logP_10",NA
"1661","MER11_combined_F2","MER11B","motif","TFAP2B","hg19_panTro4","logP_10",NA
"1662","MER11_combined_F2","MER11B","motif","PITX3","hg19_panTro4","logP_10",NA
"1663","MER11_combined_F2","MER11B","motif","GATA5","hg19_panTro4","logP_10","yes"
"1664","MER11_combined_F2","MER11B","motif","SATB1","hg19_panTro4","logP_10","yes"
"1665","MER11_combined_F2","MER11B","motif","NR5A1","hg19_panTro4","logP_10","yes"
"1666","MER11_combined_F2","MER11B","motif","TFAP2C","hg19_panTro4","logP_10",NA
"1667","MER11_combined_F2","MER11B","motif","ZNF317","hg19_panTro4","logP_10","yes"
"1668","MER11_combined_F2","MER11B","motif","TRPS1","hg19_panTro4","logP_10",NA
"1669","MER11_combined_F2","MER11B","motif","GATA6","hg19_panTro4","logP_10",NA
"1670","MER11_combined_F2","MER11B","motif","GATA3","hg19_panTro4","logP_10",NA
"1671","MER11_combined_F2","MER11B","motif","SPZ1","hg19_panTro4","logP_10","yes"
"1672","MER11_combined_F2","MER11B","motif","ZIC3","hg19_panTro4","logP_10","yes"
"1673","MER11_combined_F2","MER11B","motif","TFCP2","hg19_panTro4","logP_10","yes"
"1674","MER11_combined_F2","MER11B","motif","NR1D1","hg19_panTro4","logP_10","yes"
"1675","MER11_combined_F2","MER11B","motif","NR2F6","hg19_panTro4","logP_10","yes"
"1676","MER11_combined_F2","MER11B","motif","TEAD1","hg19_panTro4","logP_10",NA
"1677","MER11_combined_F2","MER11B","motif","NR6A1","hg19_panTro4","logP_10",NA
"1678","MER11_combined_F2","MER11B","motif","TEAD2","hg19_panTro4","logP_10",NA
"1679","MER11_combined_F2","MER11B","motif","RARG","hg19_panTro4","logP_10","yes"
"1680","MER11_combined_F2","MER11B","motif","NR5A2","hg19_panTro4","logP_10",NA
"1681","MER11_combined_F2","MER11B","motif","RARA::RXRG","hg19_panTro4","logP_10",NA
"1682","MER11_combined_F2","MER11B","motif","TFAP2E","hg19_panTro4","logP_10",NA
"1683","MER11_combined_F2","MER11B","motif","ESRRB","hg19_panTro4","logP_10",NA
"1684","MER11_combined_F2","MER11B","motif","ZIC2","hg19_panTro4","logP_10",NA
"1685","MER11_combined_F2","MER11B","motif","HNF1A","hg19_panTro4","logP_10","yes"
"1686","MER11_combined_F2","MER11A","motif","ETV2","hg19_panTro4","logP_5","yes"
"1687","MER11_combined_F2","MER11A","motif","IKZF1","hg19_panTro4","logP_5",NA
"1688","MER11_combined_F2","MER11A","motif","ZIC3","hg19_panTro4","logP_5","yes"
"1689","MER11_combined_F2","MER11A","motif","ZNF136","hg19_panTro4","logP_5","yes"
"1690","MER11_combined_F2","MER11A","motif","FOXO1::ELF1","hg19_panTro4","logP_5",NA
"1691","MER11_combined_F2","MER11A","motif","FOXJ2::ELF1","hg19_panTro4","logP_5",NA
"1692","MER11_combined_F2","MER11A","motif","FOXO1::ELK1","hg19_panTro4","logP_5",NA
"1693","MER11_combined_F2","MER11A","motif","ZIC1::ZIC2","hg19_panTro4","logP_5",NA
"1694","MER11_combined_F2","MER11A","motif","TEAD1","hg19_panTro4","logP_5","yes"
"1695","MER11_combined_F2","MER11A","motif","ZIC2","hg19_panTro4","logP_5",NA
"1696","MER11_combined_F2","MER11A","motif","FLI1::FOXI1","hg19_panTro4","logP_5",NA
"1697","MER11_combined_F2","MER11A","motif","ERG","hg19_panTro4","logP_5",NA
"1698","MER11_combined_F2","MER11A","motif","ETV2::FOXI1","hg19_panTro4","logP_5",NA
"1699","MER11_combined_F2","MER11A","motif","ERF::FOXI1","hg19_panTro4","logP_5",NA
"1700","MER11_combined_F2","MER11A","motif","TEAD2","hg19_panTro4","logP_5",NA
"1701","MER11_combined_F2","MER11A","motif","ZIM3","hg19_panTro4","logP_5","yes"
"1702","MER11_combined_F2","MER11A","motif","TEAD4","hg19_panTro4","logP_5",NA
"1703","MER11_combined_F2","MER11A","motif","STAT2","hg19_panTro4","logP_5",NA
"1704","MER11_combined_F2","MER11A","motif","ERF::FIGLA","hg19_panTro4","logP_5","yes"
"1705","MER11_combined_F2","MER11A","motif","RORA","hg19_panTro4","logP_5","yes"
"1706","MER11_combined_F2","MER11A","motif","FOXO1","hg19_panTro4","logP_5","yes"
"1707","MER11_combined_F2","MER11A","motif","FOXO1::ELK3","hg19_panTro4","logP_5","yes"
"1708","MER11_combined_F2","MER11A","motif","PPARG::RXRA","hg19_panTro4","logP_5","yes"
"1709","MER11_combined_F2","MER11A","motif","ETV2::FIGLA","hg19_panTro4","logP_5",NA
"1710","MER11_combined_F2","MER11A","motif","PPARD","hg19_panTro4","logP_5",NA
"1711","MER11_combined_F2","MER11A","motif","NR2F1","hg19_panTro4","logP_5","yes"
"1712","MER11_combined_F2","MER11A","motif","NR4A2","hg19_panTro4","logP_5",NA
"1713","MER11_combined_F2","MER11A","motif","RUNX3","hg19_panTro4","logP_5","yes"
"1714","MER11_combined_F2","MER11A","motif","CREB1","hg19_panTro4","logP_5","yes"
"1715","MER11_combined_F2","MER11A","motif","GRHL1","hg19_panTro4","logP_5","yes"
"1716","MER11_combined_F2","MER11A","motif","RELA","hg19_panTro4","logP_5","yes"
"1717","MER11_combined_F2","MER11A","motif","ZNF331","hg19_panTro4","logP_5","yes"
"1718","MER11_combined_F2","MER11A","motif","NR4A1","hg19_panTro4","logP_5",NA
"1719","MER11_combined_F2","MER11A","motif","ETV5::FIGLA","hg19_panTro4","logP_5",NA
"1720","MER11_combined_F2","MER11A","motif","NR1H4","hg19_panTro4","logP_5",NA
"1721","MER11_combined_F2","MER11A","motif","ZNF317","hg19_panTro4","logP_5","yes"
"1722","MER11_combined_F2","MER11A","motif","NR1H2","hg19_panTro4","logP_5",NA
"1723","MER11_combined_F2","MER11A","motif","OSR2","hg19_panTro4","logP_5",NA
"1724","MER11_combined_F2","MER11A","motif","TFCP2","hg19_panTro4","logP_5",NA
"1725","MER11_combined_F2","MER11A","motif","KLF5","hg19_panTro4","logP_5","yes"
"1726","MER11_combined_F2","MER11A","motif","KLF4","hg19_panTro4","logP_5",NA
"1727","MER11_combined_F2","MER11A","motif","ZIC4","hg19_panTro4","logP_5","yes"
"1728","MER11_combined_F2","MER11A","motif","KLF10","hg19_panTro4","logP_5",NA
"1729","MER11_combined_F2","MER11A","motif","ZNF454","hg19_panTro4","logP_5","yes"
"1730","MER11_combined_F2","MER11A","motif","NR2F6","hg19_panTro4","logP_5",NA
"1731","MER11_combined_F2","MER11A","motif","KLF1","hg19_panTro4","logP_5",NA
"1732","MER11_combined_F2","MER11A","motif","KLF7","hg19_panTro4","logP_5",NA
"1733","MER11_combined_F2","MER11A","motif","HIC2","hg19_panTro4","logP_5","yes"
"1734","MER11_combined_F2","MER11A","motif","REL","hg19_panTro4","logP_5",NA
"1735","MER11_combined_F2","MER11A","motif","MYF5","hg19_panTro4","logP_5","yes"
"1736","MER11_combined_F2","MER11A","motif","PTF1A","hg19_panTro4","logP_5",NA
"1737","MER11_combined_F2","MER11A","motif","ETV2","hg19_panTro4","logP_10","yes"
"1738","MER11_combined_F2","MER11A","motif","IKZF1","hg19_panTro4","logP_10",NA
"1739","MER11_combined_F2","MER11A","motif","ZIC3","hg19_panTro4","logP_10","yes"
"1740","MER11_combined_F2","MER11A","motif","ZNF136","hg19_panTro4","logP_10","yes"
"1741","MER11_combined_F2","MER11A","motif","FOXO1::ELF1","hg19_panTro4","logP_10",NA
"1742","MER11_combined_F2","MER11A","motif","FOXJ2::ELF1","hg19_panTro4","logP_10",NA
"1743","MER11_combined_F2","MER11A","motif","FOXO1::ELK1","hg19_panTro4","logP_10",NA
"1744","MER11_combined_F2","MER11A","motif","ZIC1::ZIC2","hg19_panTro4","logP_10",NA
"1745","MER11_combined_F2","MER11A","motif","TEAD1","hg19_panTro4","logP_10","yes"
"1746","MER11_combined_F2","MER11A","motif","ZIC2","hg19_panTro4","logP_10",NA
"1747","MER11_combined_F2","MER11A","motif","FLI1::FOXI1","hg19_panTro4","logP_10",NA
"1748","MER11_combined_F2","MER11A","motif","ERG","hg19_panTro4","logP_10",NA
"1749","MER11_combined_F2","MER11A","motif","ETV2::FOXI1","hg19_panTro4","logP_10",NA
"1750","MER11_combined_F2","MER11A","motif","ERF::FOXI1","hg19_panTro4","logP_10",NA
"1751","MER11_combined_F2","MER11A","motif","TEAD2","hg19_panTro4","logP_10",NA
"1752","MER11_combined_F2","MER11A","motif","ZIM3","hg19_panTro4","logP_10","yes"
"1753","MER11_combined_F2","MER11A","motif","TEAD4","hg19_panTro4","logP_10",NA
"1754","MER11_combined_F2","MER11A","motif","STAT2","hg19_panTro4","logP_10",NA
"1755","MER11_combined_F2","MER11A","motif","ERF::FIGLA","hg19_panTro4","logP_10","yes"
"1756","MER11_combined_F2","MER11A","motif","RORA","hg19_panTro4","logP_10","yes"
"1757","MER11_combined_F2","All","motif","RFX6","Comparison","logP_5","yes"
"1758","MER11_combined_F2","All","motif","INSM1","Comparison","logP_5","yes"
"1759","MER11_combined_F2","All","motif","ZIC3","Comparison","logP_5","yes"
"1760","MER11_combined_F2","All","motif","GSC2","Comparison","logP_5","yes"
"1761","MER11_combined_F2","All","motif","DMBX1","Comparison","logP_5","yes"
"1762","MER11_combined_F2","All","motif","GSC","Comparison","logP_5",NA
"1763","MER11_combined_F2","All","motif","PITX2","Comparison","logP_5",NA
"1764","MER11_combined_F2","All","motif","CRX","Comparison","logP_5",NA
"1765","MER11_combined_F2","All","motif","PITX3","Comparison","logP_5",NA
"1766","MER11_combined_F2","All","motif","PITX1","Comparison","logP_5",NA
"1767","MER11_combined_F2","All","motif","OTX2","Comparison","logP_5",NA
"1768","MER11_combined_F2","All","motif","ZNF136","Comparison","logP_5","yes"
"1769","MER11_combined_F2","All","motif","FOXF2","Comparison","logP_5","yes"
"1770","MER11_combined_F2","All","motif","ZIC1::ZIC2","Comparison","logP_5",NA
"1771","MER11_combined_F2","All","motif","GATA5","Comparison","logP_5","yes"
"1772","MER11_combined_F2","All","motif","ZNF317","Comparison","logP_5","yes"
"1773","MER11_combined_F2","All","motif","TFCP2","Comparison","logP_5","yes"
"1774","MER11_combined_F2","All","motif","TEAD1","Comparison","logP_5","yes"
"1775","MER11_combined_F2","All","motif","ZIC2","Comparison","logP_5",NA
"1776","MER11_combined_F2","All","motif","ETV2::FOXI1","Comparison","logP_5","yes"
"1777","MER11_combined_F2","All","motif","TEAD2","Comparison","logP_5",NA
"1778","MER11_combined_F2","All","motif","FOXO1::ELF1","Comparison","logP_5",NA
"1779","MER11_combined_F2","All","motif","TEAD4","Comparison","logP_5",NA
"1780","MER11_combined_F2","All","motif","FOXO1::ELK1","Comparison","logP_5",NA
"1781","MER11_combined_F2","All","motif","IKZF1","Comparison","logP_5",NA
"1782","MER11_combined_F2","All","motif","NR5A1","Comparison","logP_5","yes"
"1783","MER11_combined_F2","All","motif","ETV2","Comparison","logP_5",NA
"1784","MER11_combined_F2","All","motif","POU2F1::SOX2","Comparison","logP_5","yes"
"1785","MER11_combined_F2","All","motif","SOX15","Comparison","logP_5","yes"
"1786","MER11_combined_F2","All","motif","ZNF331","Comparison","logP_5","yes"
"1787","MER11_combined_F2","All","motif","FOXJ2::ELF1","Comparison","logP_5",NA
"1788","MER11_combined_F2","All","motif","SOX17","Comparison","logP_5",NA
"1789","MER11_combined_F2","All","motif","ERF::FOXI1","Comparison","logP_5",NA
"1790","MER11_combined_F2","All","motif","NR5A2","Comparison","logP_5",NA
"1791","MER11_combined_F2","All","motif","SOX5","Comparison","logP_5",NA
"1792","MER11_combined_F2","All","motif","NR2F6","Comparison","logP_5","yes"
"1793","MER11_combined_F2","All","motif","RARA::RXRG","Comparison","logP_5","yes"
"1794","MER11_combined_F2","All","motif","MECOM","Comparison","logP_5","yes"
"1795","MER11_combined_F2","All","motif","SOX3","Comparison","logP_5",NA
"1796","MER11_combined_F2","All","motif","SOX2","Comparison","logP_5",NA
"1797","MER11_combined_F2","All","motif","FLI1::FOXI1","Comparison","logP_5",NA
"1798","MER11_combined_F2","All","motif","SOX13","Comparison","logP_5",NA
"1799","MER11_combined_F2","All","motif","TFAP2A","Comparison","logP_5","yes"
"1800","MER11_combined_F2","All","motif","FOXO1","Comparison","logP_5",NA
"1801","MER11_combined_F2","All","motif","ESRRA","Comparison","logP_5",NA
