"","Frame","Family","Type","Motif","Species","thredhold","is_top"
"1",NA,NA,NA,NA,NA,NA,NA
"2","MER11_combined_F1","All","motif","SP3","All","logP_5","yes"
"3","MER11_combined_F1","All","motif","KLF14","All","logP_5",NA
"4","MER11_combined_F1","All","motif","KLF1","All","logP_5",NA
"5","MER11_combined_F1","All","motif","SOX9","All","logP_5","yes"
"6","MER11_combined_F1","All","motif","KLF5","All","logP_5",NA
"7","MER11_combined_F1","All","motif","KLF7","All","logP_5",NA
"8","MER11_combined_F1","All","motif","SOX14","All","logP_5",NA
"9","MER11_combined_F1","All","motif","KLF16","All","logP_5",NA
"10","MER11_combined_F1","All","motif","SOX12","All","logP_5",NA
"11","MER11_combined_F1","All","motif","KLF2","All","logP_5",NA
"12","MER11_combined_F1","All","motif","KLF10","All","logP_5",NA
"13","MER11_combined_F1","All","motif","RXRG","All","logP_5","yes"
"14","MER11_combined_F1","All","motif","PPARD","All","logP_5","yes"
"15","MER11_combined_F1","All","motif","KLF6","All","logP_5",NA
"16","MER11_combined_F1","All","motif","KLF11","All","logP_5",NA
"17","MER11_combined_F1","All","motif","POU5F1::SOX2","All","logP_5","yes"
"18","MER11_combined_F1","All","motif","MSGN1","All","logP_5","yes"
"19","MER11_combined_F1","All","motif","MYF6","All","logP_5","yes"
"20","MER11_combined_F1","All","motif","NR2F1","All","logP_5","yes"
"21","MER11_combined_F1","All","motif","RXRA","All","logP_5",NA
"22","MER11_combined_F1","All","motif","RXRB","All","logP_5",NA
"23","MER11_combined_F1","All","motif","ZNF354A","All","logP_5","yes"
"24","MER11_combined_F1","All","motif","THRB","All","logP_5","yes"
"25","MER11_combined_F1","All","motif","NR2C2","All","logP_5","yes"
"26","MER11_combined_F1","All","motif","NR5A1","All","logP_5",NA
"27","MER11_combined_F1","All","motif","ZFP335","All","logP_5","yes"
"28","MER11_combined_F1","All","motif","KLF3","All","logP_5",NA
"29","MER11_combined_F1","All","motif","PLAGL2","All","logP_5","yes"
"30","MER11_combined_F1","All","motif","NR1H3::RXRA","All","logP_5","yes"
"31","MER11_combined_F1","All","motif","SNAI2","All","logP_5",NA
"32","MER11_combined_F1","All","motif","ZIC2","All","logP_5","yes"
"33","MER11_combined_F1","All","motif","GLIS2","All","logP_5","yes"
"34","MER11_combined_F1","All","motif","PRDM1","All","logP_5","yes"
"35","MER11_combined_F1","All","motif","EGR1","All","logP_5",NA
"36","MER11_combined_F1","All","motif","ZIC5","All","logP_5",NA
"37","MER11_combined_F1","All","motif","NR2F6","All","logP_5",NA
"38","MER11_combined_F1","All","motif","RBPJ","All","logP_5","yes"
"39","MER11_combined_F1","All","motif","KLF4","All","logP_5",NA
"40","MER11_combined_F1","All","motif","ZNF740","All","logP_5",NA
"41","MER11_combined_F1","All","motif","ZNF281","All","logP_5",NA
"42","MER11_combined_F1","All","motif","ZIM3","All","logP_5","yes"
"43","MER11_combined_F1","All","motif","TCF4","All","logP_5",NA
"44","MER11_combined_F1","All","motif","KLF9","All","logP_5",NA
"45","MER11_combined_F1","All","motif","ZEB1","All","logP_5",NA
"46","MER11_combined_F1","All","motif","STAT4","All","logP_5","yes"
"47","MER11_combined_F1","All","motif","SOX11","All","logP_5","yes"
"48","MER11_combined_F1","All","motif","PLAGL1","All","logP_5",NA
"49","MER11_combined_F1","All","motif","PTF1A","All","logP_5",NA
"50","MER11_combined_F1","All","motif","VEZF1","All","logP_5",NA
"51","MER11_combined_F1","All","motif","YY1","All","logP_5","yes"
"52","MER11_combined_F1","All","motif","ZFP42","All","logP_5",NA
"53","MER11_combined_F1","All","motif","RFX6","All","logP_5","yes"
"54","MER11_combined_F1","All","motif","ZNF423","All","logP_5","yes"
"55","MER11_combined_F1","All","motif","SP3","All","logP_10","yes"
"56","MER11_combined_F1","All","motif","KLF14","All","logP_10",NA
"57","MER11_combined_F1","All","motif","KLF1","All","logP_10",NA
"58","MER11_combined_F1","All","motif","SOX9","All","logP_10","yes"
"59","MER11_combined_F1","All","motif","KLF5","All","logP_10",NA
"60","MER11_combined_F1","All","motif","KLF7","All","logP_10",NA
"61","MER11_combined_F1","All","motif","SOX14","All","logP_10",NA
"62","MER11_combined_F1","All","motif","KLF16","All","logP_10",NA
"63","MER11_combined_F1","All","motif","SOX12","All","logP_10",NA
"64","MER11_combined_F1","All","motif","KLF2","All","logP_10",NA
"65","MER11_combined_F1","All","motif","KLF10","All","logP_10",NA
"66","MER11_combined_F1","All","motif","RXRG","All","logP_10","yes"
"67","MER11_combined_F1","All","motif","PPARD","All","logP_10","yes"
"68","MER11_combined_F1","All","motif","KLF6","All","logP_10",NA
"69","MER11_combined_F1","All","motif","KLF11","All","logP_10",NA
"70","MER11_combined_F1","All","motif","POU5F1::SOX2","All","logP_10","yes"
"71","MER11_combined_F1","All","motif","MSGN1","All","logP_10","yes"
"72","MER11_combined_F1","All","motif","MYF6","All","logP_10","yes"
"73","MER11_combined_F1","All","motif","NR2F1","All","logP_10","yes"
"74","MER11_combined_F1","All","motif","RXRA","All","logP_10",NA
"75","MER11_combined_F1","All","motif","RXRB","All","logP_10",NA
"76","MER11_combined_F1","All","motif","ZNF354A","All","logP_10","yes"
"77","MER11_combined_F1","All","motif","THRB","All","logP_10","yes"
"78","MER11_combined_F1","All","motif","NR2C2","All","logP_10","yes"
"79","MER11_combined_F1","All","motif","NR5A1","All","logP_10",NA
"80","MER11_combined_F1","All","motif","ZFP335","All","logP_10","yes"
"81","MER11_combined_F1","All","motif","KLF3","All","logP_10",NA
"82","MER11_combined_F1","All","motif","PLAGL2","All","logP_10","yes"
"83","MER11_combined_F1","All","motif","NR1H3::RXRA","All","logP_10","yes"
"84","MER11_combined_F1","All","motif","SNAI2","All","logP_10",NA
"85","MER11_combined_F1","All","motif","ZIC2","All","logP_10","yes"
"86","MER11_combined_F1","All","motif","GLIS2","All","logP_10","yes"
"87","MER11_combined_F1","All","motif","PRDM1","All","logP_10","yes"
"88","MER11_combined_F1","All","motif","EGR1","All","logP_10",NA
"89","MER11_combined_F1","All","motif","ZIC5","All","logP_10",NA
"90","MER11_combined_F1","MER11_FG4","motif","SP3","All","logP_5","yes"
"91","MER11_combined_F1","MER11_FG4","motif","KLF14","All","logP_5",NA
"92","MER11_combined_F1","MER11_FG4","motif","KLF1","All","logP_5",NA
"93","MER11_combined_F1","MER11_FG4","motif","KLF16","All","logP_5",NA
"94","MER11_combined_F1","MER11_FG4","motif","KLF5","All","logP_5",NA
"95","MER11_combined_F1","MER11_FG4","motif","KLF7","All","logP_5",NA
"96","MER11_combined_F1","MER11_FG4","motif","SOX9","All","logP_5","yes"
"97","MER11_combined_F1","MER11_FG4","motif","SOX14","All","logP_5",NA
"98","MER11_combined_F1","MER11_FG4","motif","ZIC2","All","logP_5","yes"
"99","MER11_combined_F1","MER11_FG4","motif","SOX12","All","logP_5",NA
"100","MER11_combined_F1","MER11_FG4","motif","KLF10","All","logP_5",NA
"101","MER11_combined_F1","MER11_FG4","motif","KLF2","All","logP_5",NA
"102","MER11_combined_F1","MER11_FG4","motif","KLF6","All","logP_5",NA
"103","MER11_combined_F1","MER11_FG4","motif","ZIC5","All","logP_5","yes"
"104","MER11_combined_F1","MER11_FG4","motif","RXRG","All","logP_5","yes"
"105","MER11_combined_F1","MER11_FG4","motif","KLF11","All","logP_5",NA
"106","MER11_combined_F1","MER11_FG4","motif","PPARD","All","logP_5","yes"
"107","MER11_combined_F1","MER11_FG4","motif","ZNF281","All","logP_5",NA
"108","MER11_combined_F1","MER11_FG4","motif","MYF6","All","logP_5","yes"
"109","MER11_combined_F1","MER11_FG4","motif","NR2F1","All","logP_5","yes"
"110","MER11_combined_F1","MER11_FG4","motif","GLIS2","All","logP_5",NA
"111","MER11_combined_F1","MER11_FG4","motif","NHLH1","All","logP_5",NA
"112","MER11_combined_F1","MER11_FG4","motif","RXRA","All","logP_5",NA
"113","MER11_combined_F1","MER11_FG4","motif","FOXQ1","All","logP_5","yes"
"114","MER11_combined_F1","MER11_FG4","motif","RXRB","All","logP_5",NA
"115","MER11_combined_F1","MER11_FG4","motif","THRB","All","logP_5","yes"
"116","MER11_combined_F1","MER11_FG4","motif","NR2C2","All","logP_5","yes"
"117","MER11_combined_F1","MER11_FG4","motif","POU5F1::SOX2","All","logP_5","yes"
"118","MER11_combined_F1","MER11_FG4","motif","ZIC4","All","logP_5",NA
"119","MER11_combined_F1","MER11_FG4","motif","EBF3","All","logP_5","yes"
"120","MER11_combined_F1","MER11_FG4","motif","ZFP42","All","logP_5","yes"
"121","MER11_combined_F1","MER11_FG4","motif","MSGN1","All","logP_5","yes"
"122","MER11_combined_F1","MER11_FG4","motif","EGR1","All","logP_5",NA
"123","MER11_combined_F1","MER11_FG4","motif","NFIC","All","logP_5","yes"
"124","MER11_combined_F1","MER11_FG4","motif","NFIC::TLX1","All","logP_5",NA
"125","MER11_combined_F1","MER11_FG4","motif","ZNF354A","All","logP_5","yes"
"126","MER11_combined_F1","MER11_FG4","motif","EBF2","All","logP_5",NA
"127","MER11_combined_F1","MER11_FG4","motif","KLF3","All","logP_5",NA
"128","MER11_combined_F1","MER11_FG4","motif","ZFP335","All","logP_5","yes"
"129","MER11_combined_F1","MER11_FG4","motif","KLF9","All","logP_5",NA
"130","MER11_combined_F1","MER11_FG4","motif","PLAGL2","All","logP_5","yes"
"131","MER11_combined_F1","MER11_FG4","motif","YY1","All","logP_5",NA
"132","MER11_combined_F1","MER11_FG4","motif","SP8","All","logP_5",NA
"133","MER11_combined_F1","MER11_FG4","motif","ZIC1","All","logP_5",NA
"134","MER11_combined_F1","MER11_FG4","motif","RBPJL","All","logP_5",NA
"135","MER11_combined_F1","MER11_FG4","motif","NFIB","All","logP_5",NA
"136","MER11_combined_F1","MER11_FG4","motif","NR1H3::RXRA","All","logP_5","yes"
"137","MER11_combined_F1","MER11_FG4","motif","SNAI2","All","logP_5",NA
"138","MER11_combined_F1","MER11_FG4","motif","SP3","All","logP_10","yes"
"139","MER11_combined_F1","MER11_FG4","motif","KLF14","All","logP_10",NA
"140","MER11_combined_F1","MER11_FG4","motif","KLF1","All","logP_10",NA
"141","MER11_combined_F1","MER11_FG4","motif","KLF16","All","logP_10",NA
"142","MER11_combined_F1","MER11_FG4","motif","KLF5","All","logP_10",NA
"143","MER11_combined_F1","MER11_FG4","motif","KLF7","All","logP_10",NA
"144","MER11_combined_F1","MER11_FG4","motif","SOX9","All","logP_10","yes"
"145","MER11_combined_F1","MER11_FG4","motif","SOX14","All","logP_10",NA
"146","MER11_combined_F1","MER11_FG4","motif","ZIC2","All","logP_10","yes"
"147","MER11_combined_F1","MER11_FG4","motif","SOX12","All","logP_10",NA
"148","MER11_combined_F1","MER11_FG4","motif","KLF10","All","logP_10",NA
"149","MER11_combined_F1","MER11_FG4","motif","KLF2","All","logP_10",NA
"150","MER11_combined_F1","MER11_FG4","motif","KLF6","All","logP_10",NA
"151","MER11_combined_F1","MER11_FG4","motif","ZIC5","All","logP_10","yes"
"152","MER11_combined_F1","MER11_FG4","motif","RXRG","All","logP_10","yes"
"153","MER11_combined_F1","MER11_FG4","motif","KLF11","All","logP_10",NA
"154","MER11_combined_F1","MER11_FG4","motif","PPARD","All","logP_10","yes"
"155","MER11_combined_F1","MER11_FG4","motif","ZNF281","All","logP_10",NA
"156","MER11_combined_F1","MER11C","motif","KLF12","All","logP_5","yes"
"157","MER11_combined_F1","MER11C","motif","SP4","All","logP_5",NA
"158","MER11_combined_F1","MER11C","motif","SP9","All","logP_5",NA
"159","MER11_combined_F1","MER11C","motif","KLF14","All","logP_5",NA
"160","MER11_combined_F1","MER11C","motif","KLF16","All","logP_5",NA
"161","MER11_combined_F1","MER11C","motif","SP3","All","logP_5",NA
"162","MER11_combined_F1","MER11C","motif","KLF1","All","logP_5",NA
"163","MER11_combined_F1","MER11C","motif","KLF5","All","logP_5",NA
"164","MER11_combined_F1","MER11C","motif","KLF7","All","logP_5",NA
"165","MER11_combined_F1","MER11C","motif","ZIC2","All","logP_5","yes"
"166","MER11_combined_F1","MER11C","motif","ZNF281","All","logP_5",NA
"167","MER11_combined_F1","MER11C","motif","SOX9","All","logP_5","yes"
"168","MER11_combined_F1","MER11C","motif","SOX14","All","logP_5",NA
"169","MER11_combined_F1","MER11C","motif","ZIC5","All","logP_5","yes"
"170","MER11_combined_F1","MER11C","motif","KLF10","All","logP_5",NA
"171","MER11_combined_F1","MER11C","motif","KLF2","All","logP_5",NA
"172","MER11_combined_F1","MER11C","motif","SOX12","All","logP_5",NA
"173","MER11_combined_F1","MER11C","motif","KLF6","All","logP_5",NA
"174","MER11_combined_F1","MER11C","motif","EBF3","All","logP_5","yes"
"175","MER11_combined_F1","MER11C","motif","MYF6","All","logP_5","yes"
"176","MER11_combined_F1","MER11C","motif","KLF11","All","logP_5",NA
"177","MER11_combined_F1","MER11C","motif","KLF15","All","logP_5",NA
"178","MER11_combined_F1","MER11C","motif","ZFP42","All","logP_5","yes"
"179","MER11_combined_F1","MER11C","motif","NHLH1","All","logP_5",NA
"180","MER11_combined_F1","MER11C","motif","EBF2","All","logP_5",NA
"181","MER11_combined_F1","MER11C","motif","NFIC::TLX1","All","logP_5","yes"
"182","MER11_combined_F1","MER11C","motif","KLF12","All","logP_10",NA
"183","MER11_combined_F1","MER11C","motif","SP4","All","logP_10",NA
"184","MER11_combined_F1","MER11C","motif","SP9","All","logP_10",NA
"185","MER11_combined_F1","MER11C","motif","KLF14","All","logP_10",NA
"186","MER11_combined_F1","MER11C","motif","KLF16","All","logP_10",NA
"187","MER11_combined_F1","MER11C","motif","SP3","All","logP_10",NA
"188","MER11_combined_F1","MER11C","motif","KLF1","All","logP_10",NA
"189","MER11_combined_F1","MER11C","motif","KLF5","All","logP_10",NA
"190","MER11_combined_F1","MER11B","motif","MSGN1","All","logP_5","yes"
"191","MER11_combined_F1","MER11B","motif","KLF14","All","logP_5","yes"
"192","MER11_combined_F1","MER11B","motif","NR5A1","All","logP_5","yes"
"193","MER11_combined_F1","MER11A","motif","POU5F1::SOX2","All","logP_5","yes"
"194","MER11_combined_F1","MER11A","motif","ZNF582","All","logP_5","yes"
"195","MER11_combined_F1","MER11A","motif","PRDM1","All","logP_5","yes"
"196","MER11_combined_F1","All","motif","KLF1","hg19","logP_5","yes"
"197","MER11_combined_F1","All","motif","SP4","hg19","logP_5",NA
"198","MER11_combined_F1","All","motif","SP3","hg19","logP_5",NA
"199","MER11_combined_F1","All","motif","KLF14","hg19","logP_5",NA
"200","MER11_combined_F1","All","motif","KLF16","hg19","logP_5",NA
"201","MER11_combined_F1","All","motif","SOX14","hg19","logP_5","yes"
"202","MER11_combined_F1","All","motif","SOX9","hg19","logP_5",NA
"203","MER11_combined_F1","All","motif","KLF2","hg19","logP_5",NA
"204","MER11_combined_F1","All","motif","KLF5","hg19","logP_5",NA
"205","MER11_combined_F1","All","motif","KLF7","hg19","logP_5",NA
"206","MER11_combined_F1","All","motif","SOX12","hg19","logP_5",NA
"207","MER11_combined_F1","All","motif","KLF10","hg19","logP_5",NA
"208","MER11_combined_F1","All","motif","RXRA","hg19","logP_5","yes"
"209","MER11_combined_F1","All","motif","ZIC2","hg19","logP_5","yes"
"210","MER11_combined_F1","All","motif","RXRG","hg19","logP_5","yes"
"211","MER11_combined_F1","All","motif","NR2F1","hg19","logP_5","yes"
"212","MER11_combined_F1","All","motif","KLF6","hg19","logP_5",NA
"213","MER11_combined_F1","All","motif","PPARD","hg19","logP_5",NA
"214","MER11_combined_F1","All","motif","NR2C2","hg19","logP_5","yes"
"215","MER11_combined_F1","All","motif","RXRB","hg19","logP_5",NA
"216","MER11_combined_F1","All","motif","KLF11","hg19","logP_5",NA
"217","MER11_combined_F1","All","motif","MYF6","hg19","logP_5","yes"
"218","MER11_combined_F1","All","motif","MSGN1","hg19","logP_5","yes"
"219","MER11_combined_F1","All","motif","THRB","hg19","logP_5","yes"
"220","MER11_combined_F1","All","motif","NR5A1","hg19","logP_5",NA
"221","MER11_combined_F1","All","motif","ZNF354A","hg19","logP_5","yes"
"222","MER11_combined_F1","All","motif","POU5F1::SOX2","hg19","logP_5","yes"
"223","MER11_combined_F1","All","motif","ZFP335","hg19","logP_5","yes"
"224","MER11_combined_F1","All","motif","ZIC5","hg19","logP_5","yes"
"225","MER11_combined_F1","All","motif","RBPJL","hg19","logP_5",NA
"226","MER11_combined_F1","All","motif","KLF3","hg19","logP_5",NA
"227","MER11_combined_F1","All","motif","KLF1","hg19","logP_10","yes"
"228","MER11_combined_F1","All","motif","SP4","hg19","logP_10",NA
"229","MER11_combined_F1","All","motif","SP3","hg19","logP_10",NA
"230","MER11_combined_F1","All","motif","KLF14","hg19","logP_10",NA
"231","MER11_combined_F1","All","motif","KLF16","hg19","logP_10",NA
"232","MER11_combined_F1","All","motif","SOX14","hg19","logP_10","yes"
"233","MER11_combined_F1","All","motif","SOX9","hg19","logP_10",NA
"234","MER11_combined_F1","MER11_FG4","motif","ZIC2","hg19","logP_5","yes"
"235","MER11_combined_F1","MER11_FG4","motif","KLF1","hg19","logP_5","yes"
"236","MER11_combined_F1","MER11_FG4","motif","KLF14","hg19","logP_5",NA
"237","MER11_combined_F1","MER11_FG4","motif","SOX14","hg19","logP_5","yes"
"238","MER11_combined_F1","MER11_FG4","motif","KLF16","hg19","logP_5",NA
"239","MER11_combined_F1","MER11_FG4","motif","SP3","hg19","logP_5",NA
"240","MER11_combined_F1","MER11_FG4","motif","SOX9","hg19","logP_5",NA
"241","MER11_combined_F1","MER11_FG4","motif","KLF5","hg19","logP_5",NA
"242","MER11_combined_F1","MER11_FG4","motif","SOX12","hg19","logP_5",NA
"243","MER11_combined_F1","MER11_FG4","motif","KLF7","hg19","logP_5",NA
"244","MER11_combined_F1","MER11_FG4","motif","KLF2","hg19","logP_5",NA
"245","MER11_combined_F1","MER11_FG4","motif","ZIC5","hg19","logP_5","yes"
"246","MER11_combined_F1","MER11_FG4","motif","WT1","hg19","logP_5",NA
"247","MER11_combined_F1","MER11_FG4","motif","KLF10","hg19","logP_5",NA
"248","MER11_combined_F1","MER11C","motif","KLF12","hg19","logP_5","yes"
"249","MER11_combined_F1","MER11C","motif","SP4","hg19","logP_5",NA
"250","MER11_combined_F1","MER11C","motif","SP9","hg19","logP_5",NA
"251","MER11_combined_F1","MER11C","motif","ZIC2","hg19","logP_5","yes"
"252","MER11_combined_F1","MER11C","motif","KLF1","hg19","logP_5",NA
"253","MER11_combined_F1","MER11C","motif","KLF16","hg19","logP_5",NA
"254","MER11_combined_F1","MER11C","motif","KLF14","hg19","logP_5",NA
"255","MER11_combined_F1","MER11C","motif","SP3","hg19","logP_5",NA
"256","MER11_combined_F1","MER11C","motif","KLF12","hg19","logP_10",NA
"257","MER11_combined_F1","MER11C","motif","SP4","hg19","logP_10",NA
"258","MER11_combined_F1","All","motif","SP4","panTro4","logP_5","yes"
"259","MER11_combined_F1","All","motif","KLF14","panTro4","logP_5",NA
"260","MER11_combined_F1","All","motif","SP3","panTro4","logP_5",NA
"261","MER11_combined_F1","All","motif","KLF5","panTro4","logP_5",NA
"262","MER11_combined_F1","All","motif","KLF1","panTro4","logP_5",NA
"263","MER11_combined_F1","All","motif","KLF7","panTro4","logP_5",NA
"264","MER11_combined_F1","All","motif","KLF16","panTro4","logP_5",NA
"265","MER11_combined_F1","All","motif","SOX9","panTro4","logP_5","yes"
"266","MER11_combined_F1","All","motif","KLF10","panTro4","logP_5",NA
"267","MER11_combined_F1","All","motif","SOX12","panTro4","logP_5",NA
"268","MER11_combined_F1","All","motif","SOX14","panTro4","logP_5",NA
"269","MER11_combined_F1","All","motif","KLF11","panTro4","logP_5",NA
"270","MER11_combined_F1","All","motif","KLF6","panTro4","logP_5",NA
"271","MER11_combined_F1","All","motif","KLF2","panTro4","logP_5",NA
"272","MER11_combined_F1","All","motif","ZNF354A","panTro4","logP_5","yes"
"273","MER11_combined_F1","All","motif","MSGN1","panTro4","logP_5","yes"
"274","MER11_combined_F1","All","motif","RXRG","panTro4","logP_5","yes"
"275","MER11_combined_F1","All","motif","MYF6","panTro4","logP_5","yes"
"276","MER11_combined_F1","All","motif","PPARD","panTro4","logP_5","yes"
"277","MER11_combined_F1","All","motif","NR2F1","panTro4","logP_5","yes"
"278","MER11_combined_F1","All","motif","PLAGL2","panTro4","logP_5","yes"
"279","MER11_combined_F1","All","motif","RXRB","panTro4","logP_5",NA
"280","MER11_combined_F1","All","motif","POU5F1::SOX2","panTro4","logP_5","yes"
"281","MER11_combined_F1","All","motif","ZFP335","panTro4","logP_5","yes"
"282","MER11_combined_F1","All","motif","RXRA","panTro4","logP_5",NA
"283","MER11_combined_F1","All","motif","NHLH1","panTro4","logP_5",NA
"284","MER11_combined_F1","All","motif","NR2C2","panTro4","logP_5","yes"
"285","MER11_combined_F1","All","motif","GLIS2","panTro4","logP_5","yes"
"286","MER11_combined_F1","All","motif","EGR1","panTro4","logP_5",NA
"287","MER11_combined_F1","All","motif","KLF3","panTro4","logP_5",NA
"288","MER11_combined_F1","All","motif","SNAI2","panTro4","logP_5",NA
"289","MER11_combined_F1","All","motif","PRDM1","panTro4","logP_5","yes"
"290","MER11_combined_F1","All","motif","THRB","panTro4","logP_5","yes"
"291","MER11_combined_F1","All","motif","NR5A1","panTro4","logP_5",NA
"292","MER11_combined_F1","All","motif","NR1H3::RXRA","panTro4","logP_5","yes"
"293","MER11_combined_F1","All","motif","ZIC5","panTro4","logP_5",NA
"294","MER11_combined_F1","All","motif","TFAP2E","panTro4","logP_5","yes"
"295","MER11_combined_F1","All","motif","SP4","panTro4","logP_10","yes"
"296","MER11_combined_F1","All","motif","KLF14","panTro4","logP_10",NA
"297","MER11_combined_F1","All","motif","SP3","panTro4","logP_10",NA
"298","MER11_combined_F1","All","motif","KLF5","panTro4","logP_10",NA
"299","MER11_combined_F1","All","motif","KLF1","panTro4","logP_10",NA
"300","MER11_combined_F1","All","motif","KLF7","panTro4","logP_10",NA
"301","MER11_combined_F1","All","motif","KLF16","panTro4","logP_10",NA
"302","MER11_combined_F1","All","motif","SOX9","panTro4","logP_10","yes"
"303","MER11_combined_F1","All","motif","KLF10","panTro4","logP_10",NA
"304","MER11_combined_F1","All","motif","SOX12","panTro4","logP_10",NA
"305","MER11_combined_F1","All","motif","SOX14","panTro4","logP_10",NA
"306","MER11_combined_F1","All","motif","KLF11","panTro4","logP_10",NA
"307","MER11_combined_F1","All","motif","KLF6","panTro4","logP_10",NA
"308","MER11_combined_F1","All","motif","KLF2","panTro4","logP_10",NA
"309","MER11_combined_F1","All","motif","ZNF354A","panTro4","logP_10","yes"
"310","MER11_combined_F1","All","motif","MSGN1","panTro4","logP_10","yes"
"311","MER11_combined_F1","All","motif","RXRG","panTro4","logP_10","yes"
"312","MER11_combined_F1","MER11_FG4","motif","SP9","panTro4","logP_5","yes"
"313","MER11_combined_F1","MER11_FG4","motif","KLF14","panTro4","logP_5",NA
"314","MER11_combined_F1","MER11_FG4","motif","SP3","panTro4","logP_5",NA
"315","MER11_combined_F1","MER11_FG4","motif","KLF16","panTro4","logP_5",NA
"316","MER11_combined_F1","MER11_FG4","motif","KLF5","panTro4","logP_5",NA
"317","MER11_combined_F1","MER11_FG4","motif","KLF1","panTro4","logP_5",NA
"318","MER11_combined_F1","MER11_FG4","motif","KLF7","panTro4","logP_5",NA
"319","MER11_combined_F1","MER11_FG4","motif","KLF10","panTro4","logP_5",NA
"320","MER11_combined_F1","MER11_FG4","motif","SOX9","panTro4","logP_5","yes"
"321","MER11_combined_F1","MER11_FG4","motif","SOX12","panTro4","logP_5",NA
"322","MER11_combined_F1","MER11_FG4","motif","KLF6","panTro4","logP_5",NA
"323","MER11_combined_F1","MER11_FG4","motif","TFAP2C","panTro4","logP_5","yes"
"324","MER11_combined_F1","MER11_FG4","motif","SOX14","panTro4","logP_5",NA
"325","MER11_combined_F1","MER11_FG4","motif","KLF11","panTro4","logP_5",NA
"326","MER11_combined_F1","MER11_FG4","motif","KLF2","panTro4","logP_5",NA
"327","MER11_combined_F1","MER11_FG4","motif","ZNF281","panTro4","logP_5",NA
"328","MER11_combined_F1","MER11_FG4","motif","RXRG","panTro4","logP_5","yes"
"329","MER11_combined_F1","MER11_FG4","motif","ZIC2","panTro4","logP_5","yes"
"330","MER11_combined_F1","MER11_FG4","motif","ZIC5","panTro4","logP_5","yes"
"331","MER11_combined_F1","MER11_FG4","motif","GLIS2","panTro4","logP_5",NA
"332","MER11_combined_F1","MER11_FG4","motif","MYF6","panTro4","logP_5","yes"
"333","MER11_combined_F1","MER11_FG4","motif","PPARD","panTro4","logP_5","yes"
"334","MER11_combined_F1","MER11_FG4","motif","SP9","panTro4","logP_10",NA
"335","MER11_combined_F1","MER11_FG4","motif","KLF14","panTro4","logP_10",NA
"336","MER11_combined_F1","MER11_FG4","motif","SP3","panTro4","logP_10",NA
"337","MER11_combined_F1","MER11C","motif","SP4","panTro4","logP_5","yes"
"338","MER11_combined_F1","MER11C","motif","SP9","panTro4","logP_5",NA
"339","MER11_combined_F1","MER11C","motif","KLF14","panTro4","logP_5",NA
"340","MER11_combined_F1","MER11C","motif","SP3","panTro4","logP_5",NA
"341","MER11_combined_F1","MER11C","motif","KLF16","panTro4","logP_5",NA
"342","MER11_combined_F1","MER11C","motif","KLF5","panTro4","logP_5",NA
"343","MER11_combined_F1","MER11C","motif","KLF1","panTro4","logP_5",NA
"344","MER11_combined_F1","MER11C","motif","KLF7","panTro4","logP_5",NA
"345","MER11_combined_F1","MER11C","motif","ZNF281","panTro4","logP_5",NA
"346","MER11_combined_F1","MER11C","motif","SOX9","panTro4","logP_5","yes"
"347","MER11_combined_F1","MER11C","motif","KLF10","panTro4","logP_5",NA
"348","MER11_combined_F1","MER11C","motif","SOX12","panTro4","logP_5",NA
"349","MER11_combined_F1","MER11C","motif","SOX14","panTro4","logP_5",NA
"350","MER11_combined_F1","MER11C","motif","SP4","panTro4","logP_10",NA
"351","MER11_combined_F1","MER11C","motif","SP9","panTro4","logP_10",NA
"352","MER11_combined_F1","All","motif","SP4","hg19_panTro4","logP_5","yes"
"353","MER11_combined_F1","All","motif","KLF14","hg19_panTro4","logP_5",NA
"354","MER11_combined_F1","All","motif","SP3","hg19_panTro4","logP_5",NA
"355","MER11_combined_F1","All","motif","KLF1","hg19_panTro4","logP_5",NA
"356","MER11_combined_F1","All","motif","KLF16","hg19_panTro4","logP_5",NA
"357","MER11_combined_F1","All","motif","KLF5","hg19_panTro4","logP_5",NA
"358","MER11_combined_F1","All","motif","SOX9","hg19_panTro4","logP_5","yes"
"359","MER11_combined_F1","All","motif","SOX14","hg19_panTro4","logP_5",NA
"360","MER11_combined_F1","All","motif","KLF7","hg19_panTro4","logP_5",NA
"361","MER11_combined_F1","All","motif","SOX12","hg19_panTro4","logP_5",NA
"362","MER11_combined_F1","All","motif","KLF2","hg19_panTro4","logP_5",NA
"363","MER11_combined_F1","All","motif","KLF10","hg19_panTro4","logP_5",NA
"364","MER11_combined_F1","All","motif","KLF6","hg19_panTro4","logP_5",NA
"365","MER11_combined_F1","All","motif","RXRG","hg19_panTro4","logP_5","yes"
"366","MER11_combined_F1","All","motif","KLF11","hg19_panTro4","logP_5",NA
"367","MER11_combined_F1","All","motif","PPARD","hg19_panTro4","logP_5","yes"
"368","MER11_combined_F1","All","motif","MSGN1","hg19_panTro4","logP_5","yes"
"369","MER11_combined_F1","All","motif","MYF6","hg19_panTro4","logP_5","yes"
"370","MER11_combined_F1","All","motif","NR2F1","hg19_panTro4","logP_5","yes"
"371","MER11_combined_F1","All","motif","RXRA","hg19_panTro4","logP_5",NA
"372","MER11_combined_F1","All","motif","ZNF354A","hg19_panTro4","logP_5","yes"
"373","MER11_combined_F1","All","motif","RXRB","hg19_panTro4","logP_5",NA
