"","uniqueID","mark","family","family.count_200bp","subfamily","node","subfamily.count_200bp","intersect.count","intersect.count_200bp","subfamily.color","pvalue","mean.value","sd.value","log2FC","perC"
"1","E003-DNase LTR7 LTR7_g1","E003-DNase","LTR7",2268,"LTR7_g1","Node1/",1436,310,310,"#D5A151",0,55.17,7.1985618653515,2.46904287232672,0.215877437325905
"2","E003-DNase LTR7 LTR7_g10","E003-DNase","LTR7",2268,"LTR7_g10","Node56/97",13,1,1,"#7F9781",0.84,0.5,0.643538199442282,0.415037499278844,0.0769230769230769
"3","E003-DNase LTR7 LTR7_g11","E003-DNase","LTR7",2268,"LTR7_g11","Node115/96",12,3,3,"#5FE7CC",0.04,0.5,0.703526470681448,1.41503749927884,0.25
"4","E003-DNase LTR7 LTR7_g12","E003-DNase","LTR7",2268,"LTR7_g12","Node396/100",12,0,0,"#D1C8E4",2,0.72,0.829749871036355,-0.782408564927373,0
"5","E003-DNase LTR7 LTR7_g13","E003-DNase","LTR7",2268,"LTR7_g13","Node457/98",12,2,2,"#84D8E3",0.1,0.5,0.659047368816107,1,0.166666666666667
"6","E003-DNase LTR7 LTR7_g14","E003-DNase","LTR7",2268,"LTR7_g14","Node65/99",12,1,1,"#D9DF4E",0.92,0.65,0.833333333333333,0.277533975528909,0.0833333333333333
"7","E003-DNase LTR7 LTR7_g15","E003-DNase","LTR7",2268,"LTR7_g15","Node217/97",10,7,7,"#DBDB92",0,0.78,0.882832905704098,2.16812275880833,0.7
"8","E003-DNase LTR7 LTR7_g16","E003-DNase","LTR7",2268,"LTR7_g16","Node406/99",10,0,0,"#DB5D5D",2,0.37,0.562372319964831,-0.454175893185802,0
"9","E003-DNase LTR7 LTR7_g17","E003-DNase","LTR7",2268,"LTR7_g17","Node482/97",10,4,4,"#D492D3",0,0.48,0.703239258393227,1.75633091903314,0.4
"10","E003-DNase LTR7 LTR7_g18","E003-DNase","LTR7",2268,"LTR7_g18","Node77/99",10,1,1,"#5AD67F",0.74,0.42,0.589127072091164,0.494109070270043,0.1
"11","E003-DNase LTR7 LTR7_g2","E003-DNase","LTR7",2268,"LTR7_g2","Node218/99",509,179,179,"#7F70D8",0,19.57,3.86712379742962,3.12938320757947,0.351669941060904
"12","E003-DNase LTR7 LTR7_g3","E003-DNase","LTR7",2268,"LTR7_g3","Node219/96",85,31,31,"#E0A2A3",0,4.39,2.112468994453,2.56971472702222,0.364705882352941
"13","E003-DNase LTR7 LTR7_g4","E003-DNase","LTR7",2268,"LTR7_g4","Node419/100",45,7,7,"#76EB41",0,1.81,1.11640657305645,1.5094298695538,0.155555555555556
"14","E003-DNase LTR7 LTR7_g5","E003-DNase","LTR7",2268,"LTR7_g5","Node2/96",24,2,2,"#DC5AC5",0.6,1.09,1.05500251328151,0.521459558414998,0.0833333333333333
"15","E003-DNase LTR7 LTR7_g6","E003-DNase","LTR7",2268,"LTR7_g6","Node154/98",20,2,2,"#B1E779",0.24,0.62,0.749140922131558,0.888968687611256,0.1
"16","E003-DNase LTR7 LTR7_g7","E003-DNase","LTR7",2268,"LTR7_g7","Node399/97",18,0,0,"#7C9DD0",2,0.98,0.909878446760218,-0.985500430304885,0
"17","E003-DNase LTR7 LTR7_g8","E003-DNase","LTR7",2268,"LTR7_g8","Node247/97",16,8,8,"#DADFCD",0,0.72,0.779536251675807,2.38751643651494,0.5
"18","E003-DNase LTR7 LTR7_g9","E003-DNase","LTR7",2268,"LTR7_g9","Node395/98",13,2,2,"#B2E9BA",0.22,0.52,0.74508490465954,0.980891177052295,0.153846153846154
"19","E003-DNase LTR7 LTR7_U","E003-DNase","LTR7",2268,"LTR7_U","Ungrouped",1,0,0,"black",2,0.05,0.21904291355759,-0.070389327891398,0
"20","E003-DNase LTR7B LTR7B_g1","E003-DNase","LTR7B",693,"LTR7B_g1","Node5/98",439,9,9,"#DC84C3",2,26.11,4.56135501753148,-1.43882511317562,0.020501138952164
"21","E003-DNase LTR7B LTR7B_g2","E003-DNase","LTR7B",693,"LTR7B_g2","Node74/100",89,1,1,"#D5D278",2,4.56,2.20797452774064,-1.47508488294878,0.0112359550561798
"22","E003-DNase LTR7B LTR7B_g3","E003-DNase","LTR7B",693,"LTR7B_g3","Node2/96",47,4,4,"#8D9CD8",0.42,2.55,1.45209705549796,0.494109070270043,0.0851063829787234
"23","E003-DNase LTR7B LTR7B_g4","E003-DNase","LTR7B",693,"LTR7B_g4","Node161/98",38,2,2,"#B452DB",0.78,1.29,1.10366698241852,0.389614902398937,0.0526315789473684
"24","E003-DNase LTR7B LTR7B_g5","E003-DNase","LTR7B",693,"LTR7B_g5","Node79/97",32,0,0,"#85DDCA",2,1.85,1.17529278535739,-1.51096191927738,0
"25","E003-DNase LTR7B LTR7B_g6","E003-DNase","LTR7B",693,"LTR7B_g6","Node45/97",15,1,1,"#87E468",1.08,0.68,0.763828739597002,0.251538766995964,0.0666666666666667
"26","E003-DNase LTR7B LTR7B_g7","E003-DNase","LTR7B",693,"LTR7B_g7","Node75/96",12,0,0,"#D8806A",2,0.65,0.672324476737387,-0.722466024471091,0
"27","E003-DNase LTR7B LTR7B_U","E003-DNase","LTR7B",693,"LTR7B_U","Ungrouped",21,0,0,"black",2,1.71,1.13079037344986,-1.43829285157915,0
"28","E003-DNase LTR7C LTR7C_g1","E003-DNase","LTR7C",284,"LTR7C_g1","Node25/98",85,10,10,"#DAD25C",0,3.42,1.89726011911808,1.31538524902059,0.117647058823529
"29","E003-DNase LTR7C LTR7C_g2","E003-DNase","LTR7C",284,"LTR7C_g2","Node21/100",47,1,1,"#D88269",1.8,2.47,1.52059929706094,-0.794935662803536,0.0212765957446809
"30","E003-DNase LTR7C LTR7C_g3","E003-DNase","LTR7C",284,"LTR7C_g3","Node59/99",28,2,2,"#C5D9A4",0.86,1.48,1.20168232242985,0.274622380109006,0.0714285714285714
"31","E003-DNase LTR7C LTR7C_g4","E003-DNase","LTR7C",284,"LTR7C_g4","Node71/98",23,2,2,"#CFC6CF",0.68,1.24,1.09286020805199,0.421463768438277,0.0869565217391304
"32","E003-DNase LTR7C LTR7C_g5","E003-DNase","LTR7C",284,"LTR7C_g5","Node9/100",22,4,4,"#7CDCD3",0.06,1.67,1.11060089295586,0.905088352974533,0.181818181818182
"33","E003-DNase LTR7C LTR7C_g6","E003-DNase","LTR7C",284,"LTR7C_g6","Node82/97",14,1,1,"#B452DA",1.62,1.54,1.14079539857686,-0.344828496997441,0.0714285714285714
"34","E003-DNase LTR7C LTR7C_g7","E003-DNase","LTR7C",284,"LTR7C_g7","Node70/100",12,1,1,"#7EE36C",1.26,0.92,0.895330196975486,0.0588936890535686,0.0833333333333333
"35","E003-DNase LTR7C LTR7C_g8","E003-DNase","LTR7C",284,"LTR7C_g8","Node86/98",10,0,0,"#8696D7",2,0.6,0.651338947278929,-0.678071905112638,0
"36","E003-DNase LTR7C LTR7C_U","E003-DNase","LTR7C",284,"LTR7C_U","Ungrouped",43,3,3,"black",0.6,2.02,1.4211959681191,0.405451450449646,0.0697674418604651
"37","E003-DNase LTR7Y LTR7Y_g1","E003-DNase","LTR7Y",198,"LTR7Y_g1","Node19/100",98,18,18,"#DC9697",0,4.34,2.21664957842582,1.83108777153076,0.183673469387755
"38","E003-DNase LTR7Y LTR7Y_g2","E003-DNase","LTR7Y",198,"LTR7Y_g2","Node2/100",84,3,3,"#B6DB77",1.46,3.92,2.05323100886324,-0.298658315564515,0.0357142857142857
"39","E003-DNase LTR7Y LTR7Y_g3","E003-DNase","LTR7Y",198,"LTR7Y_g3","Node38/100",12,2,2,"#A3D1D2",0.38,0.82,0.833393937190243,0.721024050297185,0.166666666666667
"40","E003-DNase LTR7Y LTR7Y_U","E003-DNase","LTR7Y",198,"LTR7Y_U","Ungrouped",4,0,0,"black",2,0.19,0.442559132612339,-0.250961573533219,0
"41","E003-H2A.Z LTR7 LTR7_g1","E003-H2A.Z","LTR7",2268,"LTR7_g1","Node1/",1436,161,161,"#D5A151",0,52.24,7.33212111192935,1.60541133674746,0.112116991643454
"42","E003-H2A.Z LTR7 LTR7_g10","E003-H2A.Z","LTR7",2268,"LTR7_g10","Node56/97",13,2,2,"#7F9781",0.12,0.45,0.609271795844943,1.04890960048095,0.153846153846154
"43","E003-H2A.Z LTR7 LTR7_g11","E003-H2A.Z","LTR7",2268,"LTR7_g11","Node115/96",12,1,1,"#5FE7CC",0.78,0.45,0.625630994607957,0.46394709975979,0.0833333333333333
"44","E003-H2A.Z LTR7 LTR7_g12","E003-H2A.Z","LTR7",2268,"LTR7_g12","Node396/100",12,0,0,"#D1C8E4",2,0.54,0.716613810594907,-0.622930350920177,0
"45","E003-H2A.Z LTR7 LTR7_g13","E003-H2A.Z","LTR7",2268,"LTR7_g13","Node457/98",12,0,0,"#84D8E3",2,0.44,0.640706680552848,-0.526068811667588,0
"46","E003-H2A.Z LTR7 LTR7_g14","E003-H2A.Z","LTR7",2268,"LTR7_g14","Node65/99",12,0,0,"#D9DF4E",2,0.49,0.731609544260137,-0.575312330687437,0
"47","E003-H2A.Z LTR7 LTR7_g15","E003-H2A.Z","LTR7",2268,"LTR7_g15","Node217/97",10,0,0,"#DBDB92",2,0.52,0.688725950101661,-0.604071323668861,0
"48","E003-H2A.Z LTR7 LTR7_g16","E003-H2A.Z","LTR7",2268,"LTR7_g16","Node406/99",10,1,1,"#DB5D5D",0.54,0.31,0.563090318750648,0.610433188237274,0.1
"49","E003-H2A.Z LTR7 LTR7_g17","E003-H2A.Z","LTR7",2268,"LTR7_g17","Node482/97",10,1,1,"#D492D3",0.7,0.43,0.65528157260367,0.483984852996335,0.1
"50","E003-H2A.Z LTR7 LTR7_g18","E003-H2A.Z","LTR7",2268,"LTR7_g18","Node77/99",10,1,1,"#5AD67F",0.8,0.47,0.626921289342054,0.44418384493836,0.1
"51","E003-H2A.Z LTR7 LTR7_g2","E003-H2A.Z","LTR7",2268,"LTR7_g2","Node218/99",509,29,29,"#7F70D8",0,18.3,4.3981171361657,0.6363616532278,0.0569744597249509
"52","E003-H2A.Z LTR7 LTR7_g3","E003-H2A.Z","LTR7",2268,"LTR7_g3","Node219/96",85,3,3,"#E0A2A3",1.44,3.57,1.64688257693808,-0.192194165283345,0.0352941176470588
"53","E003-H2A.Z LTR7 LTR7_g4","E003-H2A.Z","LTR7",2268,"LTR7_g4","Node419/100",45,3,3,"#76EB41",0.42,1.64,1.25142343196082,0.599462070416271,0.0666666666666667
"54","E003-H2A.Z LTR7 LTR7_g5","E003-H2A.Z","LTR7",2268,"LTR7_g5","Node2/96",24,3,3,"#DC5AC5",0.2,1.09,0.975404603953734,0.936497057693842,0.125
"55","E003-H2A.Z LTR7 LTR7_g6","E003-H2A.Z","LTR7",2268,"LTR7_g6","Node154/98",20,2,2,"#B1E779",0.44,0.93,0.879106525301844,0.6363616532278,0.1
"56","E003-H2A.Z LTR7 LTR7_g7","E003-H2A.Z","LTR7",2268,"LTR7_g7","Node399/97",18,3,3,"#7C9DD0",0.04,0.66,0.713789149185493,1.2688167584278,0.166666666666667
"57","E003-H2A.Z LTR7 LTR7_g8","E003-H2A.Z","LTR7",2268,"LTR7_g8","Node247/97",16,3,3,"#DADFCD",0.1,0.73,0.885973755226132,1.209227962138,0.1875
"58","E003-H2A.Z LTR7 LTR7_g9","E003-H2A.Z","LTR7",2268,"LTR7_g9","Node395/98",13,2,2,"#B2E9BA",0.26,0.56,0.795441558335541,0.943416471633632,0.153846153846154
"59","E003-H2A.Z LTR7 LTR7_U","E003-H2A.Z","LTR7",2268,"LTR7_U","Ungrouped",1,0,0,"black",2,0.01,0.1,-0.0143552929770701,0
"60","E003-H2A.Z LTR7B LTR7B_g1","E003-H2A.Z","LTR7B",693,"LTR7B_g1","Node5/98",439,14,14,"#DC84C3",1.96,21.23,4.43096313948044,-0.567545447643747,0.0318906605922551
"61","E003-H2A.Z LTR7B LTR7B_g2","E003-H2A.Z","LTR7B",693,"LTR7B_g2","Node74/100",89,1,1,"#D5D278",1.98,4.12,1.87099066288586,-1.35614381022528,0.0112359550561798
"62","E003-H2A.Z LTR7B LTR7B_g3","E003-H2A.Z","LTR7B",693,"LTR7B_g3","Node2/96",47,4,4,"#8D9CD8",0.42,2.23,1.45543217921098,0.630393929968162,0.0851063829787234
"63","E003-H2A.Z LTR7B LTR7B_g4","E003-H2A.Z","LTR7B",693,"LTR7B_g4","Node161/98",38,3,3,"#B452DB",0.1,0.82,0.903192989209712,1.13606154957603,0.0789473684210526
"64","E003-H2A.Z LTR7B LTR7B_g5","E003-H2A.Z","LTR7B",693,"LTR7B_g5","Node79/97",32,1,1,"#85DDCA",1.38,1.05,0.925235432774062,-0.0356239097307212,0.03125
"65","E003-H2A.Z LTR7B LTR7B_g6","E003-H2A.Z","LTR7B",693,"LTR7B_g6","Node45/97",15,0,0,"#87E468",2,0.59,0.766666666666667,-0.66902676550963,0
"66","E003-H2A.Z LTR7B LTR7B_g7","E003-H2A.Z","LTR7B",693,"LTR7B_g7","Node75/96",12,0,0,"#D8806A",2,0.54,0.626357112455213,-0.622930350920177,0
"67","E003-H2A.Z LTR7B LTR7B_U","E003-H2A.Z","LTR7B",693,"LTR7B_U","Ungrouped",21,0,0,"black",2,1.23,0.951925215634934,-1.15704371014558,0
"68","E003-H2A.Z LTR7C LTR7C_g1","E003-H2A.Z","LTR7C",284,"LTR7C_g1","Node25/98",85,5,5,"#DAD25C",0.56,3.49,1.65447052777399,0.418247055754734,0.0588235294117647
"69","E003-H2A.Z LTR7C LTR7C_g2","E003-H2A.Z","LTR7C",284,"LTR7C_g2","Node21/100",47,0,0,"#D88269",2,2.31,1.35359603361646,-1.72683121703249,0
"70","E003-H2A.Z LTR7C LTR7C_g3","E003-H2A.Z","LTR7C",284,"LTR7C_g3","Node59/99",28,4,4,"#C5D9A4",0.14,1.39,1.20516564937117,1.06491747668134,0.142857142857143
"71","E003-H2A.Z LTR7C LTR7C_g4","E003-H2A.Z","LTR7C",284,"LTR7C_g4","Node71/98",23,3,3,"#CFC6CF",0.18,1.15,1.07661084384791,0.895663340185264,0.130434782608696
"72","E003-H2A.Z LTR7C LTR7C_g5","E003-H2A.Z","LTR7C",284,"LTR7C_g5","Node9/100",22,3,3,"#7CDCD3",0.24,1.13,1.06983431172563,0.909146569548887,0.136363636363636
"73","E003-H2A.Z LTR7C LTR7C_g6","E003-H2A.Z","LTR7C",284,"LTR7C_g6","Node82/97",14,1,1,"#B452DA",1.52,1.13,0.848706680958169,-0.0908534304511135,0.0714285714285714
"74","E003-H2A.Z LTR7C LTR7C_g7","E003-H2A.Z","LTR7C",284,"LTR7C_g7","Node70/100",12,0,0,"#7EE36C",2,0.58,0.684311937849127,-0.659924558402378,0
"75","E003-H2A.Z LTR7C LTR7C_g8","E003-H2A.Z","LTR7C",284,"LTR7C_g8","Node86/98",10,1,1,"#8696D7",1,0.68,0.789834402794905,0.251538766995964,0.1
"76","E003-H2A.Z LTR7C LTR7C_U","E003-H2A.Z","LTR7C",284,"LTR7C_U","Ungrouped",43,4,4,"black",0.18,2.01,1.16770516549999,0.732164607902385,0.0930232558139535
"77","E003-H2A.Z LTR7Y LTR7Y_g1","E003-H2A.Z","LTR7Y",198,"LTR7Y_g1","Node19/100",98,4,4,"#DC9697",1,3.63,1.96255347993785,0.110915901401851,0.0408163265306122
"78","E003-H2A.Z LTR7Y LTR7Y_g2","E003-H2A.Z","LTR7Y",198,"LTR7Y_g2","Node2/100",84,0,0,"#B6DB77",2,3.39,1.60740081303245,-2.13422093976063,0
"79","E003-H2A.Z LTR7Y LTR7Y_g3","E003-H2A.Z","LTR7Y",198,"LTR7Y_g3","Node38/100",12,1,1,"#A3D1D2",1.24,0.82,0.757187779440037,0.136061549576029,0.0833333333333333
"80","E003-H2A.Z LTR7Y LTR7Y_U","E003-H2A.Z","LTR7Y",198,"LTR7Y_U","Ungrouped",4,0,0,"black",2,0.21,0.409360180740333,-0.27500704749987,0
"81","E003-H2AK5ac LTR7 LTR7_g1","E003-H2AK5ac","LTR7",2268,"LTR7_g1","Node1/",1436,30,30,"#D5A151",0.02,16.81,4.46692672241602,0.799580699059981,0.020891364902507
"82","E003-H2AK5ac LTR7 LTR7_g10","E003-H2AK5ac","LTR7",2268,"LTR7_g10","Node56/97",13,0,0,"#7F9781",2,0.18,0.45792681696639,-0.238786859587116,0
"83","E003-H2AK5ac LTR7 LTR7_g11","E003-H2AK5ac","LTR7",2268,"LTR7_g11","Node115/96",12,2,2,"#5FE7CC",0,0.17,0.377525168068637,1.35845397091248,0.166666666666667
"84","E003-H2AK5ac LTR7 LTR7_g12","E003-H2AK5ac","LTR7",2268,"LTR7_g12","Node396/100",12,0,0,"#D1C8E4",2,0.29,0.498381217928443,-0.36737106564853,0
"85","E003-H2AK5ac LTR7 LTR7_g13","E003-H2AK5ac","LTR7",2268,"LTR7_g13","Node457/98",12,1,1,"#84D8E3",0.28,0.15,0.385992097056273,0.79836613883035,0.0833333333333333
"86","E003-H2AK5ac LTR7 LTR7_g14","E003-H2AK5ac","LTR7",2268,"LTR7_g14","Node65/99",12,0,0,"#D9DF4E",2,0.16,0.394917201397453,-0.214124805352847,0
"87","E003-H2AK5ac LTR7 LTR7_g15","E003-H2AK5ac","LTR7",2268,"LTR7_g15","Node217/97",10,0,0,"#DBDB92",2,0.21,0.477683805651624,-0.27500704749987,0
"88","E003-H2AK5ac LTR7 LTR7_g16","E003-H2AK5ac","LTR7",2268,"LTR7_g16","Node406/99",10,0,0,"#DB5D5D",2,0.18,0.41145221993924,-0.238786859587116,0
"89","E003-H2AK5ac LTR7 LTR7_g17","E003-H2AK5ac","LTR7",2268,"LTR7_g17","Node482/97",10,2,2,"#D492D3",0.02,0.23,0.446196043338474,1.28630418515664,0.2
"90","E003-H2AK5ac LTR7 LTR7_g18","E003-H2AK5ac","LTR7",2268,"LTR7_g18","Node77/99",10,0,0,"#5AD67F",2,0.1,0.301511344577763,-0.137503523749935,0
"91","E003-H2AK5ac LTR7 LTR7_g2","E003-H2AK5ac","LTR7",2268,"LTR7_g2","Node218/99",509,10,10,"#7F70D8",0.14,6.01,2.39315100174889,0.650017174401399,0.0196463654223969
"92","E003-H2AK5ac LTR7 LTR7_g3","E003-H2AK5ac","LTR7",2268,"LTR7_g3","Node219/96",85,0,0,"#E0A2A3",2,0.99,1.10549591230416,-0.992768430768924,0
"93","E003-H2AK5ac LTR7 LTR7_g4","E003-H2AK5ac","LTR7",2268,"LTR7_g4","Node419/100",45,0,0,"#76EB41",2,0.58,0.698916911002194,-0.659924558402378,0
"94","E003-H2AK5ac LTR7 LTR7_g5","E003-H2AK5ac","LTR7",2268,"LTR7_g5","Node2/96",24,0,0,"#DC5AC5",2,0.34,0.516788841859717,-0.422233000683048,0
"95","E003-H2AK5ac LTR7 LTR7_g6","E003-H2AK5ac","LTR7",2268,"LTR7_g6","Node154/98",20,0,0,"#B1E779",2,0.34,0.669991708074726,-0.422233000683048,0
"96","E003-H2AK5ac LTR7 LTR7_g7","E003-H2AK5ac","LTR7",2268,"LTR7_g7","Node399/97",18,0,0,"#7C9DD0",2,0.23,0.468287229478799,-0.298658315564515,0
"97","E003-H2AK5ac LTR7 LTR7_g8","E003-H2AK5ac","LTR7",2268,"LTR7_g8","Node247/97",16,1,1,"#DADFCD",0.3,0.15,0.358870281282637,0.79836613883035,0.0625
"98","E003-H2AK5ac LTR7 LTR7_g9","E003-H2AK5ac","LTR7",2268,"LTR7_g9","Node395/98",13,0,0,"#B2E9BA",2,0.18,0.411452219939241,-0.238786859587116,0
"99","E003-H2AK5ac LTR7 LTR7_U","E003-H2AK5ac","LTR7",2268,"LTR7_U","Ungrouped",1,0,0,"black",2,0.03,0.171446607997765,-0.0426443374084937,0
"100","E003-H2AK5ac LTR7B LTR7B_g1","E003-H2AK5ac","LTR7B",693,"LTR7B_g1","Node5/98",439,5,5,"#DC84C3",1.78,7.75,2.41366061735232,-0.54432051622381,0.0113895216400911
"101","E003-H2AK5ac LTR7B LTR7B_g2","E003-H2AK5ac","LTR7B",693,"LTR7B_g2","Node74/100",89,2,2,"#D5D278",0.88,1.64,1.35973853695808,0.184424571137428,0.0224719101123595
"102","E003-H2AK5ac LTR7B LTR7B_g3","E003-H2AK5ac","LTR7B",693,"LTR7B_g3","Node2/96",47,4,4,"#8D9CD8",0.02,0.89,0.851558286408814,1.40354186044101,0.0851063829787234
"103","E003-H2AK5ac LTR7B LTR7B_g4","E003-H2AK5ac","LTR7B",693,"LTR7B_g4","Node161/98",38,2,2,"#B452DB",0.08,0.39,0.633970970880523,1.10987761777237,0.0526315789473684
"104","E003-H2AK5ac LTR7B LTR7B_g5","E003-H2AK5ac","LTR7B",693,"LTR7B_g5","Node79/97",32,0,0,"#85DDCA",2,0.46,0.730573318522771,-0.545968369105293,0
"105","E003-H2AK5ac LTR7B LTR7B_g6","E003-H2AK5ac","LTR7B",693,"LTR7B_g6","Node45/97",15,1,1,"#87E468",0.3,0.15,0.358870281282637,0.79836613883035,0.0666666666666667
"106","E003-H2AK5ac LTR7B LTR7B_g7","E003-H2AK5ac","LTR7B",693,"LTR7B_g7","Node75/96",12,1,1,"#D8806A",0.4,0.22,0.483672817035849,0.713118852211838,0.0833333333333333
"107","E003-H2AK5ac LTR7B LTR7B_U","E003-H2AK5ac","LTR7B",693,"LTR7B_U","Ungrouped",21,0,0,"black",2,0.37,0.597215762238964,-0.454175893185802,0
"108","E003-H2AK5ac LTR7C LTR7C_g1","E003-H2AK5ac","LTR7C",284,"LTR7C_g1","Node25/98",85,4,4,"#DAD25C",0.02,0.99,0.969171259010981,1.32915966411844,0.0470588235294118
"109","E003-H2AK5ac LTR7C LTR7C_g2","E003-H2AK5ac","LTR7C",284,"LTR7C_g2","Node21/100",47,4,4,"#D88269",0,0.74,0.824131008512554,1.52284078881336,0.0851063829787234
"110","E003-H2AK5ac LTR7C LTR7C_g3","E003-H2AK5ac","LTR7C",284,"LTR7C_g3","Node59/99",28,0,0,"#C5D9A4",2,0.41,0.697687377532142,-0.495695162624069,0
"111","E003-H2AK5ac LTR7C LTR7C_g4","E003-H2AK5ac","LTR7C",284,"LTR7C_g4","Node71/98",23,2,2,"#CFC6CF",0.16,0.41,0.668104510060841,1.08926733809709,0.0869565217391304
"112","E003-H2AK5ac LTR7C LTR7C_g5","E003-H2AK5ac","LTR7C",284,"LTR7C_g5","Node9/100",22,0,0,"#7CDCD3",2,0.44,0.715202874375622,-0.526068811667588,0
"113","E003-H2AK5ac LTR7C LTR7C_g6","E003-H2AK5ac","LTR7C",284,"LTR7C_g6","Node82/97",14,2,2,"#B452DA",0.06,0.35,0.538891492235719,1.15200309344505,0.142857142857143
"114","E003-H2AK5ac LTR7C LTR7C_g7","E003-H2AK5ac","LTR7C",284,"LTR7C_g7","Node70/100",12,0,0,"#7EE36C",2,0.18,0.411452219939241,-0.238786859587116,0
"115","E003-H2AK5ac LTR7C LTR7C_g8","E003-H2AK5ac","LTR7C",284,"LTR7C_g8","Node86/98",10,1,1,"#8696D7",0.36,0.22,0.504124403437698,0.713118852211838,0.1
"116","E003-H2AK5ac LTR7C LTR7C_U","E003-H2AK5ac","LTR7C",284,"LTR7C_U","Ungrouped",43,3,3,"black",0.02,0.61,0.7371114795832,1.31293931166011,0.0697674418604651
"117","E003-H2AK5ac LTR7Y LTR7Y_g1","E003-H2AK5ac","LTR7Y",198,"LTR7Y_g1","Node19/100",98,2,2,"#DC9697",0.72,1.22,1.13333333333333,0.434402824145775,0.0204081632653061
"118","E003-H2AK5ac LTR7Y LTR7Y_g2","E003-H2AK5ac","LTR7Y",198,"LTR7Y_g2","Node2/100",84,0,0,"#B6DB77",2,1.31,1.07960898271344,-1.20789285164133,0
"119","E003-H2AK5ac LTR7Y LTR7Y_g3","E003-H2AK5ac","LTR7Y",198,"LTR7Y_g3","Node38/100",12,1,1,"#A3D1D2",0.5,0.28,0.533333333333333,0.643856189774725,0.0833333333333333
"120","E003-H2AK5ac LTR7Y LTR7Y_U","E003-H2AK5ac","LTR7Y",198,"LTR7Y_U","Ungrouped",4,0,0,"black",2,0.14,0.348735088019777,-0.189033824390017,0
"121","E003-H2BK120ac LTR7 LTR7_g1","E003-H2BK120ac","LTR7",2268,"LTR7_g1","Node1/",1436,32,32,"#D5A151",0,11.67,3.31831465072439,1.38104949999237,0.0222841225626741
"122","E003-H2BK120ac LTR7 LTR7_g10","E003-H2BK120ac","LTR7",2268,"LTR7_g10","Node56/97",13,1,1,"#7F9781",0.16,0.08,0.272659924344291,0.888968687611256,0.0769230769230769
"123","E003-H2BK120ac LTR7 LTR7_g11","E003-H2BK120ac","LTR7",2268,"LTR7_g11","Node115/96",12,1,1,"#5FE7CC",0.22,0.12,0.356186309210064,0.83650126771712,0.0833333333333333
"124","E003-H2BK120ac LTR7 LTR7_g12","E003-H2BK120ac","LTR7",2268,"LTR7_g12","Node396/100",12,0,0,"#D1C8E4",2,0.14,0.402517331328978,-0.189033824390017,0
"125","E003-H2BK120ac LTR7 LTR7_g13","E003-H2BK120ac","LTR7",2268,"LTR7_g13","Node457/98",12,0,0,"#84D8E3",2,0.07,0.293188669562103,-0.0976107966264223,0
"126","E003-H2BK120ac LTR7 LTR7_g14","E003-H2BK120ac","LTR7",2268,"LTR7_g14","Node65/99",12,0,0,"#D9DF4E",2,0.12,0.43298354180586,-0.16349873228288,0
"127","E003-H2BK120ac LTR7 LTR7_g15","E003-H2BK120ac","LTR7",2268,"LTR7_g15","Node217/97",10,1,1,"#DBDB92",0.2,0.11,0.34509550720186,0.849440323424619,0.1
"128","E003-H2BK120ac LTR7 LTR7_g16","E003-H2BK120ac","LTR7",2268,"LTR7_g16","Node406/99",10,0,0,"#DB5D5D",2,0.11,0.31446603773522,-0.150559676575381,0
"129","E003-H2BK120ac LTR7 LTR7_g17","E003-H2BK120ac","LTR7",2268,"LTR7_g17","Node482/97",10,2,2,"#D492D3",0,0.07,0.256432399976243,1.48735170409473,0.2
"130","E003-H2BK120ac LTR7 LTR7_g18","E003-H2BK120ac","LTR7",2268,"LTR7_g18","Node77/99",10,0,0,"#5AD67F",2,0.08,0.272659924344291,-0.111031312388744,0
"131","E003-H2BK120ac LTR7 LTR7_g2","E003-H2BK120ac","LTR7",2268,"LTR7_g2","Node218/99",509,5,5,"#7F70D8",0.7,3.8,2.05480466765633,0.321928094887362,0.00982318271119843
"132","E003-H2BK120ac LTR7 LTR7_g3","E003-H2BK120ac","LTR7",2268,"LTR7_g3","Node219/96",85,1,1,"#E0A2A3",1.18,0.91,0.964993327029841,0.066427361738976,0.0117647058823529
"133","E003-H2BK120ac LTR7 LTR7_g4","E003-H2BK120ac","LTR7",2268,"LTR7_g4","Node419/100",45,0,0,"#76EB41",2,0.38,0.599326221011494,-0.464668267003444,0
"134","E003-H2BK120ac LTR7 LTR7_g5","E003-H2BK120ac","LTR7",2268,"LTR7_g5","Node2/96",24,0,0,"#DC5AC5",2,0.23,0.422952584681651,-0.298658315564515,0
"135","E003-H2BK120ac LTR7 LTR7_g6","E003-H2BK120ac","LTR7",2268,"LTR7_g6","Node154/98",20,0,0,"#B1E779",2,0.12,0.356186309210064,-0.16349873228288,0
"136","E003-H2BK120ac LTR7 LTR7_g7","E003-H2BK120ac","LTR7",2268,"LTR7_g7","Node399/97",18,1,1,"#7C9DD0",0.18,0.1,0.333333333333333,0.862496476250065,0.0555555555555556
"137","E003-H2BK120ac LTR7 LTR7_g8","E003-H2BK120ac","LTR7",2268,"LTR7_g8","Node247/97",16,0,0,"#DADFCD",2,0.11,0.31446603773522,-0.150559676575381,0
"138","E003-H2BK120ac LTR7 LTR7_g9","E003-H2BK120ac","LTR7",2268,"LTR7_g9","Node395/98",13,0,0,"#B2E9BA",2,0.14,0.402517331328978,-0.189033824390017,0
